Experiment_ID	Experiment_Type	Method	TF_Source_Type
exp_2109	binding	chip	not_applicable
exp_2117	binding	chip	not_applicable
exp_2119	binding	chip	not_applicable
exp_2121	binding	chip	not_applicable
exp_2123	binding	chip	not_applicable
exp_2125	binding	chip	not_applicable
exp_2127	binding	chip	not_applicable
exp_2129	binding	chip	not_applicable
exp_2132	binding	chip	not_applicable
exp_2135	binding	chip	not_applicable
exp_2136	binding	chip	not_applicable
exp_2146	binding	chip	not_applicable
exp_2150	binding	chip	not_applicable
exp_2153	binding	chip	not_applicable
exp_2155	binding	chip	not_applicable
exp_2156	binding	chip	not_applicable
exp_2160	binding	chip	not_applicable
exp_2161	binding	chip	not_applicable
exp_2166	binding	chip	not_applicable
exp_2169	binding	chip	not_applicable
exp_2171	binding	emsa	unknown
exp_2175	binding	chip	not_applicable
exp_2177	binding	chip	not_applicable
exp_2178	binding	emsa	cell_line
exp_2180	binding	chip	not_applicable
exp_2184	binding	chip	not_applicable
exp_2186	binding	chip	not_applicable
exp_2188	binding	chip	not_applicable
exp_2192	binding	chip	not_applicable
exp_2194	binding	chip	not_applicable
exp_2197	binding	chip	not_applicable
exp_2200	binding	chip	not_applicable
exp_2203	binding	chip	not_applicable
exp_2206	binding	chip	not_applicable
exp_2208	binding	chip	not_applicable
exp_2213	binding	chip	not_applicable
exp_2218	binding	chip	not_applicable
exp_2220	binding	chip	not_applicable
exp_2222	binding	chip	not_applicable
exp_2224	binding	chip	not_applicable
exp_2226	binding	chip	not_applicable
exp_2230	binding	chip	not_applicable
exp_2237	binding	chip	not_applicable
exp_2240	binding	chip	not_applicable
exp_2248	binding	chip	not_applicable
exp_2251	binding	chip	not_applicable
exp_2254	binding	chip	not_applicable
exp_2259	binding	chip	not_applicable
exp_2262	binding	chip	not_applicable
exp_2265	binding	chip	not_applicable
exp_2271	binding	chip	not_applicable
exp_2274	binding	chip	not_applicable
exp_2275	binding	chip	not_applicable
exp_2276	binding	chip	not_applicable
exp_2278	binding	chip	not_applicable
exp_2282	binding	chip	not_applicable
exp_2284	binding	chip	not_applicable
exp_2286	binding	chip	not_applicable
exp_2288	binding	chip	not_applicable
exp_2300	binding	chip	not_applicable
exp_2304	binding	chip	not_applicable
exp_2308	binding	chip	not_applicable
exp_2310	binding	chip	not_applicable
exp_2312	binding	chip	not_applicable
exp_2322	binding	chip	not_applicable
exp_2324	binding	chip	not_applicable
exp_2326	binding	chip	not_applicable
exp_2328	binding	chip	not_applicable
exp_2330	binding	chip	not_applicable
exp_2331	binding	chip	not_applicable
exp_2334	binding	chip	not_applicable
exp_2336	binding	chip	not_applicable
exp_2337	binding	chip	not_applicable
exp_2342	binding	chip	not_applicable
exp_2347	binding	chip	not_applicable
exp_2351	binding	emsa	unknown
exp_2352	binding	emsa	cell_line
exp_2353	binding	emsa	cell_line
exp_2355	binding	emsa	cell_line
exp_2357	binding	emsa	cell_line
exp_2358	binding	emsa	primary_tissue
exp_2361	binding	emsa	cell_line
exp_2364	binding	emsa	unknown
exp_2366	binding	emsa	cell_line
exp_2369	binding	emsa	cell_line
exp_2372	binding	chip	not_applicable
exp_2373	binding	emsa	cell_line
exp_2375	binding	emsa	cell_line
exp_2381	binding	emsa	unknown
exp_2383	binding	emsa	unknown
exp_2390	binding	emsa	primary_cell
exp_2392	binding	emsa	primary_tissue
exp_2396	binding	emsa	cell_line
exp_2398	binding	emsa	cell_line
exp_2407	binding	emsa	cell_line
exp_2410	binding	emsa	cell_line
exp_2415	binding	emsa	primary_tissue
exp_2417	binding	emsa	unknown
exp_2420	binding	emsa	unknown
exp_2427	binding	emsa	unknown
exp_2439	binding	emsa	cell_line
exp_2441	binding	emsa	cell_line
exp_2449	binding	emsa	unknown
exp_2450	binding	emsa	unknown
exp_2451	binding	emsa	unknown
exp_2455	binding	emsa	cell_line
exp_2458	binding	emsa	cell_line
exp_2467	binding	emsa	cell_line
exp_2468	binding	emsa	cell_line
exp_2472	binding	emsa	unknown
exp_2475	binding	emsa	unknown
exp_2478	binding	emsa	unknown
exp_2480	binding	emsa	unknown
exp_2482	binding	emsa	cell_line
exp_2484	binding	chip	not_applicable
exp_2485	binding	emsa	unknown
exp_2486	binding	chip	not_applicable
exp_2487	binding	emsa	unknown
exp_2488	binding	chip	not_applicable
exp_2489	binding	emsa	unknown
exp_2495	binding	emsa	unknown
exp_2497	binding	chip	not_applicable
exp_2498	binding	chip	not_applicable
exp_2499	binding	chip	not_applicable
exp_2500	binding	chip	not_applicable
exp_2501	binding	chip	not_applicable
exp_2502	binding	emsa	cell_line
exp_2508	binding	emsa	unknown
exp_2519	binding	chip	not_applicable
exp_2520	binding	emsa	cell_line
exp_2522	binding	emsa	cell_line
exp_2524	binding	emsa	unknown
exp_2535	binding	emsa	cell_line
exp_2538	binding	emsa	unknown
exp_2544	binding	emsa	cell_line
exp_2545	binding	chip	not_applicable
exp_2546	binding	chip	not_applicable
exp_2551	binding	emsa	unknown
exp_2552	binding	emsa	unknown
exp_2558	binding	emsa	cell_line
exp_2561	binding	chip	not_applicable
exp_2563	binding	chip	not_applicable
exp_2565	binding	chip	not_applicable
exp_2566	binding	emsa	cell_line
exp_2569	binding	emsa	unknown
exp_2574	binding	emsa	primary_tissue
exp_2576	binding	chip	not_applicable
exp_2580	binding	emsa	primary_cell
exp_2584	binding	emsa	unknown
exp_2586	binding	chip	not_applicable
exp_2587	binding	chip	not_applicable
exp_2588	binding	chip	not_applicable
exp_2601	binding	emsa	primary_tissue
exp_2605	binding	chip	not_applicable
exp_2610	binding	emsa	primary_tissue
exp_2613	binding	emsa	cell_line
exp_2616	binding	emsa	unknown
exp_2618	binding	chip	not_applicable
exp_2619	binding	emsa	cell_line
exp_2621	binding	chip	not_applicable
exp_2623	binding	chip	not_applicable
exp_2626	binding	emsa	unknown
exp_2628	binding	emsa	unknown
exp_2630	binding	chip	not_applicable
exp_2637	binding	emsa	cell_line
exp_2640	binding	chip	not_applicable
exp_2641	binding	emsa	cell_line
exp_2647	binding	chip	not_applicable
exp_2649	binding	emsa	unknown
exp_2652	binding	emsa	unknown
exp_2654	binding	emsa	unknown
exp_2656	binding	emsa	unknown
exp_2660	binding	emsa	cell_line
exp_2663	binding	emsa	cell_line
exp_2666	binding	emsa	cell_line
exp_2669	binding	emsa	unknown
exp_2671	binding	emsa	unknown
exp_2673	binding	emsa	unknown
exp_2675	binding	emsa	primary_tissue
exp_2678	binding	emsa	cell_line
exp_2687	binding	emsa	primary_cell
exp_2689	binding	emsa	cell_line
exp_2691	binding	emsa	cell_line
exp_2692	binding	chip	not_applicable
exp_2693	binding	chip	not_applicable
exp_2694	binding	chip	not_applicable
exp_2695	binding	chip	not_applicable
exp_2702	binding	emsa	cell_line
exp_2704	binding	chip	not_applicable
exp_2705	binding	emsa	cell_line
exp_2707	binding	chip	not_applicable
exp_2708	binding	emsa	cell_line
exp_2711	binding	emsa	primary_cell
exp_2712	binding	emsa	primary_cell
exp_2714	binding	chip	not_applicable
exp_2715	binding	emsa	unknown
exp_2719	binding	chip	not_applicable
exp_2722	binding	chip	not_applicable
exp_2724	binding	chip	not_applicable
exp_2725	binding	emsa	cell_line
exp_2738	binding	chip	not_applicable
exp_2742	binding	chip	not_applicable
exp_2743	binding	chip	not_applicable
exp_2746	binding	chip	not_applicable
exp_2747	binding	emsa	unknown
exp_2749	binding	chip	not_applicable
exp_2750	binding	emsa	unknown
exp_2752	binding	emsa	unknown
exp_2753	binding	emsa	unknown
exp_2754	binding	chip	not_applicable
exp_2755	binding	chip	not_applicable
exp_2756	binding	chip	not_applicable
exp_2758	binding	chip	not_applicable
exp_2769	binding	chip	not_applicable
exp_2770	binding	emsa	cell_line
exp_2773	binding	chip	not_applicable
exp_2774	binding	emsa	cell_line
exp_2777	binding	chip	not_applicable
exp_2778	binding	emsa	cell_line
exp_2781	binding	chip	not_applicable
exp_2782	binding	chip	not_applicable
exp_2788	binding	chip	not_applicable
exp_2790	binding	chip	not_applicable
exp_2791	binding	chip	not_applicable
exp_2803	binding	emsa	unknown
exp_2804	binding	chip	not_applicable
exp_2807	binding	emsa	unknown
exp_2811	binding	chip	not_applicable
exp_2812	binding	chip	not_applicable
exp_2824	binding	chip	not_applicable
exp_2825	binding	chip	not_applicable
exp_2826	binding	chip	not_applicable
exp_2827	binding	emsa	cell_line
exp_2831	binding	emsa	cell_line
exp_2833	binding	chip	not_applicable
exp_2834	binding	emsa	cell_line
exp_2835	binding	chip	not_applicable
exp_2836	binding	emsa	cell_line
exp_2837	binding	chip	not_applicable
exp_2838	binding	emsa	cell_line
exp_2839	binding	chip	not_applicable
exp_2845	binding	chip	not_applicable
exp_2847	binding	emsa	cell_line
exp_2852	binding	emsa	cell_line
exp_2865	binding	emsa	unknown
exp_2868	binding	emsa	unknown
exp_2870	binding	chip	not_applicable
exp_2873	binding	chip	not_applicable
exp_2874	binding	chip	not_applicable
exp_2877	binding	chip	not_applicable
exp_2878	binding	chip	not_applicable
exp_2879	binding	chip	not_applicable
exp_2880	binding	chip	not_applicable
exp_2881	binding	chip	not_applicable
exp_2882	binding	chip	not_applicable
exp_2883	binding	chip	not_applicable
exp_2884	binding	chip	not_applicable
exp_2885	binding	chip	not_applicable
exp_2886	binding	chip	not_applicable
exp_2887	binding	chip	not_applicable
exp_2890	binding	emsa	cell_line
exp_2893	binding	emsa	cell_line
exp_2899	binding	chip	not_applicable
exp_2901	binding	chip	not_applicable
exp_2905	binding	emsa	primary_tissue
exp_2908	binding	emsa	unknown
exp_2909	binding	chip	not_applicable
exp_2912	binding	chip	not_applicable
exp_2913	binding	chip	not_applicable
exp_2914	binding	chip	not_applicable
exp_2915	binding	chip	not_applicable
exp_2917	binding	chip	not_applicable
exp_2918	binding	emsa	primary_cell
exp_2921	binding	chip	not_applicable
exp_2922	binding	emsa	cell_line
exp_2928	binding	chip	not_applicable
exp_2930	binding	chip	not_applicable
exp_2931	binding	chip	not_applicable
exp_2932	binding	chip	not_applicable
exp_2935	binding	chip	not_applicable
exp_2936	binding	emsa	cell_line
exp_2939	binding	chip	not_applicable
exp_2940	binding	emsa	cell_line
exp_2943	binding	chip	not_applicable
exp_2946	binding	chip	not_applicable
exp_2948	binding	chip	not_applicable
exp_2950	binding	chip	not_applicable
exp_2954	binding	chip	not_applicable
exp_2955	binding	chip	not_applicable
exp_2956	binding	chip	not_applicable
exp_2957	binding	chip	not_applicable
exp_2958	binding	chip	not_applicable
exp_2959	binding	chip	not_applicable
exp_2960	binding	chip	not_applicable
exp_2961	binding	chip	not_applicable
exp_2962	binding	chip	not_applicable
exp_2963	binding	chip	not_applicable
exp_2964	binding	chip	not_applicable
exp_2965	binding	chip	not_applicable
exp_2970	binding	chip	not_applicable
exp_2971	binding	emsa	cell_line
exp_2973	binding	emsa	cell_line
exp_2976	binding	chip	not_applicable
exp_2977	binding	emsa	cell_line
exp_2978	binding	chip	not_applicable
exp_2980	binding	chip	not_applicable
exp_2981	binding	chip	not_applicable
exp_2984	binding	chip	not_applicable
exp_2985	binding	chip	not_applicable
exp_2986	binding	chip	not_applicable
exp_2987	binding	chip	not_applicable
exp_2994	binding	chip	not_applicable
exp_3002	binding	chip	not_applicable
exp_3005	binding	emsa	cell_line
exp_3006	binding	emsa	cell_line
exp_3007	binding	chip	not_applicable
exp_3008	binding	emsa	cell_line
exp_3009	binding	emsa	cell_line
exp_3010	binding	chip	not_applicable
exp_3011	binding	emsa	cell_line
exp_3012	binding	emsa	cell_line
exp_3015	binding	emsa	cell_line
exp_3016	binding	emsa	cell_line
exp_3019	binding	chip	not_applicable
exp_3022	binding	emsa	unknown
exp_3025	binding	emsa	cell_line
exp_3028	binding	chip	not_applicable
exp_3029	binding	chip	not_applicable
exp_3033	binding	emsa	unknown
exp_3036	binding	emsa	unknown
exp_3038	binding	emsa	cell_line
exp_3039	binding	emsa	cell_line
exp_3042	binding	chip	not_applicable
exp_3044	binding	chip	not_applicable
exp_3046	binding	chip	not_applicable
exp_3048	binding	chip	not_applicable
exp_3050	binding	chip	not_applicable
exp_3052	binding	chip	not_applicable
exp_3066	binding	chip	not_applicable
exp_3068	binding	chip	not_applicable
exp_3069	binding	chip	not_applicable
exp_3071	binding	chip	not_applicable
exp_3072	binding	chip	not_applicable
exp_3074	binding	chip	not_applicable
exp_3075	binding	chip	not_applicable
exp_3079	binding	chip	not_applicable
exp_3080	binding	chip	not_applicable
exp_3081	binding	chip	not_applicable
exp_3083	binding	chip	not_applicable
exp_3090	binding	chip	not_applicable
exp_3092	binding	chip	not_applicable
exp_3096	binding	chip	not_applicable
exp_3109	binding	chip	not_applicable
exp_3138	binding	chip	not_applicable
exp_3140	binding	chip	not_applicable
exp_3142	binding	chip	not_applicable
exp_3144	binding	chip	not_applicable
exp_3146	binding	emsa	cell_line
exp_3148	binding	emsa	cell_line
exp_3150	binding	emsa	cell_line
exp_3151	binding	emsa	cell_line
exp_3152	binding	emsa	cell_line
exp_3153	binding	emsa	cell_line
exp_3158	binding	chip	not_applicable
exp_3161	binding	emsa	cell_line
exp_3163	binding	chip	not_applicable
exp_3166	binding	emsa	cell_line
exp_3168	binding	chip	not_applicable
exp_3169	binding	chip	not_applicable
exp_3172	binding	chip	not_applicable
exp_3173	binding	chip	not_applicable
exp_3174	binding	chip	not_applicable
exp_3175	binding	chip	not_applicable
exp_3176	binding	chip	not_applicable
exp_3186	binding	emsa	cell_line
exp_3189	binding	chip	not_applicable
exp_3190	binding	chip	not_applicable
exp_3194	binding	chip	not_applicable
exp_3195	binding	emsa	cell_line
exp_3203	binding	chip	not_applicable
exp_3204	binding	chip	not_applicable
exp_3210	binding	chip	not_applicable
exp_3212	binding	chip	not_applicable
exp_3213	binding	chip	not_applicable
exp_3228	binding	chip	not_applicable
exp_3229	binding	chip	not_applicable
exp_3231	binding	emsa	cell_line
exp_3233	binding	chip	not_applicable
exp_3235	binding	emsa	cell_line
exp_3236	binding	chip	not_applicable
exp_3237	binding	emsa	primary_tissue
exp_3241	binding	chip	not_applicable
exp_3242	binding	emsa	primary_tissue
exp_3245	binding	chip	not_applicable
exp_3250	binding	emsa	cell_line
exp_3251	binding	chip	not_applicable
exp_3253	binding	emsa	cell_line
exp_3254	binding	emsa	unknown
exp_3261	binding	chip	not_applicable
exp_3262	binding	chip	not_applicable
exp_3264	binding	emsa	cell_line
exp_3265	binding	chip	not_applicable
exp_3268	binding	chip	not_applicable
exp_3269	binding	chip	not_applicable
exp_3270	binding	chip	not_applicable
exp_3271	binding	chip	not_applicable
exp_3272	binding	chip	not_applicable
exp_3273	binding	chip	not_applicable
exp_3276	binding	chip	not_applicable
exp_3278	binding	chip	not_applicable
exp_3282	binding	chip	not_applicable
exp_3283	binding	chip	not_applicable
exp_3286	binding	chip	not_applicable
exp_3289	binding	chip	not_applicable
exp_3290	binding	chip	not_applicable
exp_3291	binding	emsa	cell_line
exp_3293	binding	chip	not_applicable
exp_3294	binding	chip	not_applicable
exp_3295	binding	emsa	cell_line
exp_3300	binding	chip	not_applicable
exp_3303	binding	chip	not_applicable
exp_3311	binding	chip	not_applicable
exp_3313	binding	emsa	cell_line
exp_3314	binding	chip	not_applicable
exp_3315	binding	chip	not_applicable
exp_3318	binding	chip	not_applicable
exp_3324	binding	chip	not_applicable
exp_3325	binding	chip	not_applicable
exp_3326	binding	chip	not_applicable
exp_3327	binding	chip	not_applicable
exp_3329	binding	chip	not_applicable
exp_3331	binding	chip	not_applicable
exp_3332	binding	chip	not_applicable
exp_3333	binding	chip	not_applicable
exp_3334	binding	chip	not_applicable
exp_3335	binding	chip	not_applicable
exp_3336	binding	chip	not_applicable
exp_3337	binding	chip	not_applicable
exp_3338	binding	chip	not_applicable
exp_3339	binding	chip	not_applicable
exp_3340	binding	chip	not_applicable
exp_3341	binding	chip	not_applicable
exp_3342	binding	chip	not_applicable
exp_3343	binding	chip	not_applicable
exp_3344	binding	chip	not_applicable
exp_3346	binding	chip	not_applicable
exp_3349	binding	chip	not_applicable
exp_3361	binding	chip	not_applicable
exp_3364	binding	chip	not_applicable
exp_3365	binding	chip	not_applicable
exp_3367	binding	chip	not_applicable
exp_3374	binding	chip	not_applicable
exp_3378	binding	chip	not_applicable
exp_3379	binding	chip	not_applicable
exp_3380	binding	chip	not_applicable
exp_3381	binding	chip	not_applicable
exp_3382	binding	chip	not_applicable
exp_3385	binding	chip	not_applicable
exp_3387	binding	chip	not_applicable
exp_3389	binding	chip	not_applicable
exp_3392	binding	emsa	cell_line
exp_3394	binding	chip	not_applicable
exp_3397	binding	chip	not_applicable
exp_3399	binding	chip	not_applicable
exp_3403	binding	chip	not_applicable
exp_3404	binding	chip	not_applicable
exp_3405	binding	chip	not_applicable
exp_3406	binding	chip	not_applicable
exp_3408	binding	chip	not_applicable
exp_3412	binding	chip	not_applicable
exp_3413	binding	chip	not_applicable
exp_3415	binding	chip	not_applicable
exp_3416	binding	chip	not_applicable
exp_3418	binding	chip	not_applicable
exp_3419	binding	chip	not_applicable
exp_3421	binding	chip	not_applicable
exp_3422	binding	chip	not_applicable
exp_3424	binding	chip	not_applicable
exp_3431	binding	chip	not_applicable
exp_3434	binding	chip	not_applicable
exp_3439	binding	chip	not_applicable
exp_3441	binding	chip	not_applicable
exp_3444	binding	chip	not_applicable
exp_3446	binding	chip	not_applicable
exp_3448	binding	chip	not_applicable
exp_3449	binding	chip	not_applicable
exp_3450	binding	chip	not_applicable
exp_3451	binding	emsa	cell_line
exp_3452	binding	chip	not_applicable
exp_3453	binding	emsa	unknown
exp_3458	binding	chip	not_applicable
exp_3460	binding	chip	not_applicable
exp_3463	binding	chip	not_applicable
exp_3471	binding	chip	not_applicable
exp_3482	binding	chip	not_applicable
exp_3484	binding	chip	not_applicable
exp_3486	binding	chip	not_applicable
exp_3489	binding	chip	not_applicable
exp_3490	binding	emsa	primary_tissue
exp_3494	binding	chip	not_applicable
exp_3499	binding	chip	not_applicable
exp_3502	binding	chip	not_applicable
exp_3505	binding	chip	not_applicable
exp_3513	binding	chip	not_applicable
exp_3516	binding	chip	not_applicable
exp_3518	binding	chip	not_applicable
exp_3520	binding	emsa	primary_tissue
exp_3523	binding	emsa	unknown
exp_3525	binding	chip	not_applicable
exp_3534	binding	emsa	cell_line
exp_3537	binding	emsa	cell_line
exp_3540	binding	chip	not_applicable
exp_3543	binding	chip	not_applicable
exp_3546	binding	chip	not_applicable
exp_3547	binding	chip	not_applicable
exp_3550	binding	chip	not_applicable
exp_3553	binding	chip	not_applicable
exp_3555	binding	chip	not_applicable
exp_3556	binding	chip	not_applicable
exp_3565	binding	chip	not_applicable
exp_3572	binding	emsa	unknown
exp_3575	binding	chip	not_applicable
exp_3576	binding	chip	not_applicable
exp_3577	binding	emsa	cell_line
exp_3585	binding	chip	not_applicable
exp_3588	binding	chip	not_applicable
exp_3594	binding	chip	not_applicable
exp_3600	binding	chip	not_applicable
exp_3607	binding	chip	not_applicable
exp_3608	binding	emsa	unknown
exp_3613	binding	chip	not_applicable
exp_3616	binding	chip	not_applicable
exp_3618	binding	chip	not_applicable
exp_3620	binding	chip	not_applicable
exp_3624	binding	chip	not_applicable
exp_3625	binding	emsa	cell_line
exp_3629	binding	chip	not_applicable
exp_3631	binding	chip	not_applicable
exp_3632	binding	chip	not_applicable
exp_3636	binding	chip	not_applicable
exp_3637	binding	chip	not_applicable
exp_3639	binding	chip	not_applicable
exp_3641	binding	chip	not_applicable
exp_3645	binding	chip	not_applicable
exp_3648	binding	chip	not_applicable
exp_3651	binding	emsa	primary_tissue
exp_3653	binding	emsa	primary_tissue
exp_3655	binding	chip	not_applicable
exp_3658	binding	chip	not_applicable
exp_3659	binding	chip	not_applicable
exp_3662	binding	chip	not_applicable
exp_3665	binding	chip	not_applicable
exp_3666	binding	chip	not_applicable
exp_3670	binding	chip	not_applicable
exp_3672	binding	chip	not_applicable
exp_3674	binding	chip	not_applicable
exp_3676	binding	chip	not_applicable
exp_3681	binding	chip	not_applicable
exp_3684	binding	chip	not_applicable
exp_3689	binding	chip	not_applicable
exp_3692	binding	chip	not_applicable
exp_3695	binding	chip	not_applicable
exp_3696	binding	chip	not_applicable
exp_3700	binding	chip	not_applicable
exp_3710	binding	chip	not_applicable
exp_3711	binding	chip	not_applicable
exp_3714	binding	chip	not_applicable
exp_3718	binding	chip	not_applicable
exp_3725	binding	chip	not_applicable
exp_3728	binding	chip	not_applicable
exp_3729	binding	emsa	unknown
exp_3732	binding	chip	not_applicable
exp_3734	binding	chip	not_applicable
exp_3740	binding	chip	not_applicable
exp_3744	binding	chip	not_applicable
exp_3748	binding	chip	not_applicable
exp_3749	binding	chip	not_applicable
exp_3751	binding	chip	not_applicable
exp_3756	binding	chip	not_applicable
exp_3758	binding	chip	not_applicable
exp_3760	binding	chip	not_applicable
exp_3762	binding	chip	not_applicable
exp_3764	binding	chip	not_applicable
exp_3770	binding	chip	not_applicable
exp_3773	binding	chip	not_applicable
exp_3774	binding	chip	not_applicable
exp_3775	binding	chip	not_applicable
exp_3777	binding	chip	not_applicable
exp_3779	binding	chip	not_applicable
exp_3781	binding	chip	not_applicable
exp_3783	binding	chip	not_applicable
exp_3785	binding	chip	not_applicable
exp_3787	binding	chip	not_applicable
exp_3789	binding	chip	not_applicable
exp_3791	binding	chip	not_applicable
exp_3792	binding	chip	not_applicable
exp_3795	binding	chip	not_applicable
exp_3796	binding	chip	not_applicable
exp_3800	binding	chip	not_applicable
exp_3803	binding	chip	not_applicable
exp_3807	binding	chip	not_applicable
exp_3810	binding	chip	not_applicable
exp_3812	binding	chip	not_applicable
exp_3816	binding	chip	not_applicable
exp_3817	binding	chip	not_applicable
exp_3818	binding	chip	not_applicable
exp_3819	binding	chip	not_applicable
exp_3824	binding	chip	not_applicable
exp_3825	binding	chip	not_applicable
exp_3826	binding	chip	not_applicable
exp_3827	binding	chip	not_applicable
exp_3839	binding	chip	not_applicable
exp_3840	binding	emsa	unknown
exp_3842	binding	emsa	unknown
exp_3844	binding	chip	not_applicable
exp_3847	binding	chip	not_applicable
exp_3850	binding	emsa	cell_line
exp_3851	binding	chip	not_applicable
exp_3854	binding	chip	not_applicable
exp_3857	binding	chip	not_applicable
exp_3872	binding	chip	not_applicable
exp_3875	binding	chip	not_applicable
exp_3887	binding	chip	not_applicable
exp_3893	binding	chip	not_applicable
exp_3895	binding	chip	not_applicable
exp_3899	binding	emsa	unknown
exp_3901	binding	chip	not_applicable
exp_3904	binding	chip	not_applicable
exp_3911	binding	chip	not_applicable
exp_3917	binding	chip	not_applicable
exp_3921	binding	chip	not_applicable
exp_3923	binding	chip	not_applicable
exp_3925	binding	chip	not_applicable
exp_3927	binding	chip	not_applicable
exp_3928	binding	chip	not_applicable
exp_3929	binding	chip	not_applicable
exp_3931	binding	emsa	cell_line
exp_3932	binding	emsa	unknown
exp_3934	binding	emsa	unknown
exp_3935	binding	emsa	cell_line
exp_3936	binding	emsa	cell_line
exp_3937	binding	emsa	cell_line
exp_3944	binding	emsa	cell_line
exp_3946	binding	emsa	cell_line
exp_3948	binding	emsa	cell_line
exp_3951	binding	emsa	cell_line
exp_3953	binding	emsa	unknown
exp_3955	binding	emsa	unknown
exp_3959	binding	emsa	primary_tissue
exp_3961	binding	emsa	primary_tissue
exp_3962	binding	emsa	cell_line
exp_3964	binding	emsa	cell_line
exp_3967	binding	emsa	cell_line
exp_3968	binding	emsa	cell_line
exp_3969	binding	emsa	unknown
exp_3972	binding	emsa	cell_line
exp_3974	binding	emsa	primary_tissue
exp_3975	binding	emsa	primary_tissue
exp_4043	binding	emsa	unknown
exp_4046	binding	emsa	unknown
exp_4047	binding	emsa	unknown
exp_4048	binding	emsa	unknown
exp_4050	binding	emsa	unknown
exp_4066	binding	chip	not_applicable
exp_4067	binding	chip	not_applicable
exp_4068	binding	chip	not_applicable
exp_4110	binding	emsa	cell_line
