DTRI_ID	TF_Symbol_Human	Target_Symbol_Human	TF_Entrez_ID_Human	Target_Entrez_ID_Human	Databases
etri_00911	CHUK	SFN	1147	2810	InnateDB
etri_15528	CIITA	CD74	4261	972	InnateDB
etri_15518	CIITA	MYBPC2	4261	4606	InnateDB
etri_15522	CIITA	PSMD3	4261	5709	InnateDB
etri_15523	CIITA	RFX5	4261	5993	InnateDB
etri_15492	CIITA	TPP1	4261	1200	InnateDB
etri_15526	CIITA	TRIM26	4261	7726	InnateDB
etri_15527	CIITA	ZNF672	4261	79894	InnateDB
etri_01705	CLOCK	MS4A2	9575	2206	InnateDB
etri_00804	CORO2A	CCL13	7464	6357	InnateDB
etri_00803	CORO2A	NOS2	7464	4843	InnateDB
etri_02492	CREB1	ADAMTS10	1385	81794	InnateDB
etri_02323	CREB1	AKAP2	1385	11217	InnateDB
etri_02452	CREB1	ALS2	1385	57679	InnateDB
etri_02395	CREB1	APP	1385	351	InnateDB
etri_02318	CREB1	ASCC3	1385	10973	InnateDB
etri_02310	CREB1	BCKDK	1385	10295	InnateDB
etri_02517	CREB1	BMS1	1385	9790	InnateDB
etri_02496	CREB1	BRIP1	1385	83990	InnateDB
etri_02334	CREB1	C2CD6	1385	151254	InnateDB
etri_02443	CREB1	CACNA2D3	1385	55799	InnateDB
etri_02453	CREB1	CADM3	1385	57863	InnateDB
etri_02493	CREB1	CAMP	1385	820	InnateDB
etri_02507	CREB1	CCND3	1385	896	InnateDB
etri_02512	CREB1	CD14	1385	929	InnateDB
etri_02321	CREB1	CDC37	1385	11140	InnateDB
etri_02308	CREB1	CDKN1B	1385	1027	InnateDB
etri_02312	CREB1	CEBPD	1385	1052	InnateDB
etri_01726	CREB1	CEBPG	1385	1054	InnateDB
etri_02463	CREB1	CIDEC	1385	63924	InnateDB
etri_02414	CREB1	CIITA	1385	4261	InnateDB
etri_02484	CREB1	COL14A1	1385	7373	InnateDB
etri_02328	CREB1	COX7A2	1385	1347	InnateDB
etri_02465	CREB1	CRTC3	1385	64784	InnateDB
etri_02324	CREB1	CSMD3	1385	114788	InnateDB
etri_02504	CREB1	CTNNAL1	1385	8727	InnateDB
etri_02425	CREB1	DBR1	1385	51163	InnateDB
etri_02342	CREB1	DCC	1385	1630	InnateDB
etri_02441	CREB1	DHTKD1	1385	55526	InnateDB
etri_02346	CREB1	DLD	1385	1738	InnateDB
etri_02347	CREB1	DLX5	1385	1749	InnateDB
etri_02348	CREB1	DLX6	1385	1750	InnateDB
etri_02448	CREB1	DTWD1	1385	56986	InnateDB
etri_02350	CREB1	EGR1	1385	1958	InnateDB
etri_02330	CREB1	EME1	1385	146956	InnateDB
etri_02352	CREB1	EMX2	1385	2018	InnateDB
etri_02374	CREB1	EPHA10	1385	284656	InnateDB
etri_02389	CREB1	ERAS	1385	3266	InnateDB
etri_02355	CREB1	ETS1	1385	2113	InnateDB
etri_02368	CREB1	FAM19A5	1385	25817	InnateDB
etri_02351	CREB1	FAM227B	1385	196951	InnateDB
etri_02357	CREB1	FANCD2	1385	2177	InnateDB
etri_02372	CREB1	GMFB	1385	2764	InnateDB
etri_02490	CREB1	GREB1L	1385	80000	InnateDB
etri_02333	CREB1	Gzmb	1385	14939	InnateDB
etri_02494	CREB1	HIST1H2BC	1385	8347	InnateDB
etri_02495	CREB1	HIST1H4H	1385	8365	InnateDB
etri_02383	CREB1	HLA-DRA	1385	3122	InnateDB
etri_02387	CREB1	HOXD13	1385	3239	InnateDB
etri_02386	CREB1	HOXD3	1385	3232	InnateDB
etri_02379	CREB1	HTT	1385	3064	InnateDB
etri_02392	CREB1	ID1	1385	3397	InnateDB
etri_02322	CREB1	IL1RAPL1	1385	11141	InnateDB
etri_02424	CREB1	ING4	1385	51147	InnateDB
etri_02450	CREB1	INTS2	1385	57508	InnateDB
etri_02488	CREB1	IRX1	1385	79192	InnateDB
etri_02506	CREB1	KAT2B	1385	8850	InnateDB
etri_02500	CREB1	KAT8	1385	84148	InnateDB
etri_02434	CREB1	KIF26B	1385	55083	InnateDB
etri_02405	CREB1	KIR2DL4	1385	3805	InnateDB
etri_02406	CREB1	KIR3DL1	1385	3811	InnateDB
etri_02437	CREB1	LGI2	1385	55203	InnateDB
etri_02319	CREB1	LIAS	1385	11019	InnateDB
etri_02408	CREB1	LRPAP1	1385	4043	InnateDB
etri_02411	CREB1	MAF	1385	4094	InnateDB
etri_02359	CREB1	MAPKBP1	1385	23005	InnateDB
etri_02316	CREB1	ME3	1385	10873	InnateDB
etri_02413	CREB1	MEIS1	1385	4211	InnateDB
etri_02344	CREB1	MIER3	1385	166968	InnateDB
etri_02464	CREB1	MMP25	1385	64386	InnateDB
etri_02427	CREB1	MRPL27	1385	51264	InnateDB
etri_02451	CREB1	MRTFA	1385	57591	InnateDB
etri_02317	CREB1	MSL3	1385	10943	InnateDB
etri_02481	CREB1	MUC5B	1385	727897	InnateDB
etri_02369	CREB1	MYRIP	1385	25924	InnateDB
etri_02439	CREB1	NKAPD1	1385	55216	InnateDB
etri_01749	CREB1	NOS2	1385	4843	InnateDB
etri_02514	CREB1	ORMDL3	1385	94103	InnateDB
etri_02371	CREB1	PCSK1N	1385	27344	InnateDB
etri_02325	CREB1	PIH1D2	1385	120379	InnateDB
etri_02428	CREB1	PLA2G4A	1385	5321	InnateDB
etri_02304	CREB1	PLA2G4B	1385	100137049	InnateDB
etri_02361	CREB1	PLCB1	1385	23236	InnateDB
etri_02306	CREB1	PLIN3	1385	10226	InnateDB
etri_02430	CREB1	PMAIP1	1385	5366	InnateDB
etri_02447	CREB1	PRDM8	1385	56978	InnateDB
etri_02510	CREB1	PTTG1	1385	9232	InnateDB
etri_02364	CREB1	R3HDM1	1385	23518	InnateDB
etri_02431	CREB1	RAB4B	1385	53916	InnateDB
etri_02501	CREB1	RAE1	1385	8480	InnateDB
etri_02454	CREB1	RFX2	1385	5990	InnateDB
etri_02456	CREB1	RPL9	1385	6133	InnateDB
etri_02436	CREB1	SEC61A2	1385	55176	InnateDB
etri_02327	CREB1	SETD9	1385	133383	InnateDB
etri_02468	CREB1	SLC2A11	1385	66035	InnateDB
etri_02313	CREB1	SLU7	1385	10569	InnateDB
etri_02518	CREB1	SNAP91	1385	9892	InnateDB
etri_02303	CREB1	SOD2-OT1	1385	100129518	InnateDB
etri_02442	CREB1	TMEM30A	1385	55754	InnateDB
etri_02478	CREB1	TPR	1385	7175	InnateDB
etri_02320	CREB1	WDR5	1385	11091	InnateDB
etri_02516	CREB1	WTAP	1385	9589	InnateDB
etri_02502	CREB1	ZIC5	1385	85416	InnateDB
etri_02335	CREB1	ZNF425	1385	155054	InnateDB
etri_02331	CREB1	ZNF524	1385	147807	InnateDB
etri_02489	CREB1	ZNF665	1385	79788	InnateDB
etri_02393	CREB1	ZNF677	1385	342926	InnateDB
etri_02497	CREB1	ZRANB3	1385	84083	InnateDB
etri_02614	CREBBP	CCND1	1387	595	InnateDB
etri_02603	CREBBP	CIITA	1387	4261	InnateDB
etri_02580	CREBBP	CYBB	1387	1536	InnateDB
etri_02583	CREBBP	DUSP1	1387	1843	InnateDB
etri_02588	CREBBP	FUT7	1387	2529	InnateDB
etri_02589	CREBBP	IFI6	1387	2537	InnateDB
etri_01812	CREBBP	IFIT1B	1387	439996	InnateDB
etri_02594	CREBBP	IFNA1	1387	3439	InnateDB
etri_02597	CREBBP	IFNA14	1387	3448	InnateDB
etri_02595	CREBBP	IFNA2	1387	3440	InnateDB
etri_02582	CREBBP	Ifna4	1387	15967	InnateDB
etri_02581	CREBBP	IFNA4	1387	3441	InnateDB
etri_02596	CREBBP	IFNA7	1387	3444	InnateDB
etri_02599	CREBBP	IL12B	1387	3593	InnateDB
etri_01814	CREBBP	IL2RA	1387	3559	InnateDB
etri_01838	CREBBP	ISG15	1387	9636	InnateDB
etri_02604	CREBBP	MMP9	1387	4318	InnateDB
etri_02605	CREBBP	NCF2	1387	4688	InnateDB
etri_02606	CREBBP	NR4A2	1387	4929	InnateDB
etri_02610	CREBBP	PSMD10	1387	5716	InnateDB
etri_02617	CREBBP	STAT1	1387	6772	InnateDB
etri_01794	CREBBP	Wfdc17	1387	100034251	InnateDB
etri_03107	CSNK2A1	IRF1	1457	3659	InnateDB
etri_03108	CSNK2A1	TAF7	1457	6879	InnateDB
etri_03139	CSNK2B	IRF1	1460	3659	InnateDB
etri_03140	CSNK2B	TAF7	1460	6879	InnateDB
etri_00691	CTCF	APOB	10664	338	InnateDB
etri_00713	CTCF	NOTCH3	10664	4854	InnateDB
etri_00648	CTCF	RASSF1	10664	11186	InnateDB
etri_00719	CTCF	ZMYND10	10664	51364	InnateDB
etri_02762	CTCFL	NOTCH3	140690	4854	InnateDB
etri_03477	CTNNB1	AURKA	1499	6790	InnateDB
etri_03493	CTNNB1	BIRC7	1499	79444	InnateDB
etri_03463	CTNNB1	CCL7	1499	6354	InnateDB
etri_03515	CTNNB1	CD36	1499	948	InnateDB
etri_03333	CTNNB1	CLU	1499	1191	InnateDB
etri_03337	CTNNB1	CRP	1499	1401	InnateDB
etri_03397	CTNNB1	CXCL8	1499	3576	InnateDB
etri_01346	CTNNB1	DLK1	1499	8788	InnateDB
etri_03390	CTNNB1	IFIT1	1499	3434	InnateDB
etri_01366	CTNNB1	IFNB1	1499	3456	InnateDB
etri_03392	CTNNB1	IGFBP2	1499	3485	InnateDB
etri_03396	CTNNB1	IL2	1499	3558	InnateDB
etri_03502	CTNNB1	ITGA10	1499	8515	InnateDB
etri_03363	CTNNB1	ITGA11	1499	22801	InnateDB
etri_03403	CTNNB1	ITGA2	1499	3673	InnateDB
etri_03404	CTNNB1	ITGA3	1499	3675	InnateDB
etri_03405	CTNNB1	ITGA4	1499	3676	InnateDB
etri_03407	CTNNB1	ITGB6	1499	3694	InnateDB
etri_03408	CTNNB1	ITGB8	1499	3696	InnateDB
etri_01373	CTNNB1	JAG1	1499	182	InnateDB
etri_03448	CTNNB1	POU3F2	1499	5454	InnateDB
etri_03470	CTNNB1	SGK1	1499	6446	InnateDB
etri_03486	CTNNB1	TYR	1499	7299	InnateDB
etri_03487	CTNNB1	TYRP1	1499	7306	InnateDB
etri_22857	CTR9	FGG	9646	2266	InnateDB
etri_22858	CTR9	GAPDH	9646	2597	InnateDB
etri_12263	CUX2	CFTR	23316	1080	InnateDB
etri_04435	CUZD1	PTGS2	50624	5743	InnateDB
etri_03930	CYP3A4	NLRP3	1576	114548	InnateDB
etri_22688	CYTH3	ABCB11	9265	8647	InnateDB
etri_01914	DAXX	IL6	1616	3569	InnateDB
etri_01924	DDIT3	PPARGC1A	1649	10891	InnateDB
etri_04631	DDIT3	PPP1R15A	1649	23645	InnateDB
etri_01925	DDX3X	IFNB1	1654	3456	InnateDB
etri_11895	DNAJC2	DLK1	27000	8788	InnateDB
etri_11896	DNAJC2	HOXB1	27000	3211	InnateDB
etri_11897	DNAJC2	HOXB4	27000	3214	InnateDB
etri_11903	DNAJC2	OLIG2	27000	10215	InnateDB
etri_11899	DNAJC2	OTX2	27000	5015	InnateDB
etri_11900	DNAJC2	PAX6	27000	5080	InnateDB
etri_11901	DNAJC2	SOX11	27000	6664	InnateDB
etri_11902	DNAJC2	SOX4	27000	6659	InnateDB
etri_05292	DNMT1	CEBPD	1786	1052	InnateDB
etri_05304	DNMT1	PTPN6	1786	5777	InnateDB
etri_05311	DNMT1	SPARC	1786	6678	InnateDB
etri_05434	DNMT3A	CEBPD	1788	1052	InnateDB
etri_05440	DNMT3B	CEBPD	1789	1052	InnateDB
etri_06080	DR1	IRF1	1810	3659	InnateDB
etri_00622	DRAP1	IRF1	10589	3659	InnateDB
etri_06227	DSPP	MMP20	1834	9313	InnateDB
etri_06592	E2F1	ADAMTS9	1869	56999	InnateDB
etri_06597	E2F1	BAX	1869	581	InnateDB
etri_06646	E2F1	BECN1	1869	8678	InnateDB
etri_06611	E2F1	BMP2	1869	650	InnateDB
etri_06613	E2F1	BMP7	1869	655	InnateDB
etri_06647	E2F1	CBS	1869	875	InnateDB
etri_06499	E2F1	DUSP6	1869	1848	InnateDB
etri_06501	E2F1	E2F3	1869	1871	InnateDB
etri_06508	E2F1	EZH2	1869	2146	InnateDB
etri_06521	E2F1	FOS	1869	2353	InnateDB
etri_06558	E2F1	GADD45B	1869	4616	InnateDB
etri_06586	E2F1	KMT2E	1869	55904	InnateDB
etri_06582	E2F1	LAPTM4B	1869	55353	InnateDB
etri_06554	E2F1	MFAP1	1869	4236	InnateDB
etri_06547	E2F1	MIR203A	1869	406986	InnateDB
etri_06484	E2F1	RASSF1	1869	11186	InnateDB
etri_06656	E2F1	RECQL4	1869	9401	InnateDB
etri_06604	E2F1	RPS3	1869	6188	InnateDB
etri_06570	E2F1	SERPINF1	1869	5176	InnateDB
etri_06546	E2F1	SNX19	1869	399979	InnateDB
etri_06520	E2F1	SUZ12	1869	23512	InnateDB
etri_02029	E2F1	TAP1	1869	6890	InnateDB
etri_02030	E2F1	TAP2	1869	6891	InnateDB
etri_06649	E2F1	TIMELESS	1869	8914	InnateDB
etri_06565	E2F1	ZMYND10	1869	51364	InnateDB
etri_06714	E2F3	PA2G4	1871	5036	InnateDB
etri_06789	E2F4	BECN1	1874	8678	InnateDB
etri_06775	E2F4	DRAM1	1874	55332	InnateDB
etri_06767	E2F4	PA2G4	1874	5036	InnateDB
etri_06759	E2F4	SNX19	1874	399979	InnateDB
etri_06752	E2F4	SUZ12	1874	23512	InnateDB
etri_06786	E2F4	ULK1	1874	8408	InnateDB
etri_06841	E2F5	DIRAS3	1875	9077	InnateDB
etri_06838	E2F5	PA2G4	1875	5036	InnateDB
etri_02068	EBF1	CD53	1879	963	InnateDB
etri_02084	EBF1	CEACAM1	1879	634	InnateDB
etri_18077	EDF1	CD79B	8721	974	InnateDB
etri_18078	EDF1	PAX5	8721	5079	InnateDB
etri_07247	EFNA2	KIR3DL1	1943	3811	InnateDB
etri_07255	EGFR	CCND1	1956	595	InnateDB
etri_07253	EGFR	FOS	1956	2353	InnateDB
etri_07254	EGFR	NOS2	1956	4843	InnateDB
etri_07343	EGR1	ABCA1	1958	19	InnateDB
etri_07778	EGR1	ABCC12	1958	94160	InnateDB
etri_07296	EGR1	ABHD2	1958	11057	InnateDB
etri_07383	EGR1	ABL1	1958	25	InnateDB
etri_07734	EGR1	ABLIM2	1958	84448	InnateDB
etri_07413	EGR1	ACAD9	1958	28976	InnateDB
etri_07274	EGR1	ADAR	1958	103	InnateDB
etri_07312	EGR1	ADK	1958	132	InnateDB
etri_07513	EGR1	AFF1	1958	4299	InnateDB
etri_07338	EGR1	AGL	1958	178	InnateDB
etri_07651	EGR1	AGXT2	1958	64902	InnateDB
etri_07574	EGR1	AHI1	1958	54806	InnateDB
etri_07263	EGR1	AKAP9	1958	10142	InnateDB
etri_07354	EGR1	AKT1	1958	207	InnateDB
etri_02095	EGR1	ALAS1	1958	211	InnateDB
etri_07754	EGR1	ALKBH1	1958	8846	InnateDB
etri_07316	EGR1	AMER1	1958	139285	InnateDB
etri_07605	EGR1	ANKRD7	1958	56311	InnateDB
etri_07374	EGR1	ANP32D	1958	23519	InnateDB
etri_07435	EGR1	APBA2	1958	321	InnateDB
etri_07717	EGR1	APOL4	1958	80832	InnateDB
etri_07260	EGR1	ARL4A	1958	10124	InnateDB
etri_07501	EGR1	ARRB1	1958	408	InnateDB
etri_07509	EGR1	ART4	1958	420	InnateDB
etri_07593	EGR1	ASH1L	1958	55870	InnateDB
etri_07414	EGR1	ATAD2	1958	29028	InnateDB
etri_07526	EGR1	ATF4	1958	468	InnateDB
etri_07763	EGR1	ATG12	1958	9140	InnateDB
etri_07280	EGR1	ATP5PD	1958	10476	InnateDB
etri_07713	EGR1	BAALC	1958	79870	InnateDB
etri_07300	EGR1	BAZ2A	1958	11176	InnateDB
etri_07401	EGR1	BBC3	1958	27113	InnateDB
etri_07409	EGR1	BCL9L	1958	283149	InnateDB
etri_07789	EGR1	BCLAF1	1958	9774	InnateDB
etri_07643	EGR1	BLK	1958	640	InnateDB
etri_07744	EGR1	BLZF1	1958	8548	InnateDB
etri_07757	EGR1	BMF	1958	90427	InnateDB
etri_07652	EGR1	BMP4	1958	652	InnateDB
etri_07656	EGR1	BMP6	1958	654	InnateDB
etri_07673	EGR1	BRCA1	1958	672	InnateDB
etri_07612	EGR1	C1GALT1	1958	56913	InnateDB
etri_07720	EGR1	C1orf21	1958	81563	InnateDB
etri_07693	EGR1	C1QB	1958	713	InnateDB
etri_07304	EGR1	C1QTNF2	1958	114898	InnateDB
etri_07710	EGR1	C22orf46	1958	79640	InnateDB
etri_07739	EGR1	C9orf3	1958	84909	InnateDB
etri_07718	EGR1	CALR	1958	811	InnateDB
etri_07617	EGR1	CAMK1G	1958	57172	InnateDB
etri_07723	EGR1	CAMLG	1958	819	InnateDB
etri_07328	EGR1	CAMSAP1	1958	157922	InnateDB
etri_07725	EGR1	CASP1	1958	834	InnateDB
etri_07729	EGR1	CASP7	1958	840	InnateDB
etri_07747	EGR1	CBL	1958	867	InnateDB
etri_07743	EGR1	CBX4	1958	8535	InnateDB
etri_07709	EGR1	CCDC28B	1958	79140	InnateDB
etri_07616	EGR1	CCDC47	1958	57003	InnateDB
etri_07756	EGR1	CCKBR	1958	887	InnateDB
etri_07749	EGR1	CD164	1958	8763	InnateDB
etri_07762	EGR1	CD1E	1958	913	InnateDB
etri_07784	EGR1	CD68	1958	968	InnateDB
etri_07768	EGR1	CD9	1958	928	InnateDB
etri_07327	EGR1	CDCA2	1958	157313	InnateDB
etri_07261	EGR1	CDH16	1958	1014	InnateDB
etri_07256	EGR1	CDH3	1958	1001	InnateDB
etri_07258	EGR1	CDH5	1958	1003	InnateDB
etri_07264	EGR1	CDK2	1958	1017	InnateDB
etri_07265	EGR1	CDK4	1958	1019	InnateDB
etri_07267	EGR1	CDK6	1958	1021	InnateDB
etri_07268	EGR1	CDK8	1958	1024	InnateDB
etri_07271	EGR1	CDKN1B	1958	1027	InnateDB
etri_07276	EGR1	CDKN3	1958	1033	InnateDB
etri_07286	EGR1	CGREF1	1958	10669	InnateDB
etri_07295	EGR1	CHD1	1958	1105	InnateDB
etri_07389	EGR1	CHMP2B	1958	25978	InnateDB
etri_07302	EGR1	CHRNA2	1958	1135	InnateDB
etri_07333	EGR1	CITED4	1958	163732	InnateDB
etri_07760	EGR1	CLDN1	1958	9076	InnateDB
etri_07315	EGR1	CLDN3	1958	1365	InnateDB
etri_07618	EGR1	CLK4	1958	57396	InnateDB
etri_07308	EGR1	CLPS	1958	1208	InnateDB
etri_07642	EGR1	CLSPN	1958	63967	InnateDB
etri_07309	EGR1	CMA1	1958	1215	InnateDB
etri_07703	EGR1	CNBP	1958	7555	InnateDB
etri_07535	EGR1	CNOT2	1958	4848	InnateDB
etri_07287	EGR1	CNPY3	1958	10695	InnateDB
etri_07311	EGR1	COL16A1	1958	1307	InnateDB
etri_07368	EGR1	COLGALT2	1958	23127	InnateDB
etri_07549	EGR1	COPZ2	1958	51226	InnateDB
etri_07305	EGR1	COX20	1958	116228	InnateDB
etri_07773	EGR1	CPNE6	1958	9362	InnateDB
etri_07281	EGR1	CREB3	1958	10488	InnateDB
etri_07603	EGR1	CRTAM	1958	56253	InnateDB
etri_07317	EGR1	CRYGA	1958	1418	InnateDB
etri_07319	EGR1	CRYM	1958	1428	InnateDB
etri_07323	EGR1	CSTB	1958	1476	InnateDB
etri_07324	EGR1	CTRL	1958	1506	InnateDB
etri_07512	EGR1	CXCL9	1958	4283	InnateDB
etri_07626	EGR1	CYP4F11	1958	57834	InnateDB
etri_07329	EGR1	CYP51A1	1958	1595	InnateDB
etri_07288	EGR1	CYSLTR1	1958	10800	InnateDB
etri_07331	EGR1	DAPK1	1958	1612	InnateDB
etri_07545	EGR1	DCTN4	1958	51164	InnateDB
etri_07335	EGR1	DDX10	1958	1662	InnateDB
etri_07745	EGR1	DEGS1	1958	8560	InnateDB
etri_07792	EGR1	DMTF1	1958	9988	InnateDB
etri_07336	EGR1	DNM1	1958	1759	InnateDB
etri_07340	EGR1	DNMT3A	1958	1788	InnateDB
etri_07410	EGR1	DPY19L2	1958	283417	InnateDB
etri_07341	EGR1	DVL2	1958	1856	InnateDB
etri_07732	EGR1	DYDC2	1958	84332	InnateDB
etri_07339	EGR1	DYNC1I1	1958	1780	InnateDB
etri_07735	EGR1	DYRK2	1958	8445	InnateDB
etri_07342	EGR1	E2F5	1958	1875	InnateDB
etri_07648	EGR1	EFCAB6	1958	64800	InnateDB
etri_07345	EGR1	EGR1	1958	1958	InnateDB
etri_07346	EGR1	EGR2	1958	1959	InnateDB
etri_07348	EGR1	ELF2	1958	1998	InnateDB
etri_07733	EGR1	ELOF1	1958	84337	InnateDB
etri_07785	EGR1	EMC2	1958	9694	InnateDB
etri_07350	EGR1	EN1	1958	2019	InnateDB
etri_07351	EGR1	ENG	1958	2022	InnateDB
etri_07353	EGR1	EPHB1	1958	2047	InnateDB
etri_07558	EGR1	ERAP1	1958	51752	InnateDB
etri_07283	EGR1	ERLIN1	1958	10613	InnateDB
etri_07355	EGR1	ETF1	1958	2107	InnateDB
etri_07581	EGR1	ETNK2	1958	55224	InnateDB
etri_07356	EGR1	ETS2	1958	2114	InnateDB
etri_07357	EGR1	ETV5	1958	2119	InnateDB
etri_07553	EGR1	EVL	1958	51466	InnateDB
etri_07358	EGR1	FAH	1958	2184	InnateDB
etri_07365	EGR1	FKBP5	1958	2289	InnateDB
etri_07373	EGR1	FOLH1	1958	2346	InnateDB
etri_07375	EGR1	FOSL2	1958	2355	InnateDB
etri_07432	EGR1	FOXA3	1958	3171	InnateDB
etri_07366	EGR1	FOXF2	1958	2295	InnateDB
etri_07384	EGR1	FUT1	1958	2523	InnateDB
etri_07386	EGR1	GABPA	1958	2551	InnateDB
etri_07622	EGR1	GBA2	1958	57704	InnateDB
etri_07395	EGR1	GBP2	1958	2634	InnateDB
etri_07402	EGR1	GCLC	1958	2729	InnateDB
etri_07567	EGR1	GDAP1	1958	54332	InnateDB
etri_07724	EGR1	GDF5	1958	8200	InnateDB
etri_07405	EGR1	GLI2	1958	2736	InnateDB
etri_07406	EGR1	GLUL	1958	2752	InnateDB
etri_07313	EGR1	GLYCTK	1958	132158	InnateDB
etri_07753	EGR1	GMPS	1958	8833	InnateDB
etri_07407	EGR1	GNG5	1958	2787	InnateDB
etri_07580	EGR1	GOLPH3L	1958	55204	InnateDB
etri_07547	EGR1	GPN3	1958	51184	InnateDB
etri_07719	EGR1	GPR63	1958	81491	InnateDB
etri_07412	EGR1	GRB2	1958	2885	InnateDB
etri_07594	EGR1	GSDMB	1958	55876	InnateDB
etri_07416	EGR1	GSTA3	1958	2940	InnateDB
etri_07376	EGR1	GTPBP4	1958	23560	InnateDB
etri_07418	EGR1	GUK1	1958	2987	InnateDB
etri_07419	EGR1	GYS1	1958	2997	InnateDB
etri_07780	EGR1	H2AFV	1958	94239	InnateDB
etri_07420	EGR1	H3F3A	1958	3020	InnateDB
etri_07421	EGR1	HADHA	1958	3030	InnateDB
etri_07422	EGR1	HAS1	1958	3036	InnateDB
etri_07278	EGR1	HAX1	1958	10456	InnateDB
etri_07400	EGR1	HBP1	1958	26959	InnateDB
etri_07424	EGR1	HDAC1	1958	3065	InnateDB
etri_07425	EGR1	HDAC2	1958	3066	InnateDB
etri_07786	EGR1	HDAC9	1958	9734	InnateDB
etri_07711	EGR1	HECTD3	1958	79654	InnateDB
etri_07548	EGR1	HERC5	1958	51191	InnateDB
etri_07426	EGR1	HHEX	1958	3087	InnateDB
etri_07428	EGR1	HK1	1958	3098	InnateDB
etri_07429	EGR1	HLX	1958	3142	InnateDB
etri_07430	EGR1	HMGCS1	1958	3157	InnateDB
etri_07431	EGR1	HMMR	1958	3161	InnateDB
etri_07433	EGR1	HNRNPK	1958	3190	InnateDB
etri_07434	EGR1	HOXA2	1958	3199	InnateDB
etri_07436	EGR1	HOXB4	1958	3214	InnateDB
etri_07437	EGR1	HOXB7	1958	3217	InnateDB
etri_07438	EGR1	HSD17B2	1958	3294	InnateDB
etri_07439	EGR1	HSF4	1958	3299	InnateDB
etri_07440	EGR1	HTN3	1958	3347	InnateDB
etri_07444	EGR1	IDS	1958	3423	InnateDB
etri_07282	EGR1	IFITM2	1958	10581	InnateDB
etri_07771	EGR1	IGSF8	1958	93185	InnateDB
etri_07742	EGR1	IKBKG	1958	8517	InnateDB
etri_07456	EGR1	IL11RA	1958	3590	InnateDB
etri_07751	EGR1	IL18R1	1958	8809	InnateDB
etri_07449	EGR1	IL1A	1958	3552	InnateDB
etri_07450	EGR1	IL1R1	1958	3554	InnateDB
etri_07382	EGR1	IL27	1958	246778	InnateDB
etri_07649	EGR1	ISL2	1958	64843	InnateDB
etri_07460	EGR1	ITGA5	1958	3678	InnateDB
etri_07721	EGR1	ITM2C	1958	81618	InnateDB
etri_07461	EGR1	ITPK1	1958	3705	InnateDB
etri_07284	EGR1	IVNS1ABP	1958	10625	InnateDB
etri_07462	EGR1	JUP	1958	3728	InnateDB
etri_07388	EGR1	KANK2	1958	25959	InnateDB
etri_07298	EGR1	KATNA1	1958	11104	InnateDB
etri_07463	EGR1	KCNK2	1958	3776	InnateDB
etri_07464	EGR1	KCNK3	1958	3777	InnateDB
etri_07591	EGR1	KDM3A	1958	55818	InnateDB
etri_07385	EGR1	KDSR	1958	2531	InnateDB
etri_07746	EGR1	KHSRP	1958	8570	InnateDB
etri_07614	EGR1	KIF15	1958	56992	InnateDB
etri_07259	EGR1	KIF20A	1958	10112	InnateDB
etri_07294	EGR1	KIF2C	1958	11004	InnateDB
etri_07466	EGR1	KIF5C	1958	3800	InnateDB
etri_07467	EGR1	KIR2DL3	1958	3804	InnateDB
etri_07468	EGR1	KIR2DL4	1958	3805	InnateDB
etri_07737	EGR1	KISS1R	1958	84634	InnateDB
etri_07511	EGR1	KITLG	1958	4254	InnateDB
etri_07689	EGR1	KLF10	1958	7071	InnateDB
etri_07736	EGR1	KLF11	1958	8462	InnateDB
etri_07277	EGR1	KLF2	1958	10365	InnateDB
etri_07770	EGR1	KLF4	1958	9314	InnateDB
etri_07680	EGR1	KLF5	1958	688	InnateDB
etri_07788	EGR1	KMT2B	1958	9757	InnateDB
etri_07596	EGR1	KMT2E	1958	55904	InnateDB
etri_07469	EGR1	KRT14	1958	3861	InnateDB
etri_07470	EGR1	KRT16	1958	3868	InnateDB
etri_07471	EGR1	KRT85	1958	3891	InnateDB
etri_07472	EGR1	KRT86	1958	3892	InnateDB
etri_07447	EGR1	KRTAP12-1	1958	353332	InnateDB
etri_07390	EGR1	L3MBTL1	1958	26013	InnateDB
etri_07379	EGR1	LDOC1	1958	23641	InnateDB
etri_07546	EGR1	LEF1	1958	51176	InnateDB
etri_07475	EGR1	LIG1	1958	3978	InnateDB
etri_07476	EGR1	LIMK1	1958	3984	InnateDB
etri_07262	EGR1	LINC01587	1958	10141	InnateDB
etri_07266	EGR1	LOC101929336	1958	101929336	InnateDB
etri_07272	EGR1	LOC102724106	1958	102724106	InnateDB
etri_07772	EGR1	LONP1	1958	9361	InnateDB
etri_07377	EGR1	LPAR3	1958	23566	InnateDB
etri_07777	EGR1	LPXN	1958	9404	InnateDB
etri_07477	EGR1	LRP2	1958	4036	InnateDB
etri_07394	EGR1	LRRC29	1958	26231	InnateDB
etri_07790	EGR1	MAGI2	1958	9863	InnateDB
etri_07504	EGR1	MAP2	1958	4133	InnateDB
etri_07599	EGR1	MAP2K1	1958	5604	InnateDB
etri_07600	EGR1	MAP2K2	1958	5605	InnateDB
etri_07601	EGR1	MAP2K5	1958	5607	InnateDB
etri_07681	EGR1	MAP3K7	1958	6885	InnateDB
etri_07314	EGR1	MAP3K8	1958	1326	InnateDB
etri_07505	EGR1	MAP4	1958	4134	InnateDB
