record_id	node	label	n_experiment
exp_3824	UBERON_0002050	embryonic structure	67
exp_3828	UBERON_0002050	embryonic structure	67
exp_3822	UBERON_0002050	embryonic structure	67
exp_3833	UBERON_0002050	embryonic structure	67
exp_3831	UBERON_0002050	embryonic structure	67
exp_3836	UBERON_0002050	embryonic structure	67
exp_3834	UBERON_0002050	embryonic structure	67
exp_3829	UBERON_0002050	embryonic structure	67
exp_3835	UBERON_0002050	embryonic structure	67
exp_3830	UBERON_0002050	embryonic structure	67
exp_3837	UBERON_0002050	embryonic structure	67
exp_3832	UBERON_0002050	embryonic structure	67
exp_2864	UBERON_0002050	embryonic structure	67
exp_2867	UBERON_0002050	embryonic structure	67
exp_1071	UBERON_0002050	embryonic structure	67
exp_0874	UBERON_0002050	embryonic structure	67
exp_0876	UBERON_0002050	embryonic structure	67
exp_2453	UBERON_0002050	embryonic structure	67
exp_0480	UBERON_0002050	embryonic structure	67
exp_1110	UBERON_0002050	embryonic structure	67
exp_0484	UBERON_0002050	embryonic structure	67
exp_1112	UBERON_0002050	embryonic structure	67
exp_0488	UBERON_0002050	embryonic structure	67
exp_3019	UBERON_0002050	embryonic structure	67
exp_3020	UBERON_0002050	embryonic structure	67
exp_0877	UBERON_0002050	embryonic structure	67
exp_0768	UBERON_0002050	embryonic structure	67
exp_2627	UBERON_0002050	embryonic structure	67
exp_1159	UBERON_0002050	embryonic structure	67
exp_1168	UBERON_0002050	embryonic structure	67
exp_1156	UBERON_0002050	embryonic structure	67
exp_1170	UBERON_0002050	embryonic structure	67
exp_3293	UBERON_0002050	embryonic structure	67
exp_3294	UBERON_0002050	embryonic structure	67
exp_3289	UBERON_0002050	embryonic structure	67
exp_3290	UBERON_0002050	embryonic structure	67
exp_2749	UBERON_0002050	embryonic structure	67
exp_0354	UBERON_0002050	embryonic structure	67
exp_1002	UBERON_0002050	embryonic structure	67
exp_0352	UBERON_0002050	embryonic structure	67
exp_1165	UBERON_0002050	embryonic structure	67
exp_1162	UBERON_0002050	embryonic structure	67
exp_0346	UBERON_0002050	embryonic structure	67
exp_2629	UBERON_0002050	embryonic structure	67
exp_1520	UBERON_0002050	embryonic structure	67
exp_0769	UBERON_0002050	embryonic structure	67
exp_2454	UBERON_0002050	embryonic structure	67
exp_2932	UBERON_0011215	central nervous system cell part cluster	71
exp_2934	UBERON_0011215	central nervous system cell part cluster	71
exp_3607	UBERON_0011215	central nervous system cell part cluster	71
exp_3610	UBERON_0011215	central nervous system cell part cluster	71
exp_3728	UBERON_0011215	central nervous system cell part cluster	71
exp_3394	UBERON_0011215	central nervous system cell part cluster	71
exp_3396	UBERON_0011215	central nervous system cell part cluster	71
exp_1113	UBERON_0011215	central nervous system cell part cluster	71
exp_1117	UBERON_0011215	central nervous system cell part cluster	71
exp_3627	UBERON_0011215	central nervous system cell part cluster	71
exp_3404	UBERON_0011215	central nervous system cell part cluster	71
exp_3405	UBERON_0011215	central nervous system cell part cluster	71
exp_3431	UBERON_0011215	central nervous system cell part cluster	71
exp_3433	UBERON_0011215	central nervous system cell part cluster	71
exp_3458	UBERON_0011215	central nervous system cell part cluster	71
exp_3459	UBERON_0011215	central nervous system cell part cluster	71
exp_3553	UBERON_0011215	central nervous system cell part cluster	71
exp_2312	UBERON_0011215	central nervous system cell part cluster	71
exp_3681	UBERON_0011215	central nervous system cell part cluster	71
exp_3683	UBERON_0011215	central nervous system cell part cluster	71
exp_0845	UBERON_0011215	central nervous system cell part cluster	71
exp_3434	UBERON_0011215	central nervous system cell part cluster	71
exp_3887	UBERON_0011215	central nervous system cell part cluster	71
exp_3889	UBERON_0011215	central nervous system cell part cluster	71
exp_3655	UBERON_0011215	central nervous system cell part cluster	71
exp_3460	UBERON_0011215	central nervous system cell part cluster	71
exp_3461	UBERON_0011215	central nervous system cell part cluster	71
exp_3474	UBERON_0011215	central nervous system cell part cluster	71
exp_0963	UBERON_0011215	central nervous system cell part cluster	71
exp_0964	UBERON_0011215	central nervous system cell part cluster	71
exp_3694	UBERON_0011215	central nervous system cell part cluster	71
exp_3692	UBERON_0011215	central nervous system cell part cluster	71
exp_3693	UBERON_0011215	central nervous system cell part cluster	71
exp_1926	UBERON_0011215	central nervous system cell part cluster	71
exp_1927	UBERON_0011215	central nervous system cell part cluster	71
exp_3872	UBERON_0011215	central nervous system cell part cluster	71
