Node	Node_Long	Definition	OntologyScope
UBERON_3000509	http://purl.obolibrary.org/obo/UBERON_3000509	processus suprafenestralis	UBERON
UBERON_4000115	http://purl.obolibrary.org/obo/UBERON_4000115	mineralized bone tissue	UBERON
UBERON_4300111	http://purl.obolibrary.org/obo/UBERON_4300111	lateral ethmoid element	UBERON
UBERON_4300112	http://purl.obolibrary.org/obo/UBERON_4300112	distal segment of caudal ray	UBERON
UBERON_4300114	http://purl.obolibrary.org/obo/UBERON_4300114	pelvic sucking disc	UBERON
UBERON_4300110	http://purl.obolibrary.org/obo/UBERON_4300110	lateral ethmoid cartilage	UBERON
UBERON_3000516	http://purl.obolibrary.org/obo/UBERON_3000516	pseudobasal process	UBERON
UBERON_3000515	http://purl.obolibrary.org/obo/UBERON_3000515	pseudoangular	UBERON
UBERON_3000512	http://purl.obolibrary.org/obo/UBERON_3000512	processus zygomatico-maxillaris	UBERON
UBERON_4000109	http://purl.obolibrary.org/obo/UBERON_4000109	mineralized hyaline cartilage tissue	UBERON
UBERON_4000106	http://purl.obolibrary.org/obo/UBERON_4000106	vasodentine	UBERON
UBERON_4300108	http://purl.obolibrary.org/obo/UBERON_4300108	lepidotrichial segment	UBERON
UBERON_4300109	http://purl.obolibrary.org/obo/UBERON_4300109	proximal segment of caudal ray	UBERON
UBERON_4000105	http://purl.obolibrary.org/obo/UBERON_4000105	limiting layer of elasmoid scale	UBERON
UBERON_4000108	http://purl.obolibrary.org/obo/UBERON_4000108	non-mineralized hyaline cartilage tissue	UBERON
UBERON_4000107	http://purl.obolibrary.org/obo/UBERON_4000107	elasmodine	UBERON
UBERON_4000102	http://purl.obolibrary.org/obo/UBERON_4000102	osteodentine	UBERON
UBERON_4300104	http://purl.obolibrary.org/obo/UBERON_4300104	ectocoracoid bone	UBERON
UBERON_4300105	http://purl.obolibrary.org/obo/UBERON_4300105	caudal vertebra 1	UBERON
UBERON_3000519	http://purl.obolibrary.org/obo/UBERON_3000519	pseudodentary tooth	UBERON
UBERON_4300106	http://purl.obolibrary.org/obo/UBERON_4300106	ventral limb of posttemporal	UBERON
UBERON_4000104	http://purl.obolibrary.org/obo/UBERON_4000104	ganoine	UBERON
UBERON_3000518	http://purl.obolibrary.org/obo/UBERON_3000518	pseudodentary	UBERON
UBERON_4300123	http://purl.obolibrary.org/obo/UBERON_4300123	pre-axial region	UBERON
UBERON_4300124	http://purl.obolibrary.org/obo/UBERON_4300124	axis intercentrum	UBERON
UBERON_4300125	http://purl.obolibrary.org/obo/UBERON_4300125	dorsal iliac ridge	UBERON
UBERON_4300120	http://purl.obolibrary.org/obo/UBERON_4300120	spinous region of dorsal fin	UBERON
UBERON_4300121	http://purl.obolibrary.org/obo/UBERON_4300121	zygantrum	UBERON
UBERON_3000527	http://purl.obolibrary.org/obo/UBERON_3000527	quadrate process of palatoquadrate	UBERON
UBERON_3000524	http://purl.obolibrary.org/obo/UBERON_3000524	pterygoquadrate	UBERON
UBERON_3000523	http://purl.obolibrary.org/obo/UBERON_3000523	pterygoid process of palatoquadrate	UBERON
UBERON_4300119	http://purl.obolibrary.org/obo/UBERON_4300119	glenoid region	UBERON
UBERON_4300115	http://purl.obolibrary.org/obo/UBERON_4300115	sucking disc	UBERON
UBERON_4300116	http://purl.obolibrary.org/obo/UBERON_4300116	dorsal fin ray	UBERON
UBERON_4300117	http://purl.obolibrary.org/obo/UBERON_4300117	pelvic fin ray	UBERON
UBERON_4300133	http://purl.obolibrary.org/obo/UBERON_4300133	upper jaw symphyseal region	UBERON
UBERON_4300134	http://purl.obolibrary.org/obo/UBERON_4300134	lateral commissure	UBERON
UBERON_4300135	http://purl.obolibrary.org/obo/UBERON_4300135	upper jaw symphyseal tooth	UBERON
UBERON_4300130	http://purl.obolibrary.org/obo/UBERON_4300130	lateral pelvic gland	UBERON
UBERON_4300132	http://purl.obolibrary.org/obo/UBERON_4300132	glossopharyngeal nerve foramen	UBERON
UBERON_3000540	http://purl.obolibrary.org/obo/UBERON_3000540	recessus vaginiformis	UBERON
UBERON_3000538	http://purl.obolibrary.org/obo/UBERON_3000538	recessus fenestrae ovalis	UBERON
UBERON_4300126	http://purl.obolibrary.org/obo/UBERON_4300126	tectorial restraint system	UBERON
UBERON_4300127	http://purl.obolibrary.org/obo/UBERON_4300127	nuchal crest	UBERON
UBERON_4300128	http://purl.obolibrary.org/obo/UBERON_4300128	sacral rib	UBERON
UBERON_3000539	http://purl.obolibrary.org/obo/UBERON_3000539	recessus marsupiatus of premaxilla	UBERON
UBERON_4300129	http://purl.obolibrary.org/obo/UBERON_4300129	dorsal pelvic gland	UBERON
UBERON_4300144	http://purl.obolibrary.org/obo/UBERON_4300144	profundus foramen	UBERON
UBERON_4300147	http://purl.obolibrary.org/obo/UBERON_4300147	pectoral fin base	UBERON
UBERON_4300140	http://purl.obolibrary.org/obo/UBERON_4300140	mesial region	UBERON
UBERON_4300142	http://purl.obolibrary.org/obo/UBERON_4300142	internal carotid foramen	UBERON
UBERON_4300143	http://purl.obolibrary.org/obo/UBERON_4300143	anal fin radial skeleton	UBERON
UBERON_3000547	http://purl.obolibrary.org/obo/UBERON_3000547	rostral process	UBERON
UBERON_3000543	http://purl.obolibrary.org/obo/UBERON_3000543	retroarticular process	UBERON
UBERON_4300137	http://purl.obolibrary.org/obo/UBERON_4300137	lingual region	UBERON
UBERON_4300138	http://purl.obolibrary.org/obo/UBERON_4300138	labial region	UBERON
UBERON_4300139	http://purl.obolibrary.org/obo/UBERON_4300139	posterolingual region	UBERON
UBERON_4300155	http://purl.obolibrary.org/obo/UBERON_4300155	pectoral splint	UBERON
UBERON_4300156	http://purl.obolibrary.org/obo/UBERON_4300156	anterodorsal crest	UBERON
UBERON_4300157	http://purl.obolibrary.org/obo/UBERON_4300157	midshaft	UBERON
UBERON_4300158	http://purl.obolibrary.org/obo/UBERON_4300158	ectepicondylar depression	UBERON
UBERON_4300151	http://purl.obolibrary.org/obo/UBERON_4300151	pelvic intercleithral cartilage	UBERON
UBERON_4300152	http://purl.obolibrary.org/obo/UBERON_4300152	accessory nasal sac	UBERON
UBERON_4300153	http://purl.obolibrary.org/obo/UBERON_4300153	Sharpey's fiber	UBERON
UBERON_4300154	http://purl.obolibrary.org/obo/UBERON_4300154	procurrent spur	UBERON
UBERON_3000563	http://purl.obolibrary.org/obo/UBERON_3000563	seydels palatal process	UBERON
UBERON_3000562	http://purl.obolibrary.org/obo/UBERON_3000562	septum semircularium posterior	UBERON
UBERON_3000561	http://purl.obolibrary.org/obo/UBERON_3000561	septum semicircularium laterale	UBERON
UBERON_3000560	http://purl.obolibrary.org/obo/UBERON_3000560	septum semicircularium anterior	UBERON
UBERON_4300150	http://purl.obolibrary.org/obo/UBERON_4300150	gill membrane	UBERON
UBERON_3000572	http://purl.obolibrary.org/obo/UBERON_3000572	sphenethmoid	UBERON
UBERON_3000571	http://purl.obolibrary.org/obo/UBERON_3000571	specialized connective tissue	UBERON
UBERON_3000570	http://purl.obolibrary.org/obo/UBERON_3000570	spatium sacculare	UBERON
UBERON_2000599	http://purl.obolibrary.org/obo/UBERON_2000599	torus semicircularis	UBERON
UBERON_3000569	http://purl.obolibrary.org/obo/UBERON_3000569	solum nasi	UBERON
UBERON_3000565	http://purl.obolibrary.org/obo/UBERON_3000565	skeletal support for eminentia olfactoria	UBERON
UBERON_4300177	http://purl.obolibrary.org/obo/UBERON_4300177	replacement tooth row	UBERON
UBERON_4300178	http://purl.obolibrary.org/obo/UBERON_4300178	inner tooth row of dentary	UBERON
UBERON_4300179	http://purl.obolibrary.org/obo/UBERON_4300179	inner tooth row of premaxilla	UBERON
UBERON_4300173	http://purl.obolibrary.org/obo/UBERON_4300173	pelvic fin bud	UBERON
UBERON_4300174	http://purl.obolibrary.org/obo/UBERON_4300174	actinopterygian pyloric caecum	UBERON
UBERON_4300175	http://purl.obolibrary.org/obo/UBERON_4300175	procumbent dorsal fin spine	UBERON
UBERON_4300176	http://purl.obolibrary.org/obo/UBERON_4300176	parietal branch of the supraorbital canal	UBERON
UBERON_2000593	http://purl.obolibrary.org/obo/UBERON_2000593	superior reticular formation medial column	UBERON
UBERON_3000583	http://purl.obolibrary.org/obo/UBERON_3000583	sulcus for Meckels cartilage	UBERON
UBERON_2000592	http://purl.obolibrary.org/obo/UBERON_2000592	superficial pelvic adductor	UBERON
UBERON_4300172	http://purl.obolibrary.org/obo/UBERON_4300172	pectoral fin bud	UBERON
UBERON_3000582	http://purl.obolibrary.org/obo/UBERON_3000582	sulcus dentalis of premaxilla	UBERON
UBERON_3000581	http://purl.obolibrary.org/obo/UBERON_3000581	sulcus dentalis of maxilla	UBERON
UBERON_2000594	http://purl.obolibrary.org/obo/UBERON_2000594	supracleithrum	UBERON
UBERON_3000580	http://purl.obolibrary.org/obo/UBERON_3000580	stylus of pars media plectri	UBERON
UBERON_2000597	http://purl.obolibrary.org/obo/UBERON_2000597	telencephalic tracts	UBERON
UBERON_2000596	http://purl.obolibrary.org/obo/UBERON_2000596	pelvic fin actinotrichium	UBERON
UBERON_2000587	http://purl.obolibrary.org/obo/UBERON_2000587	sphenotic	UBERON
UBERON_2000589	http://purl.obolibrary.org/obo/UBERON_2000589	sulcus ypsiloniformis	UBERON
UBERON_4300188	http://purl.obolibrary.org/obo/UBERON_4300188	terminal scale	UBERON
UBERON_4300189	http://purl.obolibrary.org/obo/UBERON_4300189	parapophysis 3	UBERON
UBERON_4300184	http://purl.obolibrary.org/obo/UBERON_4300184	neural spine 5	UBERON
UBERON_4300185	http://purl.obolibrary.org/obo/UBERON_4300185	neural spine 6	UBERON
UBERON_4300186	http://purl.obolibrary.org/obo/UBERON_4300186	neural spine 7	UBERON
UBERON_4300187	http://purl.obolibrary.org/obo/UBERON_4300187	buccopharyngeal complex	UBERON
UBERON_4300180	http://purl.obolibrary.org/obo/UBERON_4300180	isthmus	UBERON
UBERON_4300181	http://purl.obolibrary.org/obo/UBERON_4300181	posterior sclerotic cartilage	UBERON
UBERON_4300182	http://purl.obolibrary.org/obo/UBERON_4300182	anterior sclerotic cartilage	UBERON
UBERON_6004983	http://purl.obolibrary.org/obo/UBERON_6004983	embryonic/larval cuticle	UBERON
UBERON_3000591	http://purl.obolibrary.org/obo/UBERON_3000591	suprasphenoid	UBERON
UBERON_3000590	http://purl.obolibrary.org/obo/UBERON_3000590	supraorbital flange	UBERON
UBERON_6004986	http://purl.obolibrary.org/obo/UBERON_6004986	third instar larval cuticle	UBERON
UBERON_3000586	http://purl.obolibrary.org/obo/UBERON_3000586	superior prenasal cartilage	UBERON
UBERON_4300199	http://purl.obolibrary.org/obo/UBERON_4300199	postsplenial	UBERON
UBERON_4300195	http://purl.obolibrary.org/obo/UBERON_4300195	rostral tubule	UBERON
UBERON_4300196	http://purl.obolibrary.org/obo/UBERON_4300196	processus descendens of sphenoid	UBERON
UBERON_4300197	http://purl.obolibrary.org/obo/UBERON_4300197	Westoll line	UBERON
UBERON_4300198	http://purl.obolibrary.org/obo/UBERON_4300198	epichordal radial	UBERON
UBERON_4300192	http://purl.obolibrary.org/obo/UBERON_4300192	branched pelvic fin ray	UBERON
UBERON_4300193	http://purl.obolibrary.org/obo/UBERON_4300193	unbranched anal fin ray	UBERON
UBERON_4300194	http://purl.obolibrary.org/obo/UBERON_4300194	photophore	UBERON
UBERON_4300190	http://purl.obolibrary.org/obo/UBERON_4300190	claustrum element	UBERON
UBERON_3000599	http://purl.obolibrary.org/obo/UBERON_3000599	taenia tecti marginalis	UBERON
UBERON_3000597	http://purl.obolibrary.org/obo/UBERON_3000597	symphysis maxillaris	UBERON
UBERON_4000182	http://purl.obolibrary.org/obo/UBERON_4000182	suprabranchial fin	UBERON
UBERON_6003632	http://purl.obolibrary.org/obo/UBERON_6003632	adult central complex	UBERON
UBERON_5012137	http://purl.obolibrary.org/obo/UBERON_5012137	pedal digit 7 plus metapodial segment	UBERON
UBERON_5012138	http://purl.obolibrary.org/obo/UBERON_5012138	pedal digit 8 plus metapodial segment	UBERON
UBERON_4000175	http://purl.obolibrary.org/obo/UBERON_4000175	pectoral fin lepidotrichium	UBERON
UBERON_4000174	http://purl.obolibrary.org/obo/UBERON_4000174	caudal fin lepidotrichium	UBERON
UBERON_4000177	http://purl.obolibrary.org/obo/UBERON_4000177	dorsal fin lepidotrichium	UBERON
UBERON_4000176	http://purl.obolibrary.org/obo/UBERON_4000176	anal fin lepidotrichium	UBERON
UBERON_4000171	http://purl.obolibrary.org/obo/UBERON_4000171	scapular complex	UBERON
UBERON_4000170	http://purl.obolibrary.org/obo/UBERON_4000170	median fin skeleton	UBERON
UBERON_4000173	http://purl.obolibrary.org/obo/UBERON_4000173	pelvic fin lepidotrichium	UBERON
UBERON_4000172	http://purl.obolibrary.org/obo/UBERON_4000172	lepidotrichium	UBERON
UBERON_6004979	http://purl.obolibrary.org/obo/UBERON_6004979	trichome	UBERON
UBERON_4000168	http://purl.obolibrary.org/obo/UBERON_4000168	dorsal fin skeleton	UBERON
UBERON_4000167	http://purl.obolibrary.org/obo/UBERON_4000167	caudal fin skeleton	UBERON
UBERON_4000164	http://purl.obolibrary.org/obo/UBERON_4000164	caudal fin	UBERON
UBERON_4000163	http://purl.obolibrary.org/obo/UBERON_4000163	anal fin	UBERON
UBERON_4000166	http://purl.obolibrary.org/obo/UBERON_4000166	anal fin skeleton	UBERON
UBERON_4000160	http://purl.obolibrary.org/obo/UBERON_4000160	anocleithrum	UBERON
UBERON_4000162	http://purl.obolibrary.org/obo/UBERON_4000162	median fin	UBERON
UBERON_5001466	http://purl.obolibrary.org/obo/UBERON_5001466	pedal digit plus metapodial segment	UBERON
UBERON_4000159	http://purl.obolibrary.org/obo/UBERON_4000159	ossified ligament	UBERON
UBERON_6003627	http://purl.obolibrary.org/obo/UBERON_6003627	protocerebrum	UBERON
UBERON_6003626	http://purl.obolibrary.org/obo/UBERON_6003626	supraesophageal ganglion	UBERON
UBERON_6003624	http://purl.obolibrary.org/obo/UBERON_6003624	adult brain	UBERON
UBERON_6003623	http://purl.obolibrary.org/obo/UBERON_6003623	adult central nervous system	UBERON
UBERON_5001463	http://purl.obolibrary.org/obo/UBERON_5001463	manual digit 1 plus metapodial segment	UBERON
UBERON_4000146	http://purl.obolibrary.org/obo/UBERON_4000146	transient cartilaginous element	UBERON
UBERON_3000170	http://purl.obolibrary.org/obo/UBERON_3000170	fenestra precerebralis	UBERON
UBERON_0009030	http://purl.obolibrary.org/obo/UBERON_0009030	left pulmonary vein	UBERON
UBERON_0010021	http://purl.obolibrary.org/obo/UBERON_0010021	dorsal part of pharyngeal pouch 1	UBERON
UBERON_3000178	http://purl.obolibrary.org/obo/UBERON_3000178	footplate of pars media plectri	UBERON
UBERON_0010022	http://purl.obolibrary.org/obo/UBERON_0010022	ventral part of pharyngeal pouch 1	UBERON
UBERON_3000177	http://purl.obolibrary.org/obo/UBERON_3000177	flange of quadratojugal	UBERON
UBERON_0035322	http://purl.obolibrary.org/obo/UBERON_0035322	right common iliac artery	UBERON
UBERON_0010020	http://purl.obolibrary.org/obo/UBERON_0010020	tubotympanic recess epithelium	UBERON
UBERON_0011350	http://purl.obolibrary.org/obo/UBERON_0011350	mylohyoid raphe	UBERON
UBERON_0011357	http://purl.obolibrary.org/obo/UBERON_0011357	Reissner's fiber	UBERON
UBERON_0010025	http://purl.obolibrary.org/obo/UBERON_0010025	dorsal part of pharyngeal pouch 3	UBERON
UBERON_0010026	http://purl.obolibrary.org/obo/UBERON_0010026	ventral part of pharyngeal pouch 3	UBERON
UBERON_0010023	http://purl.obolibrary.org/obo/UBERON_0010023	dorsal part of pharyngeal pouch 2	UBERON
UBERON_3000171	http://purl.obolibrary.org/obo/UBERON_3000171	fenestra prechoanalis	UBERON
UBERON_0010024	http://purl.obolibrary.org/obo/UBERON_0010024	ventral part of pharyngeal pouch 2	UBERON
UBERON_0010018	http://purl.obolibrary.org/obo/UBERON_0010018	spiral valve of conus arteriosus	UBERON
UBERON_0011349	http://purl.obolibrary.org/obo/UBERON_0011349	pterygomandibular raphe	UBERON
UBERON_0010019	http://purl.obolibrary.org/obo/UBERON_0010019	spiracle (sensu Vertebrata)	UBERON
UBERON_0035316	http://purl.obolibrary.org/obo/UBERON_0035316	prostatic capsule	UBERON
UBERON_0011348	http://purl.obolibrary.org/obo/UBERON_0011348	raphe of soft palate	UBERON
UBERON_0010016	http://purl.obolibrary.org/obo/UBERON_0010016	spiral valve of intestine	UBERON
UBERON_0035319	http://purl.obolibrary.org/obo/UBERON_0035319	anterior median fissure of spinal cord	UBERON
UBERON_0011347	http://purl.obolibrary.org/obo/UBERON_0011347	raphe of hard palate	UBERON
UBERON_0010017	http://purl.obolibrary.org/obo/UBERON_0010017	spiral valve of cystic duct	UBERON
UBERON_0009032	http://purl.obolibrary.org/obo/UBERON_0009032	right pulmonary vein	UBERON
UBERON_0009035	http://purl.obolibrary.org/obo/UBERON_0009035	renal straight tubule	UBERON
UBERON_0009038	http://purl.obolibrary.org/obo/UBERON_0009038	sulcus ampullaris	UBERON
UBERON_0009039	http://purl.obolibrary.org/obo/UBERON_0009039	lymph node germinal center	UBERON
UBERON_3000181	http://purl.obolibrary.org/obo/UBERON_3000181	foramen acusticum maius	UBERON
UBERON_3000180	http://purl.obolibrary.org/obo/UBERON_3000180	foramen acusticum anterius	UBERON
UBERON_0009020	http://purl.obolibrary.org/obo/UBERON_0009020	left uterine horn	UBERON
UBERON_3000189	http://purl.obolibrary.org/obo/UBERON_3000189	foramen orbitonasale laterale	UBERON
UBERON_0035331	http://purl.obolibrary.org/obo/UBERON_0035331	base of prostate	UBERON
UBERON_0010010	http://purl.obolibrary.org/obo/UBERON_0010010	basal nucleus of telencephalon	UBERON
UBERON_0011342	http://purl.obolibrary.org/obo/UBERON_0011342	surface of mandible	UBERON
UBERON_0010011	http://purl.obolibrary.org/obo/UBERON_0010011	collection of basal ganglia	UBERON
UBERON_0011346	http://purl.obolibrary.org/obo/UBERON_0011346	palatine raphe	UBERON
UBERON_0010014	http://purl.obolibrary.org/obo/UBERON_0010014	epigonal organ	UBERON
UBERON_3000185	http://purl.obolibrary.org/obo/UBERON_3000185	foramen endolymphaticum	UBERON
UBERON_0011345	http://purl.obolibrary.org/obo/UBERON_0011345	pharyngeal raphe	UBERON
UBERON_0010015	http://purl.obolibrary.org/obo/UBERON_0010015	ventral patch of Leydig's organ	UBERON
UBERON_2000751	http://purl.obolibrary.org/obo/UBERON_2000751	epaxial region somite 8	UBERON
UBERON_0010012	http://purl.obolibrary.org/obo/UBERON_0010012	upper beak	UBERON
UBERON_0011344	http://purl.obolibrary.org/obo/UBERON_0011344	lateral surface of mandible	UBERON
UBERON_3000183	http://purl.obolibrary.org/obo/UBERON_3000183	foramen acusticum posterius	UBERON
UBERON_0010013	http://purl.obolibrary.org/obo/UBERON_0010013	lower beak	UBERON
UBERON_0011343	http://purl.obolibrary.org/obo/UBERON_0011343	medial surface of mandible	UBERON
UBERON_3000182	http://purl.obolibrary.org/obo/UBERON_3000182	foramen acusticum minus	UBERON
UBERON_0010007	http://purl.obolibrary.org/obo/UBERON_0010007	placenta fetal blood space	UBERON
UBERON_0035328	http://purl.obolibrary.org/obo/UBERON_0035328	upper outer quadrant of breast	UBERON
UBERON_2000742	http://purl.obolibrary.org/obo/UBERON_2000742	epaxial region somite 17	UBERON
UBERON_0009029	http://purl.obolibrary.org/obo/UBERON_0009029	pudendal vein	UBERON
UBERON_2000741	http://purl.obolibrary.org/obo/UBERON_2000741	epaxial region somite 14	UBERON
UBERON_0010008	http://purl.obolibrary.org/obo/UBERON_0010008	placental cotyledon	UBERON
UBERON_2000744	http://purl.obolibrary.org/obo/UBERON_2000744	epaxial region somite 22	UBERON
UBERON_0010005	http://purl.obolibrary.org/obo/UBERON_0010005	placental labyrinth villous	UBERON
UBERON_2000743	http://purl.obolibrary.org/obo/UBERON_2000743	epaxial region somite 2	UBERON
UBERON_0010006	http://purl.obolibrary.org/obo/UBERON_0010006	placenta intervillous maternal lacunae	UBERON
UBERON_2000746	http://purl.obolibrary.org/obo/UBERON_2000746	epaxial region somite 28	UBERON
UBERON_2000745	http://purl.obolibrary.org/obo/UBERON_2000745	epaxial region somite 25	UBERON
UBERON_0010009	http://purl.obolibrary.org/obo/UBERON_0010009	aggregate regional part of brain	UBERON
UBERON_2000748	http://purl.obolibrary.org/obo/UBERON_2000748	epaxial region somite 6	UBERON
UBERON_3000179	http://purl.obolibrary.org/obo/UBERON_3000179	foramen acusticum	UBERON
UBERON_2000747	http://purl.obolibrary.org/obo/UBERON_2000747	epaxial region somite 30	UBERON
UBERON_0009022	http://purl.obolibrary.org/obo/UBERON_0009022	right uterine horn	UBERON
UBERON_2000749	http://purl.obolibrary.org/obo/UBERON_2000749	epaxial region somite 9	UBERON
UBERON_0009024	http://purl.obolibrary.org/obo/UBERON_0009024	adrenal gland X zone	UBERON
UBERON_0009025	http://purl.obolibrary.org/obo/UBERON_0009025	gastroepiploic artery	UBERON
UBERON_0009026	http://purl.obolibrary.org/obo/UBERON_0009026	iliac circumflex artery	UBERON
UBERON_0009027	http://purl.obolibrary.org/obo/UBERON_0009027	vesical artery	UBERON
UBERON_3000192	http://purl.obolibrary.org/obo/UBERON_3000192	foramen perilymphaticum	UBERON
UBERON_3000190	http://purl.obolibrary.org/obo/UBERON_3000190	foramen orbitonasale mediale	UBERON
UBERON_0010000	http://purl.obolibrary.org/obo/UBERON_0010000	multicellular anatomical structure	UBERON
UBERON_0035341	http://purl.obolibrary.org/obo/UBERON_0035341	posterior lobe of prostate	UBERON
UBERON_3000195	http://purl.obolibrary.org/obo/UBERON_3000195	foramen perilymphaticus inferius	UBERON
UBERON_0010001	http://purl.obolibrary.org/obo/UBERON_0010001	cell cluster organ	UBERON
UBERON_0010002	http://purl.obolibrary.org/obo/UBERON_0010002	pulmonary neuroendocrine body	UBERON
UBERON_0011332	http://purl.obolibrary.org/obo/UBERON_0011332	extrinsic tongue pre-muscle mass	UBERON
UBERON_3000193	http://purl.obolibrary.org/obo/UBERON_3000193	foramen perilymphaticum accessorium	UBERON
UBERON_2000775	http://purl.obolibrary.org/obo/UBERON_2000775	hypaxial region somite 30	UBERON
UBERON_2000774	http://purl.obolibrary.org/obo/UBERON_2000774	hypaxial region somite 28	UBERON
UBERON_0035338	http://purl.obolibrary.org/obo/UBERON_0035338	sphenoparietal sinus	UBERON
UBERON_0011327	http://purl.obolibrary.org/obo/UBERON_0011327	deep temporal nerve	UBERON
UBERON_0011326	http://purl.obolibrary.org/obo/UBERON_0011326	superior laryngeal nerve	UBERON
UBERON_2000777	http://purl.obolibrary.org/obo/UBERON_2000777	hypaxial region somite 9	UBERON
UBERON_0011325	http://purl.obolibrary.org/obo/UBERON_0011325	pharyngeal nerve plexus	UBERON
UBERON_2000776	http://purl.obolibrary.org/obo/UBERON_2000776	hypaxial region somite 6	UBERON
UBERON_2000779	http://purl.obolibrary.org/obo/UBERON_2000779	lateral forebrain bundle telencephalon	UBERON
UBERON_0009010	http://purl.obolibrary.org/obo/UBERON_0009010	periurethral tissue	UBERON
UBERON_0009013	http://purl.obolibrary.org/obo/UBERON_0009013	white fibrocartilage	UBERON
UBERON_0009014	http://purl.obolibrary.org/obo/UBERON_0009014	lower back skin	UBERON
UBERON_0009015	http://purl.obolibrary.org/obo/UBERON_0009015	upper back skin	UBERON
UBERON_0009016	http://purl.obolibrary.org/obo/UBERON_0009016	ciliary stroma	UBERON
UBERON_0001998	http://purl.obolibrary.org/obo/UBERON_0001998	sternocostal joint	UBERON
UBERON_0001997	http://purl.obolibrary.org/obo/UBERON_0001997	olfactory epithelium	UBERON
UBERON_0001999	http://purl.obolibrary.org/obo/UBERON_0001999	iliopsoas	UBERON
UBERON_0035350	http://purl.obolibrary.org/obo/UBERON_0035350	branch of middle cerebral artery	UBERON
UBERON_0012651	http://purl.obolibrary.org/obo/UBERON_0012651	mucosa of gastroduodenal junction	UBERON
UBERON_0011320	http://purl.obolibrary.org/obo/UBERON_0011320	ligament of temporomandibular joint	UBERON
UBERON_0012650	http://purl.obolibrary.org/obo/UBERON_0012650	gastroduodenal junction	UBERON
UBERON_2000771	http://purl.obolibrary.org/obo/UBERON_2000771	hypaxial region somite 22	UBERON
UBERON_2000770	http://purl.obolibrary.org/obo/UBERON_2000770	hypaxial region somite 2	UBERON
UBERON_0011322	http://purl.obolibrary.org/obo/UBERON_0011322	mylohyoid nerve	UBERON
UBERON_0035359	http://purl.obolibrary.org/obo/UBERON_0035359	branch of brachial artery	UBERON
UBERON_0012652	http://purl.obolibrary.org/obo/UBERON_0012652	colorectum	UBERON
UBERON_2000772	http://purl.obolibrary.org/obo/UBERON_2000772	hypaxial region somite 25	UBERON
UBERON_0011321	http://purl.obolibrary.org/obo/UBERON_0011321	masseteric nerve	UBERON
UBERON_0009007	http://purl.obolibrary.org/obo/UBERON_0009007	superficial inguinal lymph node	UBERON
UBERON_0011317	http://purl.obolibrary.org/obo/UBERON_0011317	nerve to stylopharyngeus from glossopharyngeal nerve	UBERON
UBERON_0012648	http://purl.obolibrary.org/obo/UBERON_0012648	ampulla of uterine tube	UBERON
UBERON_0011316	http://purl.obolibrary.org/obo/UBERON_0011316	nerve to stylohyoid from facial nerve	UBERON
UBERON_0009009	http://purl.obolibrary.org/obo/UBERON_0009009	carotid sinus nerve	UBERON
UBERON_0012646	http://purl.obolibrary.org/obo/UBERON_0012646	tubeworm tube	UBERON
UBERON_0011315	http://purl.obolibrary.org/obo/UBERON_0011315	digastric branch of facial nerve	UBERON
UBERON_2000766	http://purl.obolibrary.org/obo/UBERON_2000766	granular layer valvula cerebelli	UBERON
UBERON_0011314	http://purl.obolibrary.org/obo/UBERON_0011314	anterior subdivision of masseter	UBERON
UBERON_0012645	http://purl.obolibrary.org/obo/UBERON_0012645	opisthosome	UBERON
UBERON_2000768	http://purl.obolibrary.org/obo/UBERON_2000768	hypaxial region somite 14	UBERON
UBERON_2000767	http://purl.obolibrary.org/obo/UBERON_2000767	hypaxial region somite 11	UBERON
UBERON_0011319	http://purl.obolibrary.org/obo/UBERON_0011319	disk of temporomandibular joint	UBERON
UBERON_2000769	http://purl.obolibrary.org/obo/UBERON_2000769	hypaxial region somite 17	UBERON
UBERON_0011318	http://purl.obolibrary.org/obo/UBERON_0011318	capsule of temporomandibular joint	UBERON
UBERON_0012649	http://purl.obolibrary.org/obo/UBERON_0012649	anococcygeus muscle	UBERON
UBERON_0009000	http://purl.obolibrary.org/obo/UBERON_0009000	ischial spine	UBERON
UBERON_0009002	http://purl.obolibrary.org/obo/UBERON_0009002	placental membrane	UBERON
UBERON_0009005	http://purl.obolibrary.org/obo/UBERON_0009005	femorotibial joint	UBERON
UBERON_0009006	http://purl.obolibrary.org/obo/UBERON_0009006	deep inguinal lymph node	UBERON
UBERON_0023378	http://purl.obolibrary.org/obo/UBERON_0023378	medullary anterior horn	UBERON
UBERON_0009071	http://purl.obolibrary.org/obo/UBERON_0009071	mesobronchus	UBERON
UBERON_0009072	http://purl.obolibrary.org/obo/UBERON_0009072	ventrobronchus	UBERON
UBERON_0010061	http://purl.obolibrary.org/obo/UBERON_0010061	lumen of nasopharynx	UBERON
UBERON_0010062	http://purl.obolibrary.org/obo/UBERON_0010062	pharyngotympanic tube epithelium	UBERON
UBERON_0009073	http://purl.obolibrary.org/obo/UBERON_0009073	dorsobronchus	UBERON
UBERON_0011392	http://purl.obolibrary.org/obo/UBERON_0011392	blood vessel internal elastic membrane	UBERON
UBERON_0009074	http://purl.obolibrary.org/obo/UBERON_0009074	syrinx organ	UBERON
UBERON_0011391	http://purl.obolibrary.org/obo/UBERON_0011391	perineal nerve	UBERON
