Node	Node_Long	Definition	OntologyScope
UBERON_0001414	http://purl.obolibrary.org/obo/UBERON_0001414	median basilic vein	UBERON
UBERON_0001417	http://purl.obolibrary.org/obo/UBERON_0001417	skin of neck	UBERON
UBERON_0002748	http://purl.obolibrary.org/obo/UBERON_0002748	medial lemniscus of medulla	UBERON
UBERON_0002747	http://purl.obolibrary.org/obo/UBERON_0002747	neodentate part of dentate nucleus	UBERON
UBERON_0001416	http://purl.obolibrary.org/obo/UBERON_0001416	skin of abdomen	UBERON
UBERON_0014731	http://purl.obolibrary.org/obo/UBERON_0014731	haversian canal	UBERON
UBERON_0014732	http://purl.obolibrary.org/obo/UBERON_0014732	compound cell cluster organ	UBERON
UBERON_0014733	http://purl.obolibrary.org/obo/UBERON_0014733	dorsal ventricular ridge of pallium	UBERON
UBERON_0014734	http://purl.obolibrary.org/obo/UBERON_0014734	allocortex	UBERON
UBERON_0013403	http://purl.obolibrary.org/obo/UBERON_0013403	asterion of skull	UBERON
UBERON_6005467	http://purl.obolibrary.org/obo/UBERON_6005467	lymph gland primordium	UBERON
UBERON_0014730	http://purl.obolibrary.org/obo/UBERON_0014730	osteon	UBERON
UBERON_0014729	http://purl.obolibrary.org/obo/UBERON_0014729	striated duct of salivary gland	UBERON
UBERON_0014725	http://purl.obolibrary.org/obo/UBERON_0014725	intercalated duct	UBERON
UBERON_0014726	http://purl.obolibrary.org/obo/UBERON_0014726	intercalated duct of pancreas	UBERON
UBERON_0014727	http://purl.obolibrary.org/obo/UBERON_0014727	intercalated duct of salivary gland	UBERON
UBERON_0002753	http://purl.obolibrary.org/obo/UBERON_0002753	posterior spinocerebellar tract	UBERON
UBERON_0001422	http://purl.obolibrary.org/obo/UBERON_0001422	facial lymphatic vessel	UBERON
UBERON_0001421	http://purl.obolibrary.org/obo/UBERON_0001421	pectoral girdle region	UBERON
UBERON_0002752	http://purl.obolibrary.org/obo/UBERON_0002752	olivocerebellar tract	UBERON
UBERON_0001424	http://purl.obolibrary.org/obo/UBERON_0001424	ulna	UBERON
UBERON_0002755	http://purl.obolibrary.org/obo/UBERON_0002755	pyramidal decussation	UBERON
UBERON_0001423	http://purl.obolibrary.org/obo/UBERON_0001423	radius bone	UBERON
UBERON_0002754	http://purl.obolibrary.org/obo/UBERON_0002754	predorsal bundle	UBERON
UBERON_0002751	http://purl.obolibrary.org/obo/UBERON_0002751	inferior temporal gyrus	UBERON
UBERON_0001420	http://purl.obolibrary.org/obo/UBERON_0001420	subscapular vein	UBERON
UBERON_0002750	http://purl.obolibrary.org/obo/UBERON_0002750	medial longitudinal fasciculus of medulla	UBERON
UBERON_0002739	http://purl.obolibrary.org/obo/UBERON_0002739	medial dorsal nucleus of thalamus	UBERON
UBERON_0001408	http://purl.obolibrary.org/obo/UBERON_0001408	semispinalis cervicis	UBERON
UBERON_0002738	http://purl.obolibrary.org/obo/UBERON_0002738	isthmus of cingulate gyrus	UBERON
UBERON_0001407	http://purl.obolibrary.org/obo/UBERON_0001407	semispinalis thoracis	UBERON
UBERON_0001409	http://purl.obolibrary.org/obo/UBERON_0001409	semispinalis capitis	UBERON
UBERON_0002735	http://purl.obolibrary.org/obo/UBERON_0002735	transverse pontine fibers	UBERON
UBERON_0001404	http://purl.obolibrary.org/obo/UBERON_0001404	radial artery	UBERON
UBERON_0002734	http://purl.obolibrary.org/obo/UBERON_0002734	superior temporal sulcus	UBERON
UBERON_0001403	http://purl.obolibrary.org/obo/UBERON_0001403	longissimus capitis	UBERON
UBERON_0001406	http://purl.obolibrary.org/obo/UBERON_0001406	ulnar artery	UBERON
UBERON_0002737	http://purl.obolibrary.org/obo/UBERON_0002737	lateral inferior limiting sulcus	UBERON
UBERON_0002736	http://purl.obolibrary.org/obo/UBERON_0002736	lateral nuclear group of thalamus	UBERON
UBERON_0001405	http://purl.obolibrary.org/obo/UBERON_0001405	spinalis thoracis muscle	UBERON
UBERON_0014720	http://purl.obolibrary.org/obo/UBERON_0014720	interlobar duct	UBERON
UBERON_6005439	http://purl.obolibrary.org/obo/UBERON_6005439	clypeo-labral anlage	UBERON
UBERON_6005434	http://purl.obolibrary.org/obo/UBERON_6005434	visual anlage	UBERON
UBERON_6005436	http://purl.obolibrary.org/obo/UBERON_6005436	trunk mesoderm anlage	UBERON
UBERON_0014717	http://purl.obolibrary.org/obo/UBERON_0014717	mucous acinus	UBERON
UBERON_0014719	http://purl.obolibrary.org/obo/UBERON_0014719	intralobular duct	UBERON
UBERON_0014716	http://purl.obolibrary.org/obo/UBERON_0014716	interlobular duct	UBERON
UBERON_0001411	http://purl.obolibrary.org/obo/UBERON_0001411	basilic vein	UBERON
UBERON_0002742	http://purl.obolibrary.org/obo/UBERON_0002742	lamina of septum pellucidum	UBERON
UBERON_0002741	http://purl.obolibrary.org/obo/UBERON_0002741	diagonal band of Broca	UBERON
UBERON_0001410	http://purl.obolibrary.org/obo/UBERON_0001410	common palmar digital artery	UBERON
UBERON_0002744	http://purl.obolibrary.org/obo/UBERON_0002744	hilum of dentate nucleus	UBERON
UBERON_0001413	http://purl.obolibrary.org/obo/UBERON_0001413	brachial vein	UBERON
UBERON_0002743	http://purl.obolibrary.org/obo/UBERON_0002743	basal forebrain	UBERON
UBERON_0001412	http://purl.obolibrary.org/obo/UBERON_0001412	common palmar digital vein	UBERON
UBERON_0002740	http://purl.obolibrary.org/obo/UBERON_0002740	posterior cingulate gyrus	UBERON
UBERON_0002728	http://purl.obolibrary.org/obo/UBERON_0002728	entorhinal cortex	UBERON
UBERON_0002727	http://purl.obolibrary.org/obo/UBERON_0002727	medial medullary lamina of globus pallidus	UBERON
UBERON_0002729	http://purl.obolibrary.org/obo/UBERON_0002729	claustral amygdaloid area	UBERON
UBERON_0002724	http://purl.obolibrary.org/obo/UBERON_0002724	limen of insula	UBERON
UBERON_0002723	http://purl.obolibrary.org/obo/UBERON_0002723	mammillary princeps fasciculus	UBERON
UBERON_0002726	http://purl.obolibrary.org/obo/UBERON_0002726	cervical spinal cord	UBERON
UBERON_0014710	http://purl.obolibrary.org/obo/UBERON_0014710	carapacial ridge	UBERON
UBERON_0014711	http://purl.obolibrary.org/obo/UBERON_0014711	carapacial ridge mesenchyme	UBERON
UBERON_0014712	http://purl.obolibrary.org/obo/UBERON_0014712	carapacial ridge ectoderm	UBERON
UBERON_0014706	http://purl.obolibrary.org/obo/UBERON_0014706	primitive renal collecting duct system	UBERON
UBERON_0014707	http://purl.obolibrary.org/obo/UBERON_0014707	hyoplastron	UBERON
UBERON_0014708	http://purl.obolibrary.org/obo/UBERON_0014708	costal plate of carapace	UBERON
UBERON_0014709	http://purl.obolibrary.org/obo/UBERON_0014709	carapace primordium	UBERON
UBERON_0014702	http://purl.obolibrary.org/obo/UBERON_0014702	frontonasal process epithelium	UBERON
UBERON_0026760	http://purl.obolibrary.org/obo/UBERON_0026760	inferior sagittal sulcus	UBERON
UBERON_0014703	http://purl.obolibrary.org/obo/UBERON_0014703	anal membrane ectodermal component	UBERON
UBERON_0014704	http://purl.obolibrary.org/obo/UBERON_0014704	pleuroperitoneal canal lumen	UBERON
UBERON_0014705	http://purl.obolibrary.org/obo/UBERON_0014705	median lingual swelling epithelium	UBERON
UBERON_0002731	http://purl.obolibrary.org/obo/UBERON_0002731	vestibulocochlear nerve root	UBERON
UBERON_0001400	http://purl.obolibrary.org/obo/UBERON_0001400	iliocostalis thoracis muscle	UBERON
UBERON_0002733	http://purl.obolibrary.org/obo/UBERON_0002733	intralaminar nuclear group	UBERON
UBERON_0001402	http://purl.obolibrary.org/obo/UBERON_0001402	longissimus cervicis muscle	UBERON
UBERON_0026761	http://purl.obolibrary.org/obo/UBERON_0026761	superior sagittal sulcus	UBERON
UBERON_0002732	http://purl.obolibrary.org/obo/UBERON_0002732	longitudinal pontine fibers	UBERON
UBERON_0001401	http://purl.obolibrary.org/obo/UBERON_0001401	longissimus thoracis muscle	UBERON
UBERON_0026765	http://purl.obolibrary.org/obo/UBERON_0026765	Hadjikhani et al. (1998) visuotopic partition scheme region	UBERON
UBERON_0014780	http://purl.obolibrary.org/obo/UBERON_0014780	palatine aponeurosis	UBERON
UBERON_0013450	http://purl.obolibrary.org/obo/UBERON_0013450	simian shelf	UBERON
UBERON_0014781	http://purl.obolibrary.org/obo/UBERON_0014781	stomodeal ectoderm	UBERON
UBERON_0001469	http://purl.obolibrary.org/obo/UBERON_0001469	sternoclavicular joint	UBERON
UBERON_0013455	http://purl.obolibrary.org/obo/UBERON_0013455	spheno-petrosal fissure	UBERON
UBERON_0014786	http://purl.obolibrary.org/obo/UBERON_0014786	extraembryonic umbilical vein	UBERON
UBERON_0014787	http://purl.obolibrary.org/obo/UBERON_0014787	left extraembryonic umbilical vein	UBERON
UBERON_0012121	http://purl.obolibrary.org/obo/UBERON_0012121	respiratory velum	UBERON
UBERON_0014788	http://purl.obolibrary.org/obo/UBERON_0014788	right extraembryonic umbilical vein	UBERON
UBERON_0012120	http://purl.obolibrary.org/obo/UBERON_0012120	vinculum of tendon	UBERON
UBERON_0014789	http://purl.obolibrary.org/obo/UBERON_0014789	embryo portion of umbilical vein	UBERON
UBERON_0014782	http://purl.obolibrary.org/obo/UBERON_0014782	allantois of embryonic urinary system	UBERON
UBERON_0012127	http://purl.obolibrary.org/obo/UBERON_0012127	feather barbicel	UBERON
UBERON_6005413	http://purl.obolibrary.org/obo/UBERON_6005413	anlage in statu nascendi	UBERON
UBERON_0014783	http://purl.obolibrary.org/obo/UBERON_0014783	cloacal muscle	UBERON
UBERON_0012126	http://purl.obolibrary.org/obo/UBERON_0012126	fibulare	UBERON
UBERON_0014784	http://purl.obolibrary.org/obo/UBERON_0014784	transverse cloacal muscle	UBERON
UBERON_0012125	http://purl.obolibrary.org/obo/UBERON_0012125	dermatological-muscosal system	UBERON
UBERON_0013454	http://purl.obolibrary.org/obo/UBERON_0013454	spheno-maxillary fossa	UBERON
UBERON_0014785	http://purl.obolibrary.org/obo/UBERON_0014785	levator cloacae	UBERON
UBERON_0012124	http://purl.obolibrary.org/obo/UBERON_0012124	avian scapholunar bone	UBERON
UBERON_0012119	http://purl.obolibrary.org/obo/UBERON_0012119	vinculum tendon of wing	UBERON
UBERON_0001471	http://purl.obolibrary.org/obo/UBERON_0001471	skin of prepuce of penis	UBERON
UBERON_0012118	http://purl.obolibrary.org/obo/UBERON_0012118	infraspinatus tendon	UBERON
UBERON_0001470	http://purl.obolibrary.org/obo/UBERON_0001470	glenohumeral joint	UBERON
UBERON_0012117	http://purl.obolibrary.org/obo/UBERON_0012117	lumen of nutrient foramen	UBERON
UBERON_0014779	http://purl.obolibrary.org/obo/UBERON_0014779	liver reticuloendothelial system	UBERON
UBERON_0013448	http://purl.obolibrary.org/obo/UBERON_0013448	sagittal keel	UBERON
UBERON_0001477	http://purl.obolibrary.org/obo/UBERON_0001477	infraspinatus muscle	UBERON
UBERON_0001476	http://purl.obolibrary.org/obo/UBERON_0001476	deltoid	UBERON
UBERON_0001479	http://purl.obolibrary.org/obo/UBERON_0001479	sesamoid bone	UBERON
UBERON_0001478	http://purl.obolibrary.org/obo/UBERON_0001478	teres major muscle	UBERON
UBERON_0001473	http://purl.obolibrary.org/obo/UBERON_0001473	lymphatic vessel	UBERON
UBERON_0001472	http://purl.obolibrary.org/obo/UBERON_0001472	vaginal venous plexus	UBERON
UBERON_0001474	http://purl.obolibrary.org/obo/UBERON_0001474	bone element	UBERON
UBERON_0000144	http://purl.obolibrary.org/obo/UBERON_0000144	trochlea of humerus	UBERON
UBERON_0014770	http://purl.obolibrary.org/obo/UBERON_0014770	palpebral artery	UBERON
UBERON_0001459	http://purl.obolibrary.org/obo/UBERON_0001459	skin of external ear	UBERON
UBERON_0000127	http://purl.obolibrary.org/obo/UBERON_0000127	facial nucleus	UBERON
UBERON_0001458	http://purl.obolibrary.org/obo/UBERON_0001458	skin of lip	UBERON
UBERON_0000128	http://purl.obolibrary.org/obo/UBERON_0000128	olivary body	UBERON
UBERON_0012112	http://purl.obolibrary.org/obo/UBERON_0012112	ingested food	UBERON
UBERON_0014775	http://purl.obolibrary.org/obo/UBERON_0014775	prosomere	UBERON
UBERON_6005427	http://purl.obolibrary.org/obo/UBERON_6005427	ectoderm anlage	UBERON
UBERON_0012111	http://purl.obolibrary.org/obo/UBERON_0012111	diastema	UBERON
UBERON_0014776	http://purl.obolibrary.org/obo/UBERON_0014776	midbrain neuromere	UBERON
UBERON_0013445	http://purl.obolibrary.org/obo/UBERON_0013445	pterygomaxillary fissure	UBERON
UBERON_6005428	http://purl.obolibrary.org/obo/UBERON_6005428	dorsal ectoderm anlage	UBERON
UBERON_0012110	http://purl.obolibrary.org/obo/UBERON_0012110	frontal process of zygomatic bone	UBERON
UBERON_0014777	http://purl.obolibrary.org/obo/UBERON_0014777	spinal neuromere	UBERON
UBERON_0014778	http://purl.obolibrary.org/obo/UBERON_0014778	cell group	UBERON
UBERON_0013447	http://purl.obolibrary.org/obo/UBERON_0013447	sagittal crest	UBERON
UBERON_0012116	http://purl.obolibrary.org/obo/UBERON_0012116	nutrient foramen conduit	UBERON
UBERON_0014772	http://purl.obolibrary.org/obo/UBERON_0014772	lateral palpebral artery	UBERON
UBERON_0012115	http://purl.obolibrary.org/obo/UBERON_0012115	dental comb	UBERON
UBERON_0012114	http://purl.obolibrary.org/obo/UBERON_0012114	cud	UBERON
UBERON_0014773	http://purl.obolibrary.org/obo/UBERON_0014773	medial palpebral artery	UBERON
UBERON_0013442	http://purl.obolibrary.org/obo/UBERON_0013442	postorbital process	UBERON
UBERON_6005425	http://purl.obolibrary.org/obo/UBERON_6005425	visual anlage in statu nascendi	UBERON
UBERON_0012113	http://purl.obolibrary.org/obo/UBERON_0012113	bolus of food	UBERON
UBERON_0012109	http://purl.obolibrary.org/obo/UBERON_0012109	zygomatic process of frontal bone	UBERON
UBERON_0012108	http://purl.obolibrary.org/obo/UBERON_0012108	postorbital bar	UBERON
UBERON_0001460	http://purl.obolibrary.org/obo/UBERON_0001460	arm	UBERON
UBERON_0012106	http://purl.obolibrary.org/obo/UBERON_0012106	baleen plate bristle	UBERON
UBERON_0002790	http://purl.obolibrary.org/obo/UBERON_0002790	dorsal acoustic stria	UBERON
UBERON_0014768	http://purl.obolibrary.org/obo/UBERON_0014768	superior palpebral vein	UBERON
UBERON_0014769	http://purl.obolibrary.org/obo/UBERON_0014769	palpebral vein	UBERON
UBERON_0001466	http://purl.obolibrary.org/obo/UBERON_0001466	pedal digit	UBERON
UBERON_0002797	http://purl.obolibrary.org/obo/UBERON_0002797	dorsal trigeminal tract	UBERON
UBERON_0001465	http://purl.obolibrary.org/obo/UBERON_0001465	knee	UBERON
UBERON_0002796	http://purl.obolibrary.org/obo/UBERON_0002796	motor root of trigeminal nerve	UBERON
UBERON_0001468	http://purl.obolibrary.org/obo/UBERON_0001468	intervertebral joint	UBERON
UBERON_0002799	http://purl.obolibrary.org/obo/UBERON_0002799	fronto-orbital sulcus	UBERON
UBERON_0001467	http://purl.obolibrary.org/obo/UBERON_0001467	shoulder	UBERON
UBERON_0002798	http://purl.obolibrary.org/obo/UBERON_0002798	spinothalamic tract of pons	UBERON
UBERON_0000130	http://purl.obolibrary.org/obo/UBERON_0000130	transverse foramen	UBERON
UBERON_0002793	http://purl.obolibrary.org/obo/UBERON_0002793	dorsal longitudinal fasciculus of pons	UBERON
UBERON_0001461	http://purl.obolibrary.org/obo/UBERON_0001461	elbow	UBERON
UBERON_0002792	http://purl.obolibrary.org/obo/UBERON_0002792	lumbar spinal cord	UBERON
UBERON_0001464	http://purl.obolibrary.org/obo/UBERON_0001464	hip	UBERON
UBERON_0002795	http://purl.obolibrary.org/obo/UBERON_0002795	frontal pole	UBERON
UBERON_0001463	http://purl.obolibrary.org/obo/UBERON_0001463	manual digit 1	UBERON
UBERON_0002794	http://purl.obolibrary.org/obo/UBERON_0002794	medial longitudinal fasciculus of pons	UBERON
UBERON_0001448	http://purl.obolibrary.org/obo/UBERON_0001448	metatarsal bone	UBERON
UBERON_0000116	http://purl.obolibrary.org/obo/UBERON_0000116	lung saccule	UBERON
UBERON_0002779	http://purl.obolibrary.org/obo/UBERON_0002779	lateral superior olivary nucleus	UBERON
UBERON_0001447	http://purl.obolibrary.org/obo/UBERON_0001447	tarsal bone	UBERON
UBERON_0000117	http://purl.obolibrary.org/obo/UBERON_0000117	respiratory tube	UBERON
UBERON_0002778	http://purl.obolibrary.org/obo/UBERON_0002778	ventral pallidum	UBERON
UBERON_0000118	http://purl.obolibrary.org/obo/UBERON_0000118	lung bud	UBERON
UBERON_0001449	http://purl.obolibrary.org/obo/UBERON_0001449	phalanx of pes	UBERON
UBERON_0000119	http://purl.obolibrary.org/obo/UBERON_0000119	cell layer	UBERON
UBERON_0012101	http://purl.obolibrary.org/obo/UBERON_0012101	perinatal stage	UBERON
UBERON_0014764	http://purl.obolibrary.org/obo/UBERON_0014764	anatomical line along groove	UBERON
UBERON_0012100	http://purl.obolibrary.org/obo/UBERON_0012100	appendicocostalis muscle	UBERON
UBERON_0014765	http://purl.obolibrary.org/obo/UBERON_0014765	crus of diaphragm	UBERON
UBERON_0014766	http://purl.obolibrary.org/obo/UBERON_0014766	right crus of diaphragm	UBERON
UBERON_0014767	http://purl.obolibrary.org/obo/UBERON_0014767	left crus of diaphragm	UBERON
UBERON_0013436	http://purl.obolibrary.org/obo/UBERON_0013436	porion	UBERON
UBERON_0012105	http://purl.obolibrary.org/obo/UBERON_0012105	baleen plate	UBERON
UBERON_0014760	http://purl.obolibrary.org/obo/UBERON_0014760	gustatory nucleus	UBERON
UBERON_0014761	http://purl.obolibrary.org/obo/UBERON_0014761	spinal trigeminal tract	UBERON
UBERON_0012104	http://purl.obolibrary.org/obo/UBERON_0012104	sesamoid bone of the peroneus longus muscle	UBERON
UBERON_0012103	http://purl.obolibrary.org/obo/UBERON_0012103	suspensory ligament of breast	UBERON
UBERON_0014762	http://purl.obolibrary.org/obo/UBERON_0014762	fused metapodial bones 2-4	UBERON
UBERON_0012102	http://purl.obolibrary.org/obo/UBERON_0012102	buccal salivary gland	UBERON
UBERON_0014763	http://purl.obolibrary.org/obo/UBERON_0014763	fused metatarsal bones 2-4	UBERON
UBERON_0014757	http://purl.obolibrary.org/obo/UBERON_0014757	hyperpallium apicale	UBERON
UBERON_0013426	http://purl.obolibrary.org/obo/UBERON_0013426	obelion	UBERON
UBERON_0014758	http://purl.obolibrary.org/obo/UBERON_0014758	interstitial part of hyperpallium apicale	UBERON
UBERON_0013427	http://purl.obolibrary.org/obo/UBERON_0013427	occipital bun	UBERON
UBERON_0014759	http://purl.obolibrary.org/obo/UBERON_0014759	entopallium	UBERON
UBERON_0013428	http://purl.obolibrary.org/obo/UBERON_0013428	ophryon	UBERON
UBERON_0002786	http://purl.obolibrary.org/obo/UBERON_0002786	root of abducens nerve	UBERON
UBERON_0000123	http://purl.obolibrary.org/obo/UBERON_0000123	endoneurium	UBERON
UBERON_0001455	http://purl.obolibrary.org/obo/UBERON_0001455	cuboid bone	UBERON
UBERON_0000124	http://purl.obolibrary.org/obo/UBERON_0000124	epineurium	UBERON
UBERON_0001454	http://purl.obolibrary.org/obo/UBERON_0001454	distal tarsal bone 3	UBERON
UBERON_0001457	http://purl.obolibrary.org/obo/UBERON_0001457	skin of eyelid	UBERON
UBERON_0000125	http://purl.obolibrary.org/obo/UBERON_0000125	neural nucleus	UBERON
UBERON_0002788	http://purl.obolibrary.org/obo/UBERON_0002788	anterior nuclear group	UBERON
UBERON_0001456	http://purl.obolibrary.org/obo/UBERON_0001456	face	UBERON
UBERON_0000126	http://purl.obolibrary.org/obo/UBERON_0000126	cranial nerve nucleus	UBERON
UBERON_0002787	http://purl.obolibrary.org/obo/UBERON_0002787	decussation of trochlear nerve	UBERON
UBERON_0002782	http://purl.obolibrary.org/obo/UBERON_0002782	medial superior olivary nucleus	UBERON
UBERON_0001451	http://purl.obolibrary.org/obo/UBERON_0001451	navicular bone of pes	UBERON
UBERON_0000120	http://purl.obolibrary.org/obo/UBERON_0000120	blood brain barrier	UBERON
UBERON_0001450	http://purl.obolibrary.org/obo/UBERON_0001450	calcaneus	UBERON
UBERON_0002781	http://purl.obolibrary.org/obo/UBERON_0002781	caudal part of ventral posterolateral nucleus of thalamus	UBERON
UBERON_0000121	http://purl.obolibrary.org/obo/UBERON_0000121	perineurium	UBERON
UBERON_0001453	http://purl.obolibrary.org/obo/UBERON_0001453	distal tarsal bone 2	UBERON
UBERON_0000122	http://purl.obolibrary.org/obo/UBERON_0000122	neuron projection bundle	UBERON
UBERON_0002783	http://purl.obolibrary.org/obo/UBERON_0002783	central tegmental tract of pons	UBERON
UBERON_0001452	http://purl.obolibrary.org/obo/UBERON_0001452	distal tarsal bone 1	UBERON
UBERON_0000109	http://purl.obolibrary.org/obo/UBERON_0000109	gastrula stage	UBERON
UBERON_0000105	http://purl.obolibrary.org/obo/UBERON_0000105	life cycle stage	UBERON
UBERON_0001437	http://purl.obolibrary.org/obo/UBERON_0001437	epiphysis	UBERON
UBERON_0002768	http://purl.obolibrary.org/obo/UBERON_0002768	vestibulospinal tract	UBERON
UBERON_0001436	http://purl.obolibrary.org/obo/UBERON_0001436	phalanx of manus	UBERON
UBERON_0000106	http://purl.obolibrary.org/obo/UBERON_0000106	zygote stage	UBERON
UBERON_0002767	http://purl.obolibrary.org/obo/UBERON_0002767	inferior rostral sulcus	UBERON
UBERON_0000107	http://purl.obolibrary.org/obo/UBERON_0000107	cleavage stage	UBERON
UBERON_0001439	http://purl.obolibrary.org/obo/UBERON_0001439	compact bone tissue	UBERON
UBERON_0026719	http://purl.obolibrary.org/obo/UBERON_0026719	intermediate frontal sulcus	UBERON
UBERON_0001438	http://purl.obolibrary.org/obo/UBERON_0001438	metaphysis	UBERON
UBERON_0002769	http://purl.obolibrary.org/obo/UBERON_0002769	superior temporal gyrus	UBERON
UBERON_0000108	http://purl.obolibrary.org/obo/UBERON_0000108	blastula stage	UBERON
UBERON_0014753	http://purl.obolibrary.org/obo/UBERON_0014753	P3 area of pallium (Myxiniformes)	UBERON
UBERON_0013422	http://purl.obolibrary.org/obo/UBERON_0013422	infratemporal fossa	UBERON
UBERON_0014754	http://purl.obolibrary.org/obo/UBERON_0014754	P4 area of pallium (Myxiniformes)	UBERON
UBERON_0013423	http://purl.obolibrary.org/obo/UBERON_0013423	jugal point	UBERON
UBERON_0014755	http://purl.obolibrary.org/obo/UBERON_0014755	P5 area of pallium (Myxiniformes)	UBERON
UBERON_0013424	http://purl.obolibrary.org/obo/UBERON_0013424	anatomical point connecting sagittal and lambdoidal sutures	UBERON
UBERON_0014756	http://purl.obolibrary.org/obo/UBERON_0014756	Wulst	UBERON
UBERON_0014751	http://purl.obolibrary.org/obo/UBERON_0014751	P1 area of pallium (Myxiniformes)	UBERON
UBERON_0013420	http://purl.obolibrary.org/obo/UBERON_0013420	groove for sigmoid sinus	UBERON
UBERON_0014752	http://purl.obolibrary.org/obo/UBERON_0014752	P2 area of pallium (Myxiniformes)	UBERON
UBERON_0013417	http://purl.obolibrary.org/obo/UBERON_0013417	epicranium	UBERON
UBERON_0001444	http://purl.obolibrary.org/obo/UBERON_0001444	subdivision of head	UBERON
UBERON_0000112	http://purl.obolibrary.org/obo/UBERON_0000112	sexually immature stage	UBERON
UBERON_0002775	http://purl.obolibrary.org/obo/UBERON_0002775	olivocochlear bundle	UBERON
UBERON_0001443	http://purl.obolibrary.org/obo/UBERON_0001443	chest	UBERON
UBERON_0000113	http://purl.obolibrary.org/obo/UBERON_0000113	post-juvenile adult stage	UBERON
UBERON_0002774	http://purl.obolibrary.org/obo/UBERON_0002774	posterior transverse temporal gyrus	UBERON
UBERON_0001446	http://purl.obolibrary.org/obo/UBERON_0001446	fibula	UBERON
UBERON_0000114	http://purl.obolibrary.org/obo/UBERON_0000114	lung connective tissue	UBERON
UBERON_0001445	http://purl.obolibrary.org/obo/UBERON_0001445	skeleton of pes	UBERON
UBERON_0000115	http://purl.obolibrary.org/obo/UBERON_0000115	lung epithelium	UBERON
UBERON_0002776	http://purl.obolibrary.org/obo/UBERON_0002776	ventral nuclear group	UBERON
UBERON_0001440	http://purl.obolibrary.org/obo/UBERON_0001440	forelimb skeleton	UBERON
UBERON_0002771	http://purl.obolibrary.org/obo/UBERON_0002771	middle temporal gyrus	UBERON
UBERON_0026724	http://purl.obolibrary.org/obo/UBERON_0026724	superior parietal sulcus	UBERON
UBERON_0002770	http://purl.obolibrary.org/obo/UBERON_0002770	posterior hypothalamic region	UBERON
UBERON_0026723	http://purl.obolibrary.org/obo/UBERON_0026723	inferior parietal sulcus	UBERON
UBERON_0001442	http://purl.obolibrary.org/obo/UBERON_0001442	skeleton of manus	UBERON
UBERON_0000110	http://purl.obolibrary.org/obo/UBERON_0000110	neurula stage	UBERON
UBERON_0002773	http://purl.obolibrary.org/obo/UBERON_0002773	anterior transverse temporal gyrus	UBERON
UBERON_0026722	http://purl.obolibrary.org/obo/UBERON_0026722	transverse parietal sulcus	UBERON
UBERON_0001441	http://purl.obolibrary.org/obo/UBERON_0001441	hindlimb skeleton	UBERON
UBERON_0000111	http://purl.obolibrary.org/obo/UBERON_0000111	organogenesis stage	UBERON
UBERON_0002772	http://purl.obolibrary.org/obo/UBERON_0002772	olfactory sulcus	UBERON
UBERON_0026721	http://purl.obolibrary.org/obo/UBERON_0026721	medial precentral sulcus	UBERON
UBERON_3010711	http://purl.obolibrary.org/obo/UBERON_3010711	levator mandibulae externus superficialis	UBERON
UBERON_3010710	http://purl.obolibrary.org/obo/UBERON_3010710	m. interscapularis	UBERON
UBERON_3010713	http://purl.obolibrary.org/obo/UBERON_3010713	m. sternoepicoracoideus	UBERON
UBERON_3010712	http://purl.obolibrary.org/obo/UBERON_3010712	levator mandibulae externus profundus	UBERON
UBERON_3010719	http://purl.obolibrary.org/obo/UBERON_3010719	dilated medial process of metacarpal IV	UBERON
UBERON_3010700	http://purl.obolibrary.org/obo/UBERON_3010700	levator mandibulae externus	UBERON
UBERON_3010701	http://purl.obolibrary.org/obo/UBERON_3010701	m. latissimus dorsi	UBERON
UBERON_3010708	http://purl.obolibrary.org/obo/UBERON_3010708	levator mandibulae articularis	UBERON
UBERON_3010707	http://purl.obolibrary.org/obo/UBERON_3010707	m. dorsalis scapulae	UBERON
UBERON_3010709	http://purl.obolibrary.org/obo/UBERON_3010709	levator mandibulae lateralis	UBERON
UBERON_3010704	http://purl.obolibrary.org/obo/UBERON_3010704	levator mandibulae longus	UBERON
UBERON_3010706	http://purl.obolibrary.org/obo/UBERON_3010706	lateral line nucleus	UBERON
UBERON_0002717	http://purl.obolibrary.org/obo/UBERON_0002717	rostral interstitial nucleus of medial longitudinal fasciculus	UBERON
UBERON_0002716	http://purl.obolibrary.org/obo/UBERON_0002716	collateral sulcus	UBERON
UBERON_3010735	http://purl.obolibrary.org/obo/UBERON_3010735	ramus anterior of CN VIII	UBERON
UBERON_0002719	http://purl.obolibrary.org/obo/UBERON_0002719	spino-olivary tract	UBERON
UBERON_3010734	http://purl.obolibrary.org/obo/UBERON_3010734	M. flexor carpi ulnaris	UBERON
UBERON_0002718	http://purl.obolibrary.org/obo/UBERON_0002718	solitary tract	UBERON
UBERON_0002713	http://purl.obolibrary.org/obo/UBERON_0002713	circular sulcus of insula	UBERON
UBERON_0002712	http://purl.obolibrary.org/obo/UBERON_0002712	premammillary nucleus	UBERON
UBERON_3010731	http://purl.obolibrary.org/obo/UBERON_3010731	M. coracobrachialis brevis	UBERON
UBERON_0002715	http://purl.obolibrary.org/obo/UBERON_0002715	spinal trigeminal tract of medulla	UBERON
UBERON_0002714	http://purl.obolibrary.org/obo/UBERON_0002714	rubrospinal tract	UBERON
