Experiment_ID	Experiment_Type	Effect	Induced
exp_2273	perturbation	knockdown	not_applicable
exp_2280	perturbation	knockdown	not_applicable
exp_2283	perturbation	overexpression	not_applicable
exp_2285	perturbation	overexpression	not_applicable
exp_2287	perturbation	overexpression	not_applicable
exp_2289	perturbation	overexpression	not_applicable
exp_2290	perturbation	hom_knockout	FALSE
exp_2291	perturbation	hom_knockout	FALSE
exp_2292	perturbation	hom_knockout	FALSE
exp_2293	perturbation	hom_knockout	FALSE
exp_2294	perturbation	hom_knockout	FALSE
exp_2295	perturbation	hom_knockout	FALSE
exp_2296	perturbation	hom_knockout	FALSE
exp_2297	perturbation	hom_knockout	FALSE
exp_2298	perturbation	hom_knockout	FALSE
exp_2299	perturbation	hom_knockout	FALSE
exp_2303	perturbation	overexpression	not_applicable
exp_2307	perturbation	overexpression	not_applicable
exp_2313	perturbation	knockdown	TRUE
exp_2314	perturbation	knockdown	TRUE
exp_2315	perturbation	knockdown	TRUE
exp_2316	perturbation	overexpression	TRUE
exp_2317	perturbation	knockdown	TRUE
exp_2318	perturbation	overexpression	TRUE
exp_2319	perturbation	overexpression	TRUE
exp_2320	perturbation	overexpression	TRUE
exp_2321	perturbation	overexpression	TRUE
exp_2323	perturbation	knockdown	TRUE
exp_2325	perturbation	knockdown	TRUE
exp_2327	perturbation	knockdown	TRUE
exp_2329	perturbation	knockdown	not_applicable
exp_2333	perturbation	knockdown	not_applicable
exp_2335	perturbation	knockdown	not_applicable
exp_2339	perturbation	overexpression	TRUE
exp_2341	perturbation	overexpression	TRUE
exp_2345	perturbation	knockdown	not_applicable
exp_2346	perturbation	knockdown	not_applicable
exp_2349	perturbation	knockdown	not_applicable
exp_2371	perturbation	overexpression	not_applicable
exp_2385	perturbation	overexpression	not_applicable
exp_2402	perturbation	hom_knockout	FALSE
exp_2403	perturbation	hom_knockout	FALSE
exp_2409	perturbation	hom_knockout	not_applicable
exp_2419	perturbation	hom_knockout	FALSE
exp_2422	perturbation	hom_knockout	FALSE
exp_2425	perturbation	overexpression	not_applicable
exp_2426	perturbation	overexpression	not_applicable
exp_2429	perturbation	overexpression	not_applicable
exp_2431	perturbation	overexpression	not_applicable
exp_2433	perturbation	overexpression	not_applicable
exp_2435	perturbation	overexpression	not_applicable
exp_2437	perturbation	overexpression	not_applicable
exp_2438	perturbation	overexpression	not_applicable
exp_2453	perturbation	hom_knockout	FALSE
exp_2454	perturbation	hom_knockout	FALSE
exp_2457	perturbation	overexpression	not_applicable
exp_2463	perturbation	overexpression	FALSE
exp_2474	perturbation	het_knockout	FALSE
exp_2477	perturbation	overexpression	TRUE
exp_2481	perturbation	overexpression	FALSE
exp_2493	perturbation	knockdown	not_applicable
exp_2496	perturbation	hom_knockout	FALSE
exp_2507	perturbation	hom_knockout	FALSE
exp_2510	perturbation	hom_knockout	FALSE
exp_2511	perturbation	hom_knockout	FALSE
exp_2512	perturbation	hom_knockout	FALSE
exp_2513	perturbation	hom_knockout	FALSE
exp_2515	perturbation	overexpression	not_applicable
exp_2517	perturbation	overexpression	not_applicable
exp_2543	perturbation	knockdown	not_applicable
exp_2548	perturbation	knockdown	not_applicable
exp_2560	perturbation	overexpression	not_applicable
exp_2570	perturbation	overexpression	TRUE
exp_2578	perturbation	overexpression	not_applicable
exp_2583	perturbation	knockdown	TRUE
exp_2591	perturbation	knockdown	not_applicable
exp_2592	perturbation	knockdown	not_applicable
exp_2593	perturbation	knockdown	not_applicable
exp_2594	perturbation	knockdown	not_applicable
exp_2595	perturbation	knockdown	not_applicable
exp_2596	perturbation	knockdown	not_applicable
exp_2598	perturbation	knockdown	not_applicable
exp_2599	perturbation	knockdown	not_applicable
exp_2600	perturbation	knockdown	not_applicable
exp_2615	perturbation	hom_knockout	FALSE
exp_2617	perturbation	hom_knockout	FALSE
exp_2624	perturbation	hom_knockout	FALSE
exp_2625	perturbation	hom_knockout	FALSE
exp_2627	perturbation	overexpression	TRUE
exp_2629	perturbation	overexpression	TRUE
exp_2632	perturbation	hom_knockout	FALSE
exp_2634	perturbation	hom_knockout	FALSE
exp_2636	perturbation	hom_knockout	FALSE
exp_2639	perturbation	hom_knockout	FALSE
exp_2643	perturbation	knockdown	not_applicable
exp_2645	perturbation	knockdown	not_applicable
exp_2658	perturbation	overexpression	not_applicable
exp_2665	perturbation	hom_knockout	not_applicable
exp_2677	perturbation	hom_knockout	FALSE
exp_2679	perturbation	overexpression	not_applicable
exp_2685	perturbation	overexpression	not_applicable
exp_2686	perturbation	hom_knockout	FALSE
exp_2699	perturbation	overexpression	TRUE
exp_2701	perturbation	knockout	FALSE
exp_2709	perturbation	overexpression	not_applicable
exp_2710	perturbation	overexpression	not_applicable
exp_2726	perturbation	hom_knockout	FALSE
exp_2732	perturbation	hom_knockout	FALSE
exp_2733	perturbation	hom_knockout	FALSE
exp_2734	perturbation	hom_knockout	FALSE
exp_2735	perturbation	hom_knockout	FALSE
exp_2736	perturbation	hom_knockout	FALSE
exp_2737	perturbation	hom_knockout	FALSE
exp_2739	perturbation	overexpression	TRUE
exp_2761	perturbation	overexpression	not_applicable
exp_2762	perturbation	overexpression	not_applicable
exp_2763	perturbation	overexpression	TRUE
exp_2765	perturbation	hom_knockout	FALSE
exp_2772	perturbation	knockdown	not_applicable
exp_2784	perturbation	knockdown	not_applicable
exp_2785	perturbation	knockdown	not_applicable
exp_2786	perturbation	hom_knockout	not_applicable
exp_2787	perturbation	hom_knockout	FALSE
exp_2789	perturbation	hom_knockout	FALSE
exp_2792	perturbation	het_knockout	FALSE
exp_2793	perturbation	het_knockout	FALSE
exp_2796	perturbation	het_knockout	FALSE
exp_2797	perturbation	het_knockout	not_applicable
exp_2800	perturbation	overexpression	not_applicable
exp_2801	perturbation	overexpression	not_applicable
exp_2806	perturbation	overexpression	not_applicable
exp_2809	perturbation	overexpression	not_applicable
exp_2810	perturbation	overexpression	not_applicable
exp_2813	perturbation	hom_knockout	FALSE
exp_2814	perturbation	hom_knockout	FALSE
exp_2815	perturbation	hom_knockout	FALSE
exp_2816	perturbation	hom_knockout	FALSE
exp_2817	perturbation	hom_knockout	FALSE
exp_2818	perturbation	hom_knockout	FALSE
exp_2819	perturbation	hom_knockout	FALSE
exp_2820	perturbation	hom_knockout	FALSE
exp_2821	perturbation	hom_knockout	FALSE
exp_2822	perturbation	hom_knockout	FALSE
exp_2823	perturbation	hom_knockout	FALSE
exp_2829	perturbation	knockout	FALSE
exp_2830	perturbation	knockdown	not_applicable
exp_2848	perturbation	overexpression	not_applicable
exp_2855	perturbation	hom_knockout	FALSE
exp_2856	perturbation	hom_knockout	FALSE
exp_2857	perturbation	hom_knockout	FALSE
exp_2858	perturbation	hom_knockout	FALSE
exp_2859	perturbation	hom_knockout	FALSE
exp_2860	perturbation	hom_knockout	FALSE
exp_2861	perturbation	hom_knockout	FALSE
exp_2862	perturbation	hom_knockout	FALSE
exp_2864	perturbation	hom_knockout	FALSE
exp_2867	perturbation	hom_knockout	FALSE
exp_2872	perturbation	knockdown	TRUE
exp_2876	perturbation	knockdown	TRUE
exp_2888	perturbation	hom_knockout	FALSE
exp_2892	perturbation	hom_knockout	FALSE
exp_2895	perturbation	hom_knockout	FALSE
exp_2903	perturbation	overexpression	not_applicable
exp_2907	perturbation	knockdown	TRUE
exp_2911	perturbation	overexpression	not_applicable
exp_2920	perturbation	knockdown	not_applicable
exp_2934	perturbation	hom_knockout	FALSE
exp_2938	perturbation	knockdown	not_applicable
exp_2942	perturbation	knockdown	not_applicable
exp_2945	perturbation	knockdown	not_applicable
exp_2947	perturbation	knockdown	TRUE
exp_2949	perturbation	overexpression	FALSE
exp_2951	perturbation	overexpression	FALSE
exp_2974	perturbation	het_knockout	FALSE
exp_2982	perturbation	hom_knockout	FALSE
exp_2983	perturbation	hom_knockout	FALSE
exp_2988	perturbation	overexpression	not_applicable
exp_2989	perturbation	hom_knockout	not_applicable
exp_2990	perturbation	overexpression	TRUE
exp_2991	perturbation	overexpression	TRUE
exp_2992	perturbation	overexpression	TRUE
exp_2993	perturbation	overexpression	TRUE
exp_2997	perturbation	hom_knockout	FALSE
exp_2998	perturbation	hom_knockout	FALSE
exp_2999	perturbation	hom_knockout	FALSE
exp_3000	perturbation	hom_knockout	FALSE
exp_3003	perturbation	overexpression	FALSE
exp_3020	perturbation	overexpression	TRUE
exp_3024	perturbation	hom_knockout	FALSE
exp_3027	perturbation	knockdown	not_applicable
exp_3031	perturbation	het_knockout	FALSE
exp_3032	perturbation	knockdown	TRUE
exp_3035	perturbation	knockdown	TRUE
exp_3041	perturbation	hom_knockout	FALSE
exp_3043	perturbation	knockdown	TRUE
exp_3045	perturbation	het_knockout	FALSE
exp_3047	perturbation	het_knockout	FALSE
exp_3049	perturbation	het_knockout	FALSE
exp_3051	perturbation	het_knockout	FALSE
exp_3053	perturbation	het_knockout	FALSE
exp_3055	perturbation	hom_knockout	FALSE
exp_3056	perturbation	hom_knockout	FALSE
exp_3057	perturbation	hom_knockout	FALSE
exp_3058	perturbation	hom_knockout	FALSE
exp_3059	perturbation	hom_knockout	FALSE
exp_3060	perturbation	hom_knockout	FALSE
exp_3061	perturbation	hom_knockout	FALSE
exp_3062	perturbation	hom_knockout	FALSE
exp_3063	perturbation	hom_knockout	FALSE
exp_3064	perturbation	hom_knockout	FALSE
exp_3065	perturbation	hom_knockout	FALSE
exp_3067	perturbation	knockout	FALSE
exp_3070	perturbation	knockdown	not_applicable
exp_3073	perturbation	knockdown	not_applicable
exp_3076	perturbation	knockdown	not_applicable
exp_3077	perturbation	knockdown	not_applicable
exp_3082	perturbation	knockdown	not_applicable
exp_3085	perturbation	hom_knockout	FALSE
exp_3086	perturbation	hom_knockout	FALSE
exp_3087	perturbation	hom_knockout	FALSE
exp_3088	perturbation	hom_knockout	FALSE
exp_3089	perturbation	hom_knockout	FALSE
exp_3091	perturbation	hom_knockout	FALSE
exp_3094	perturbation	knockout	FALSE
exp_3097	perturbation	hom_knockout	FALSE
exp_3098	perturbation	hom_knockout	FALSE
exp_3099	perturbation	hom_knockout	FALSE
exp_3100	perturbation	hom_knockout	FALSE
exp_3101	perturbation	hom_knockout	FALSE
exp_3102	perturbation	hom_knockout	FALSE
exp_3111	perturbation	knockdown	not_applicable
exp_3112	perturbation	overexpression	not_applicable
exp_3113	perturbation	overexpression	not_applicable
exp_3114	perturbation	overexpression	not_applicable
exp_3115	perturbation	overexpression	not_applicable
exp_3116	perturbation	overexpression	not_applicable
exp_3117	perturbation	overexpression	not_applicable
exp_3118	perturbation	overexpression	not_applicable
exp_3119	perturbation	overexpression	not_applicable
exp_3120	perturbation	overexpression	not_applicable
exp_3121	perturbation	overexpression	not_applicable
exp_3122	perturbation	overexpression	not_applicable
exp_3123	perturbation	overexpression	not_applicable
exp_3124	perturbation	overexpression	not_applicable
exp_3125	perturbation	overexpression	not_applicable
exp_3126	perturbation	overexpression	not_applicable
exp_3127	perturbation	overexpression	not_applicable
exp_3128	perturbation	overexpression	not_applicable
exp_3129	perturbation	overexpression	not_applicable
exp_3130	perturbation	overexpression	not_applicable
exp_3131	perturbation	overexpression	not_applicable
exp_3132	perturbation	hom_knockout	FALSE
exp_3133	perturbation	hom_knockout	FALSE
exp_3134	perturbation	hom_knockout	FALSE
exp_3135	perturbation	hom_knockout	FALSE
exp_3136	perturbation	overexpression	TRUE
exp_3137	perturbation	hom_knockout	FALSE
exp_3139	perturbation	overexpression	TRUE
exp_3141	perturbation	overexpression	TRUE
exp_3143	perturbation	overexpression	TRUE
exp_3145	perturbation	overexpression	TRUE
exp_3154	perturbation	hom_knockout	FALSE
exp_3155	perturbation	hom_knockout	FALSE
exp_3156	perturbation	hom_knockout	FALSE
exp_3157	perturbation	hom_knockout	FALSE
exp_3160	perturbation	knockdown	TRUE
exp_3164	perturbation	hom_knockout	TRUE
exp_3165	perturbation	hom_knockout	TRUE
exp_3171	perturbation	knockdown	not_applicable
exp_3177	perturbation	knockdown	not_applicable
exp_3178	perturbation	knockdown	not_applicable
exp_3180	perturbation	knockdown	not_applicable
exp_3181	perturbation	hom_knockout	FALSE
exp_3182	perturbation	hom_knockout	FALSE
exp_3183	perturbation	hom_knockout	FALSE
exp_3184	perturbation	hom_knockout	FALSE
exp_3191	perturbation	overexpression	not_applicable
exp_3192	perturbation	overexpression	not_applicable
exp_3193	perturbation	knockdown	not_applicable
exp_3197	perturbation	overexpression	not_applicable
exp_3198	perturbation	overexpression	not_applicable
exp_3199	perturbation	overexpression	not_applicable
exp_3200	perturbation	overexpression	not_applicable
exp_3201	perturbation	overexpression	not_applicable
exp_3202	perturbation	overexpression	not_applicable
exp_3205	perturbation	knockout	FALSE
exp_3206	perturbation	knockout	FALSE
exp_3219	perturbation	knockout	FALSE
exp_3220	perturbation	overexpression	TRUE
exp_3221	perturbation	overexpression	TRUE
exp_3223	perturbation	overexpression	TRUE
exp_3224	perturbation	overexpression	TRUE
exp_3225	perturbation	overexpression	TRUE
exp_3227	perturbation	overexpression	TRUE
exp_3234	perturbation	overexpression	not_applicable
exp_3238	perturbation	knockdown	not_applicable
exp_3243	perturbation	knockdown	not_applicable
exp_3244	perturbation	knockdown	not_applicable
exp_3247	perturbation	overexpression	not_applicable
exp_3249	perturbation	knockdown	not_applicable
exp_3256	perturbation	overexpression	not_applicable
exp_3258	perturbation	overexpression	TRUE
exp_3259	perturbation	overexpression	TRUE
exp_3267	perturbation	knockdown	not_applicable
exp_3274	perturbation	knockdown	not_applicable
exp_3275	perturbation	knockdown	not_applicable
exp_3277	perturbation	overexpression	TRUE
exp_3281	perturbation	hom_knockout	FALSE
exp_3285	perturbation	hom_knockout	not_applicable
exp_3288	perturbation	knockdown	not_applicable
exp_3298	perturbation	knockdown	not_applicable
exp_3299	perturbation	knockdown	TRUE
exp_3302	perturbation	hom_knockout	FALSE
exp_3305	perturbation	hom_knockout	FALSE
exp_3306	perturbation	overexpression	TRUE
exp_3310	perturbation	hom_knockout	FALSE
exp_3317	perturbation	overexpression	TRUE
exp_3320	perturbation	hom_knockout	FALSE
exp_3321	perturbation	hom_knockout	FALSE
exp_3322	perturbation	hom_knockout	FALSE
exp_3323	perturbation	hom_knockout	FALSE
exp_3328	perturbation	knockdown	not_applicable
exp_3330	perturbation	hom_knockout	FALSE
exp_3347	perturbation	overexpression	not_applicable
exp_3348	perturbation	hom_knockout	FALSE
exp_3350	perturbation	knockdown	TRUE
exp_3351	perturbation	knockdown	TRUE
exp_3352	perturbation	knockdown	TRUE
exp_3353	perturbation	knockdown	TRUE
exp_3354	perturbation	knockdown	not_applicable
exp_3355	perturbation	knockdown	not_applicable
exp_3356	perturbation	knockdown	not_applicable
exp_3357	perturbation	knockdown	not_applicable
exp_3358	perturbation	knockdown	not_applicable
exp_3359	perturbation	knockdown	not_applicable
exp_3360	perturbation	knockdown	not_applicable
exp_3362	perturbation	knockdown	not_applicable
exp_3363	perturbation	knockdown	not_applicable
exp_3369	perturbation	overexpression	not_applicable
exp_3373	perturbation	hom_knockout	FALSE
exp_3376	perturbation	hom_knockout	FALSE
exp_3383	perturbation	knockdown	not_applicable
exp_3384	perturbation	knockdown	not_applicable
exp_3386	perturbation	knockdown	not_applicable
exp_3391	perturbation	hom_knockout	FALSE
exp_3396	perturbation	hom_knockout	FALSE
exp_3401	perturbation	hom_knockout	FALSE
exp_3402	perturbation	hom_knockout	FALSE
exp_3409	perturbation	hom_knockout	FALSE
exp_3410	perturbation	hom_knockout	FALSE
exp_3411	perturbation	hom_knockout	FALSE
exp_3414	perturbation	knockdown	not_applicable
exp_3417	perturbation	knockdown	not_applicable
exp_3420	perturbation	knockdown	not_applicable
exp_3423	perturbation	knockdown	not_applicable
exp_3425	perturbation	hom_knockout	FALSE
exp_3426	perturbation	overexpression	not_applicable
exp_3427	perturbation	knockdown	not_applicable
exp_3433	perturbation	overexpression	TRUE
exp_3436	perturbation	hom_knockout	FALSE
exp_3437	perturbation	hom_knockout	FALSE
exp_3438	perturbation	hom_knockout	FALSE
exp_3440	perturbation	hom_knockout	FALSE
exp_3443	perturbation	knockdown	not_applicable
exp_3445	perturbation	hom_knockout	FALSE
exp_3447	perturbation	hom_knockout	FALSE
exp_3455	perturbation	hom_knockout	FALSE
exp_3456	perturbation	hom_knockout	FALSE
exp_3457	perturbation	overexpression	TRUE
exp_3459	perturbation	hom_knockout	FALSE
exp_3461	perturbation	hom_knockout	FALSE
exp_3468	perturbation	overexpression	TRUE
exp_3472	perturbation	hom_knockout	FALSE
exp_3474	perturbation	hom_knockout	FALSE
exp_3475	perturbation	overexpression	TRUE
exp_3480	perturbation	overexpression	not_applicable
exp_3481	perturbation	overexpression	not_applicable
exp_3483	perturbation	het_knockout	FALSE
exp_3485	perturbation	het_knockout	FALSE
exp_3487	perturbation	het_knockout	FALSE
exp_3488	perturbation	overexpression	TRUE
exp_3496	perturbation	knockdown	not_applicable
exp_3497	perturbation	overexpression	not_applicable
exp_3498	perturbation	knockdown	TRUE
exp_3500	perturbation	overexpression	TRUE
exp_3503	perturbation	hom_knockout	FALSE
exp_3504	perturbation	hom_knockout	FALSE
exp_3506	perturbation	hom_knockout	FALSE
exp_3507	perturbation	hom_knockout	FALSE
exp_3508	perturbation	hom_knockout	FALSE
exp_3509	perturbation	hom_knockout	FALSE
exp_3510	perturbation	hom_knockout	FALSE
exp_3511	perturbation	hom_knockout	FALSE
exp_3514	perturbation	hom_knockout	FALSE
exp_3515	perturbation	hom_knockout	FALSE
exp_3517	perturbation	knockout	not_applicable
exp_3519	perturbation	knockout	not_applicable
exp_3522	perturbation	hom_knockout	FALSE
exp_3527	perturbation	overexpression	TRUE
exp_3528	perturbation	hom_knockout	FALSE
exp_3529	perturbation	hom_knockout	FALSE
exp_3530	perturbation	hom_knockout	FALSE
exp_3531	perturbation	hom_knockout	FALSE
exp_3532	perturbation	hom_knockout	FALSE
exp_3533	perturbation	hom_knockout	FALSE
exp_3536	perturbation	knockdown	not_applicable
exp_3539	perturbation	knockdown	not_applicable
exp_3542	perturbation	hom_knockout	FALSE
exp_3552	perturbation	knockdown	not_applicable
exp_3568	perturbation	hom_knockout	FALSE
exp_3569	perturbation	hom_knockout	FALSE
exp_3574	perturbation	overexpression	TRUE
exp_3580	perturbation	overexpression	not_applicable
exp_3581	perturbation	knockdown	not_applicable
exp_3586	perturbation	hom_knockout	FALSE
exp_3587	perturbation	hom_knockout	FALSE
exp_3589	perturbation	hom_knockout	FALSE
exp_3590	perturbation	hom_knockout	FALSE
exp_3592	perturbation	hom_knockout	FALSE
exp_3593	perturbation	hom_knockout	FALSE
exp_3596	perturbation	hom_knockout	FALSE
exp_3597	perturbation	hom_knockout	FALSE
exp_3598	perturbation	hom_knockout	FALSE
exp_3599	perturbation	knockdown	TRUE
exp_3602	perturbation	knockdown	not_applicable
exp_3610	perturbation	hom_knockout	FALSE
exp_3611	perturbation	hom_knockout	FALSE
exp_3612	perturbation	hom_knockout	FALSE
exp_3615	perturbation	hom_knockout	FALSE
exp_3617	perturbation	hom_knockout	FALSE
exp_3619	perturbation	hom_knockout	FALSE
exp_3622	perturbation	hom_knockout	FALSE
exp_3623	perturbation	overexpression	not_applicable
exp_3627	perturbation	hom_knockout	FALSE
exp_3633	perturbation	overexpression	TRUE
exp_3634	perturbation	hom_knockout	FALSE
exp_3640	perturbation	knockdown	TRUE
exp_3643	perturbation	overexpression	not_applicable
exp_3644	perturbation	het_knockout	FALSE
exp_3647	perturbation	het_knockout	FALSE
exp_3649	perturbation	hom_knockout	FALSE
exp_3650	perturbation	hom_knockout	FALSE
exp_3656	perturbation	hom_knockout	FALSE
exp_3663	perturbation	knockout	FALSE
exp_3664	perturbation	overexpression	TRUE
exp_3668	perturbation	hom_knockout	FALSE
exp_3671	perturbation	knockdown	not_applicable
exp_3673	perturbation	knockdown	not_applicable
exp_3679	perturbation	overexpression	TRUE
exp_3683	perturbation	hom_knockout	FALSE
exp_3686	perturbation	knockdown	not_applicable
exp_3687	perturbation	hom_knockout	FALSE
exp_3688	perturbation	hom_knockout	FALSE
exp_3690	perturbation	knockdown	TRUE
exp_3691	perturbation	knockdown	TRUE
exp_3693	perturbation	knockdown	TRUE
exp_3694	perturbation	overexpression	TRUE
exp_3701	perturbation	knockdown	TRUE
exp_3712	perturbation	knockdown	not_applicable
exp_3713	perturbation	hom_knockout	FALSE
exp_3715	perturbation	knockdown	not_applicable
exp_3716	perturbation	hom_knockout	FALSE
exp_3717	perturbation	knockdown	not_applicable
exp_3719	perturbation	hom_knockout	FALSE
exp_3720	perturbation	hom_knockout	FALSE
exp_3721	perturbation	hom_knockout	FALSE
exp_3722	perturbation	hom_knockout	FALSE
exp_3723	perturbation	hom_knockout	FALSE
exp_3724	perturbation	hom_knockout	FALSE
exp_3726	perturbation	knockout	FALSE
exp_3727	perturbation	knockdown	TRUE
exp_3731	perturbation	hom_knockout	FALSE
exp_3736	perturbation	knockdown	not_applicable
exp_3737	perturbation	overexpression	TRUE
exp_3739	perturbation	knockdown	TRUE
exp_3742	perturbation	knockdown	not_applicable
exp_3743	perturbation	knockout	FALSE
exp_3746	perturbation	knockdown	not_applicable
exp_3747	perturbation	hom_knockout	FALSE
exp_3750	perturbation	hom_knockout	FALSE
exp_3752	perturbation	knockdown	TRUE
exp_3753	perturbation	hom_knockout	FALSE
exp_3754	perturbation	knockdown	not_applicable
exp_3755	perturbation	knockdown	not_applicable
exp_3757	perturbation	hom_knockout	FALSE
exp_3759	perturbation	hom_knockout	FALSE
exp_3761	perturbation	hom_knockout	FALSE
exp_3763	perturbation	hom_knockout	FALSE
exp_3765	perturbation	hom_knockout	FALSE
exp_3766	perturbation	hom_knockout	FALSE
exp_3768	perturbation	overexpression	not_applicable
exp_3769	perturbation	overexpression	not_applicable
exp_3772	perturbation	hom_knockout	FALSE
exp_3776	perturbation	hom_knockout	FALSE
exp_3778	perturbation	hom_knockout	FALSE
exp_3780	perturbation	hom_knockout	FALSE
exp_3782	perturbation	hom_knockout	FALSE
exp_3784	perturbation	hom_knockout	FALSE
exp_3786	perturbation	hom_knockout	FALSE
exp_3788	perturbation	hom_knockout	FALSE
exp_3790	perturbation	hom_knockout	FALSE
exp_3794	perturbation	hom_knockout	FALSE
exp_3798	perturbation	hom_knockout	FALSE
exp_3802	perturbation	hom_knockout	FALSE
exp_3804	perturbation	hom_knockout	FALSE
exp_3805	perturbation	hom_knockout	FALSE
exp_3806	perturbation	hom_knockout	FALSE
exp_3808	perturbation	overexpression	not_applicable
exp_3809	perturbation	overexpression	not_applicable
exp_3811	perturbation	hom_knockout	FALSE
exp_3814	perturbation	overexpression	TRUE
exp_3820	perturbation	hom_knockout	FALSE
exp_3822	perturbation	hom_knockout	FALSE
exp_3828	perturbation	hom_knockout	FALSE
exp_3829	perturbation	hom_knockout	FALSE
exp_3830	perturbation	hom_knockout	FALSE
exp_3831	perturbation	hom_knockout	FALSE
exp_3832	perturbation	hom_knockout	FALSE
exp_3833	perturbation	hom_knockout	FALSE
exp_3834	perturbation	hom_knockout	FALSE
exp_3835	perturbation	hom_knockout	FALSE
exp_3836	perturbation	hom_knockout	FALSE
exp_3837	perturbation	hom_knockout	FALSE
exp_3838	perturbation	hom_knockout	FALSE
exp_3846	perturbation	hom_knockout	FALSE
exp_3848	perturbation	hom_knockout	FALSE
exp_3849	perturbation	hom_knockout	FALSE
exp_3856	perturbation	knockdown	not_applicable
exp_3860	perturbation	knockout	FALSE
exp_3862	perturbation	knockout	FALSE
exp_3863	perturbation	knockout	FALSE
exp_3864	perturbation	knockout	FALSE
exp_3865	perturbation	knockout	FALSE
exp_3866	perturbation	knockout	FALSE
exp_3867	perturbation	knockout	FALSE
exp_3868	perturbation	knockdown	not_applicable
exp_3869	perturbation	knockdown	not_applicable
exp_3870	perturbation	knockdown	not_applicable
exp_3871	perturbation	knockdown	not_applicable
exp_3874	perturbation	knockdown	TRUE
exp_3877	perturbation	knockdown	not_applicable
exp_3880	perturbation	hom_knockout	FALSE
exp_3881	perturbation	hom_knockout	FALSE
exp_3882	perturbation	hom_knockout	FALSE
exp_3883	perturbation	hom_knockout	FALSE
exp_3884	perturbation	hom_knockout	FALSE
exp_3885	perturbation	hom_knockout	FALSE
exp_3886	perturbation	hom_knockout	FALSE
exp_3889	perturbation	hom_knockout	FALSE
exp_3890	perturbation	knockdown	TRUE
exp_3891	perturbation	knockdown	TRUE
exp_3892	perturbation	knockdown	TRUE
exp_3894	perturbation	knockdown	TRUE
exp_3896	perturbation	knockdown	TRUE
exp_3898	perturbation	knockdown	not_applicable
exp_3903	perturbation	hom_knockout	FALSE
exp_3906	perturbation	hom_knockout	FALSE
exp_3907	perturbation	hom_knockout	TRUE
exp_3908	perturbation	hom_knockout	TRUE
exp_3909	perturbation	hom_knockout	TRUE
exp_3910	perturbation	hom_knockout	TRUE
exp_3913	perturbation	knockdown	not_applicable
exp_3914	perturbation	knockdown	not_applicable
exp_3915	perturbation	knockdown	not_applicable
exp_3920	perturbation	knockdown	not_applicable
exp_3922	perturbation	knockout	FALSE
exp_3924	perturbation	knockout	FALSE
exp_3926	perturbation	knockout	FALSE
exp_3954	perturbation	het_knockout	FALSE
exp_3958	perturbation	hom_knockout	FALSE
exp_3971	perturbation	hom_knockout	FALSE
exp_3978	perturbation	overexpression	not_applicable
exp_3979	perturbation	overexpression	TRUE
exp_4069	perturbation	knockdown	not_applicable
exp_4070	perturbation	overexpression	not_applicable
