Experiment_ID	Experiment_Type	Mutated	Binding_Verified
exp_0379	reporter	FALSE	not_applicable
exp_0380	reporter	FALSE	not_applicable
exp_0389	reporter	TRUE	emsa
exp_0393	reporter	TRUE	emsa
exp_0395	reporter	TRUE	putative
exp_0396	reporter	TRUE	emsa
exp_0397	reporter	TRUE	emsa
exp_0398	reporter	TRUE	emsa
exp_0399	reporter	TRUE	emsa
exp_0400	reporter	TRUE	emsa
exp_0401	reporter	TRUE	emsa
exp_0410	reporter	TRUE	emsa
exp_0412	reporter	FALSE	not_applicable
exp_0414	reporter	FALSE	not_applicable
exp_0415	reporter	FALSE	not_applicable
exp_0416	reporter	FALSE	not_applicable
exp_0417	reporter	FALSE	not_applicable
exp_0418	reporter	FALSE	not_applicable
exp_0429	reporter	FALSE	not_applicable
exp_0432	reporter	FALSE	not_applicable
exp_0435	reporter	TRUE	putative
exp_0436	reporter	TRUE	putative
exp_0437	reporter	TRUE	putative
exp_0438	reporter	TRUE	putative
exp_0439	reporter	TRUE	putative
exp_0440	reporter	TRUE	putative
exp_0441	reporter	TRUE	putative
exp_0450	reporter	TRUE	putative
exp_0451	reporter	TRUE	putative
exp_0452	reporter	TRUE	putative
exp_0453	reporter	TRUE	putative
exp_0458	reporter	TRUE	emsa
exp_0461	reporter	FALSE	not_applicable
exp_0465	reporter	FALSE	not_applicable
exp_0469	reporter	FALSE	not_applicable
exp_0473	reporter	FALSE	not_applicable
exp_0477	reporter	FALSE	not_applicable
exp_0482	reporter	TRUE	emsa
exp_0486	reporter	TRUE	emsa
exp_0490	reporter	TRUE	putative
exp_0497	reporter	TRUE	putative
exp_0498	reporter	TRUE	putative
exp_0501	reporter	TRUE	putative
exp_0502	reporter	TRUE	putative
exp_0504	reporter	TRUE	putative
exp_0505	reporter	TRUE	putative
exp_0506	reporter	TRUE	putative
exp_0507	reporter	TRUE	putative
exp_0512	reporter	FALSE	not_applicable
exp_0513	reporter	FALSE	not_applicable
exp_0519	reporter	FALSE	not_applicable
exp_0522	reporter	FALSE	not_applicable
exp_0531	reporter	TRUE	putative
exp_0533	reporter	TRUE	putative
exp_0536	reporter	FALSE	not_applicable
exp_0540	reporter	FALSE	not_applicable
exp_0545	reporter	TRUE	putative
exp_0547	reporter	TRUE	putative
exp_0550	reporter	TRUE	putative
exp_0553	reporter	TRUE	putative
exp_0565	reporter	TRUE	emsa
exp_0568	reporter	FALSE	not_applicable
exp_0593	reporter	TRUE	emsa
exp_0594	reporter	TRUE	emsa
exp_0600	reporter	TRUE	emsa
exp_0601	reporter	FALSE	not_applicable
exp_0602	reporter	FALSE	not_applicable
exp_0607	reporter	TRUE	emsa
exp_0608	reporter	TRUE	emsa
exp_0609	reporter	TRUE	emsa
exp_0610	reporter	TRUE	emsa
exp_0611	reporter	FALSE	not_applicable
exp_0612	reporter	FALSE	not_applicable
exp_0622	reporter	FALSE	not_applicable
exp_0629	reporter	TRUE	emsa
exp_0630	reporter	TRUE	emsa
exp_0631	reporter	TRUE	emsa
exp_0633	reporter	TRUE	emsa
exp_0637	reporter	TRUE	emsa
exp_0639	reporter	FALSE	not_applicable
exp_0643	reporter	FALSE	not_applicable
exp_0655	reporter	TRUE	putative
exp_0658	reporter	TRUE	putative
exp_0661	reporter	FALSE	not_applicable
exp_0664	reporter	FALSE	not_applicable
exp_0669	reporter	FALSE	not_applicable
exp_0679	reporter	TRUE	putative
exp_0681	reporter	TRUE	putative
exp_0682	reporter	TRUE	putative
exp_0683	reporter	TRUE	putative
exp_0684	reporter	TRUE	putative
exp_0685	reporter	TRUE	putative
exp_0692	reporter	FALSE	not_applicable
exp_0693	reporter	FALSE	not_applicable
exp_0694	reporter	TRUE	emsa
exp_0696	reporter	TRUE	emsa
exp_0697	reporter	FALSE	not_applicable
exp_0704	reporter	FALSE	not_applicable
exp_0705	reporter	FALSE	not_applicable
exp_0708	reporter	FALSE	not_applicable
exp_0711	reporter	FALSE	not_applicable
exp_0715	reporter	TRUE	emsa
exp_0724	reporter	TRUE	emsa
exp_0725	reporter	FALSE	not_applicable
exp_0727	reporter	TRUE	emsa
exp_0728	reporter	FALSE	not_applicable
exp_0737	reporter	FALSE	not_applicable
exp_0739	reporter	FALSE	not_applicable
exp_0750	reporter	FALSE	not_applicable
exp_0752	reporter	TRUE	putative
exp_0755	reporter	TRUE	emsa
exp_0762	reporter	TRUE	emsa
exp_0772	reporter	FALSE	not_applicable
exp_0777	reporter	TRUE	putative
exp_0778	reporter	FALSE	not_applicable
exp_0779	reporter	TRUE	putative
exp_0780	reporter	TRUE	putative
exp_0781	reporter	FALSE	not_applicable
exp_0782	reporter	TRUE	putative
exp_0783	reporter	FALSE	not_applicable
exp_0785	reporter	TRUE	putative
exp_0788	reporter	TRUE	putative
exp_0793	reporter	TRUE	emsa
exp_0803	reporter	TRUE	putative
exp_0808	reporter	FALSE	not_applicable
exp_0810	reporter	TRUE	emsa
exp_0812	reporter	FALSE	not_applicable
exp_0815	reporter	FALSE	not_applicable
exp_0819	reporter	FALSE	not_applicable
exp_0823	reporter	FALSE	not_applicable
exp_0826	reporter	TRUE	emsa
exp_0835	reporter	FALSE	not_applicable
exp_0839	reporter	TRUE	putative
exp_0841	reporter	TRUE	putative
exp_0843	reporter	FALSE	not_applicable
exp_0848	reporter	FALSE	not_applicable
exp_0850	reporter	TRUE	putative
exp_0856	reporter	TRUE	putative
exp_0865	reporter	FALSE	not_applicable
exp_0866	reporter	FALSE	not_applicable
exp_0869	reporter	FALSE	not_applicable
exp_0870	reporter	FALSE	not_applicable
exp_0875	reporter	FALSE	not_applicable
exp_0881	reporter	TRUE	putative
exp_0894	reporter	FALSE	not_applicable
exp_0904	reporter	TRUE	emsa
exp_0906	reporter	FALSE	not_applicable
exp_0935	reporter	TRUE	emsa
exp_0936	reporter	TRUE	emsa
exp_0941	reporter	TRUE	emsa
exp_0950	reporter	TRUE	putative
exp_0955	reporter	TRUE	emsa
exp_0961	reporter	TRUE	emsa
exp_0967	reporter	FALSE	not_applicable
exp_0968	reporter	FALSE	not_applicable
exp_0977	reporter	TRUE	emsa
exp_0980	reporter	FALSE	not_applicable
exp_0982	reporter	FALSE	not_applicable
exp_0983	reporter	FALSE	not_applicable
exp_0984	reporter	FALSE	not_applicable
exp_0985	reporter	FALSE	not_applicable
exp_0988	reporter	TRUE	putative
exp_0991	reporter	TRUE	putative
exp_0994	reporter	TRUE	emsa
exp_1004	reporter	FALSE	not_applicable
exp_1007	reporter	FALSE	not_applicable
exp_1010	reporter	FALSE	not_applicable
exp_1013	reporter	FALSE	not_applicable
exp_1016	reporter	FALSE	not_applicable
exp_1019	reporter	FALSE	not_applicable
exp_1022	reporter	FALSE	not_applicable
exp_1025	reporter	FALSE	not_applicable
exp_1029	reporter	TRUE	emsa
exp_1033	reporter	TRUE	emsa
exp_1037	reporter	FALSE	not_applicable
exp_1039	reporter	TRUE	putative
exp_1054	reporter	TRUE	emsa
exp_1058	reporter	TRUE	putative
exp_1067	reporter	FALSE	not_applicable
exp_1070	reporter	TRUE	putative
exp_1077	reporter	TRUE	putative
exp_1082	reporter	TRUE	emsa
exp_1097	reporter	TRUE	putative
exp_1099	reporter	TRUE	emsa
exp_1100	reporter	TRUE	emsa
exp_1115	reporter	TRUE	putative
exp_1116	reporter	TRUE	putative
exp_1144	reporter	TRUE	emsa
exp_1145	reporter	TRUE	emsa
exp_1146	reporter	TRUE	emsa
exp_1158	reporter	TRUE	putative
exp_1161	reporter	TRUE	putative
exp_1164	reporter	TRUE	putative
exp_1167	reporter	TRUE	putative
exp_1172	reporter	TRUE	putative
exp_1173	reporter	TRUE	putative
exp_1178	reporter	TRUE	emsa
exp_1181	reporter	FALSE	not_applicable
exp_1182	reporter	FALSE	not_applicable
exp_1183	reporter	FALSE	not_applicable
