TF_Symbol	TF_Entrez_ID	TF_Ensembl_ID	Lambert	Prev_Curated	SFARI_Score	SFARI_Syndromic	GO_Neurodev	Neurodev_TF	N_Candidate_Paper
JMJD1C	221037	ENSG00000171988	FALSE	TRUE	3	0	FALSE	TRUE	2
CNOT3	4849	ENSG00000088038	FALSE	TRUE	1	0	FALSE	TRUE	2
ACTB	60	ENSG00000075624	FALSE	TRUE	0	0	TRUE	TRUE	2
ZMYND11	10771	ENSG00000015171	FALSE	TRUE	2	0	FALSE	TRUE	2
ELP3	55140	ENSG00000134014	FALSE	TRUE	0	0	TRUE	TRUE	2
RALA	5898	ENSG00000006451	FALSE	TRUE	0	1	FALSE	TRUE	2
ASH1L	55870	ENSG00000116539	FALSE	TRUE	1	0	FALSE	TRUE	2
TBL1X	6907	ENSG00000101849	FALSE	TRUE	3	0	FALSE	TRUE	2
HDAC10	83933	ENSG00000100429	FALSE	TRUE	0	0	TRUE	TRUE	2
MCM6	4175	ENSG00000076003	FALSE	TRUE	3	0	FALSE	TRUE	2
CSNK2A1	1457	ENSG00000101266	FALSE	TRUE	0	0	TRUE	TRUE	2
NFE2L3	9603	ENSG00000050344	TRUE	TRUE	2	0	FALSE	TRUE	1
PRDM8	56978	ENSG00000152784	TRUE	TRUE	0	0	TRUE	TRUE	1
DBX1	120237	ENSG00000109851	TRUE	FALSE	0	0	TRUE	TRUE	1
BSX	390259	ENSG00000188909	TRUE	FALSE	0	0	TRUE	TRUE	1
NPAS1	4861	ENSG00000130751	TRUE	TRUE	0	0	TRUE	TRUE	1
GLIS2	84662	ENSG00000126603	TRUE	TRUE	0	0	TRUE	TRUE	1
GBX1	2636	ENSG00000164900	TRUE	FALSE	0	0	TRUE	TRUE	1
LHX8	431707	ENSG00000162624	TRUE	FALSE	0	0	TRUE	TRUE	1
ARID2	196528	ENSG00000189079	TRUE	FALSE	3	1	FALSE	TRUE	1
MNX1	3110	ENSG00000130675	TRUE	FALSE	0	0	TRUE	TRUE	1
RFX4	5992	ENSG00000111783	TRUE	TRUE	0	0	TRUE	TRUE	1
HELT	391723	ENSG00000187821	TRUE	FALSE	0	0	TRUE	TRUE	1
HOXB8	3218	ENSG00000120068	TRUE	TRUE	0	0	TRUE	TRUE	1
HMX2	3167	ENSG00000188816	TRUE	FALSE	0	0	TRUE	TRUE	1
ZNF335	63925	ENSG00000198026	TRUE	TRUE	0	0	TRUE	TRUE	1
MYRF	745	ENSG00000124920	TRUE	FALSE	0	0	TRUE	TRUE	1
EBF3	253738	ENSG00000108001	TRUE	TRUE	1	0	FALSE	TRUE	1
HMX3	340784	ENSG00000188620	TRUE	FALSE	0	0	TRUE	TRUE	1
ISL2	64843	ENSG00000159556	TRUE	FALSE	0	0	TRUE	TRUE	1
POU6F2	11281	ENSG00000106536	TRUE	TRUE	0	0	TRUE	TRUE	1
BARHL1	56751	ENSG00000125492	TRUE	FALSE	0	0	TRUE	TRUE	1
KLF16	83855	ENSG00000129911	TRUE	TRUE	3	0	FALSE	TRUE	1
TBX19	9095	ENSG00000143178	TRUE	TRUE	0	0	TRUE	TRUE	1
GSX2	170825	ENSG00000180613	TRUE	TRUE	0	0	TRUE	TRUE	1
DMBX1	127343	ENSG00000197587	TRUE	TRUE	0	0	TRUE	TRUE	1
EFNA2	1943	ENSG00000099617	FALSE	TRUE	0	0	TRUE	TRUE	1
EPHB1	2047	ENSG00000154928	FALSE	TRUE	0	0	TRUE	TRUE	1
SMG6	23293	ENSG00000070366	FALSE	TRUE	3	0	FALSE	TRUE	1
ARID1B	57492	ENSG00000049618	FALSE	TRUE	1	0	FALSE	TRUE	1
YWHAE	7531	ENSG00000108953	FALSE	TRUE	3	0	TRUE	TRUE	1
PHF2	5253	ENSG00000197724	FALSE	TRUE	2	0	FALSE	TRUE	1
RERE	473	ENSG00000142599	FALSE	TRUE	1	0	TRUE	TRUE	1
DST	667	not_applicable	FALSE	TRUE	3	0	FALSE	TRUE	1
NHLH1	4807	ENSG00000171786	TRUE	TRUE	0	0	TRUE	TRUE	0
ZNF365	22891	ENSG00000138311	TRUE	FALSE	0	0	TRUE	TRUE	0
BAZ2B	29994	ENSG00000226266	TRUE	FALSE	1	0	FALSE	TRUE	0
ZNF774	342132	ENSG00000196391	TRUE	FALSE	3	0	FALSE	TRUE	0
FEZF1	389549	ENSG00000128610	TRUE	FALSE	0	0	TRUE	TRUE	0
ZNF548	147694	ENSG00000188785	TRUE	FALSE	3	0	FALSE	TRUE	0
ZNF430	80264	ENSG00000118620	TRUE	FALSE	0	0	TRUE	TRUE	0
ZNF827	152485	ENSG00000151612	TRUE	FALSE	3	0	FALSE	TRUE	0
EMX1	2016	ENSG00000135638	TRUE	FALSE	0	0	TRUE	TRUE	0
ZIC4	84107	ENSG00000174963	TRUE	FALSE	0	0	TRUE	TRUE	0
RHOXF1	158800	ENSG00000101883	TRUE	FALSE	3	0	FALSE	TRUE	0
SKOR2	652991	ENSG00000215474	TRUE	FALSE	0	0	TRUE	TRUE	0
GSX1	219409	ENSG00000169840	TRUE	FALSE	0	0	TRUE	TRUE	0
ZNF18	7566	ENSG00000154957	TRUE	FALSE	3	0	FALSE	TRUE	0
DRGX	644168	ENSG00000165606	TRUE	FALSE	0	0	TRUE	TRUE	0
ZNF713	349075	ENSG00000178665	TRUE	FALSE	3	0	FALSE	TRUE	0
PRR12	57479	ENSG00000126464	TRUE	FALSE	0	1	FALSE	TRUE	0
ZNF559	84527	ENSG00000188321	TRUE	FALSE	3	0	FALSE	TRUE	0
NKX6-2	84504	ENSG00000148826	TRUE	FALSE	0	0	TRUE	TRUE	0
MYT1L	23040	ENSG00000186487	TRUE	FALSE	1	0	FALSE	TRUE	0
ZNF292	23036	ENSG00000188994	TRUE	FALSE	1	0	FALSE	TRUE	0
PHF21A	51317	ENSG00000135365	TRUE	FALSE	1	0	FALSE	TRUE	0
FOXB1	27023	ENSG00000171956	TRUE	FALSE	0	0	TRUE	TRUE	0
OLIG3	167826	ENSG00000177468	TRUE	FALSE	0	0	TRUE	TRUE	0
GLIS1	148979	ENSG00000174332	TRUE	TRUE	3	0	FALSE	TRUE	0
OTP	23440	ENSG00000171540	TRUE	FALSE	0	0	TRUE	TRUE	0
ZBTB18	10472	ENSG00000179456	TRUE	FALSE	0	0	TRUE	TRUE	0
ADNP	23394	ENSG00000101126	TRUE	FALSE	1	0	FALSE	TRUE	0
POU6F1	5463	ENSG00000184271	TRUE	FALSE	0	0	TRUE	TRUE	0
ZNF462	58499	ENSG00000148143	TRUE	FALSE	1	0	FALSE	TRUE	0
DMRT3	58524	ENSG00000064218	TRUE	FALSE	0	0	TRUE	TRUE	0
BHLHE22	27319	ENSG00000180828	TRUE	FALSE	0	0	TRUE	TRUE	0
AHDC1	27245	ENSG00000126705	TRUE	FALSE	1	0	FALSE	TRUE	0
DMRTA2	63950	ENSG00000142700	TRUE	FALSE	0	0	TRUE	TRUE	0
ZIC5	85416	ENSG00000139800	TRUE	FALSE	0	0	TRUE	TRUE	0
NOTO	344022	ENSG00000214513	TRUE	FALSE	0	0	TRUE	TRUE	0
VAX1	11023	ENSG00000148704	TRUE	FALSE	0	0	TRUE	TRUE	0
LHX5	64211	ENSG00000089116	TRUE	FALSE	0	0	TRUE	TRUE	0
UNCX	340260	ENSG00000164853	TRUE	FALSE	0	0	TRUE	TRUE	0
ZNF517	340385	ENSG00000197363	TRUE	FALSE	3	0	FALSE	TRUE	0
JRKL	8690	ENSG00000183340	TRUE	FALSE	0	0	TRUE	TRUE	0
HES3	390992	ENSG00000173673	TRUE	FALSE	0	0	TRUE	TRUE	0
ZNF626	199777	ENSG00000188171	TRUE	FALSE	3	0	FALSE	TRUE	0
RFX8	731220	ENSG00000196460	TRUE	FALSE	0	0	TRUE	TRUE	0
NKX2-6	137814	ENSG00000180053	TRUE	FALSE	0	0	TRUE	TRUE	0
MBD6	114785	ENSG00000166987	TRUE	FALSE	3	0	FALSE	TRUE	0
HIVEP3	59269	ENSG00000127124	TRUE	FALSE	2	0	FALSE	TRUE	0
ZNF804A	91752	ENSG00000170396	TRUE	FALSE	2	0	FALSE	TRUE	0
TAL2	6887	ENSG00000186051	TRUE	FALSE	0	0	TRUE	TRUE	0
ZNF385B	151126	ENSG00000144331	TRUE	FALSE	3	0	FALSE	TRUE	0
SP1	6667	ENSG00000185591	TRUE	TRUE	0	0	FALSE	FALSE	1713
RELA	5970	ENSG00000173039	TRUE	TRUE	0	0	FALSE	FALSE	1291
NFKB1	4790	ENSG00000109320	TRUE	TRUE	0	0	FALSE	FALSE	1156
JUN	3725	ENSG00000177606	TRUE	TRUE	0	0	FALSE	FALSE	543
STAT1	6772	ENSG00000115415	TRUE	TRUE	0	0	FALSE	FALSE	433
SP3	6670	ENSG00000172845	TRUE	TRUE	0	0	FALSE	FALSE	396
CAMP	820	ENSG00000164047	FALSE	TRUE	0	0	FALSE	FALSE	363
EGR1	1958	ENSG00000120738	TRUE	TRUE	0	0	FALSE	FALSE	302
CEBPB	1051	ENSG00000172216	TRUE	TRUE	0	0	FALSE	FALSE	251
YY1	7528	ENSG00000100811	FALSE	TRUE	0	0	FALSE	FALSE	246
IRF1	3659	ENSG00000125347	TRUE	TRUE	0	0	FALSE	FALSE	233
REL	5966	ENSG00000162924	TRUE	TRUE	0	0	FALSE	FALSE	211
SMAD3	4088	ENSG00000166949	TRUE	TRUE	0	0	FALSE	FALSE	208
SPI1	6688	ENSG00000066336	TRUE	TRUE	0	0	FALSE	FALSE	201
FOS	2353	ENSG00000170345	TRUE	TRUE	0	0	FALSE	FALSE	200
NFE2L2	4780	ENSG00000116044	TRUE	TRUE	0	0	FALSE	FALSE	197
HNF4A	3172	ENSG00000101076	TRUE	TRUE	0	0	FALSE	FALSE	194
MAX	4149	ENSG00000125952	TRUE	TRUE	0	0	FALSE	FALSE	194
GATA1	2623	ENSG00000102145	TRUE	TRUE	0	0	FALSE	FALSE	185
RUNX2	860	ENSG00000124813	TRUE	TRUE	0	0	FALSE	FALSE	183
FOXO1	2308	ENSG00000150907	TRUE	TRUE	0	0	FALSE	FALSE	170
USF1	7391	ENSG00000158773	TRUE	TRUE	0	0	FALSE	FALSE	167
MYB	4602	ENSG00000118513	TRUE	TRUE	0	0	FALSE	FALSE	164
ESR1	2099	ENSG00000091831	TRUE	TRUE	0	0	FALSE	FALSE	162
PPARG	5468	ENSG00000132170	TRUE	TRUE	0	0	FALSE	FALSE	159
CEBPA	1050	ENSG00000245848	TRUE	TRUE	0	0	FALSE	FALSE	155
NFKBIA	4792	ENSG00000100906	FALSE	TRUE	0	0	FALSE	FALSE	151
AHR	196	ENSG00000106546	TRUE	TRUE	0	0	FALSE	FALSE	146
IRF3	3661	ENSG00000126456	TRUE	TRUE	0	0	FALSE	FALSE	140
ARNT	405	ENSG00000143437	TRUE	TRUE	0	0	FALSE	FALSE	138
FOXA1	3169	ENSG00000129514	TRUE	TRUE	0	0	FALSE	FALSE	127
CDKN1A	1026	ENSG00000124762	FALSE	TRUE	0	0	FALSE	FALSE	127
GATA3	2625	ENSG00000107485	TRUE	TRUE	0	0	FALSE	FALSE	124
KLF4	9314	ENSG00000136826	TRUE	TRUE	0	0	FALSE	FALSE	124
STAT6	6778	ENSG00000166888	TRUE	TRUE	0	0	FALSE	FALSE	124
POU5F1	5460	ENSG00000204531	TRUE	TRUE	0	0	FALSE	FALSE	120
SIRT1	23411	ENSG00000096717	FALSE	TRUE	0	0	FALSE	FALSE	117
NANOG	79923	ENSG00000111704	TRUE	TRUE	0	0	FALSE	FALSE	115
CLOCK	9575	ENSG00000134852	TRUE	TRUE	0	0	FALSE	FALSE	112
SREBF1	6720	ENSG00000072310	TRUE	TRUE	0	0	FALSE	FALSE	112
POU2F1	5451	ENSG00000143190	TRUE	TRUE	0	0	FALSE	FALSE	109
JUND	3727	ENSG00000130522	TRUE	TRUE	0	0	FALSE	FALSE	105
TBP	6908	ENSG00000112592	TRUE	TRUE	0	0	FALSE	FALSE	105
HNF1A	6927	ENSG00000135100	TRUE	TRUE	0	0	FALSE	FALSE	105
STAT5A	6776	ENSG00000126561	TRUE	TRUE	0	0	FALSE	FALSE	103
BRCA1	672	ENSG00000012048	FALSE	TRUE	0	0	FALSE	FALSE	102
REST	5978	ENSG00000084093	TRUE	TRUE	0	0	FALSE	FALSE	101
TCF3	6929	ENSG00000071564	TRUE	TRUE	0	0	FALSE	FALSE	101
SMAD2	4087	ENSG00000175387	FALSE	TRUE	0	0	FALSE	FALSE	101
NFATC1	4772	ENSG00000131196	TRUE	TRUE	0	0	FALSE	FALSE	100
GATA4	2626	ENSG00000136574	TRUE	TRUE	0	0	FALSE	FALSE	99
ATF2	1386	ENSG00000115966	TRUE	TRUE	0	0	FALSE	FALSE	99
NFATC2	4773	ENSG00000101096	TRUE	TRUE	0	0	FALSE	FALSE	97
USF2	7392	ENSG00000105698	TRUE	TRUE	0	0	FALSE	FALSE	95
HSF1	3297	ENSG00000185122	TRUE	TRUE	0	0	FALSE	FALSE	93
CDX2	1045	ENSG00000165556	TRUE	TRUE	0	0	FALSE	FALSE	91
HDAC3	8841	ENSG00000171720	FALSE	TRUE	0	0	FALSE	FALSE	91
SNAI1	6615	ENSG00000124216	TRUE	TRUE	0	0	FALSE	FALSE	90
NR5A1	2516	ENSG00000136931	TRUE	TRUE	0	0	FALSE	FALSE	89
PPARA	5465	ENSG00000186951	TRUE	TRUE	0	0	FALSE	FALSE	89
RXRA	6256	ENSG00000186350	TRUE	TRUE	0	0	FALSE	FALSE	89
WT1	7490	ENSG00000184937	TRUE	TRUE	0	0	FALSE	FALSE	86
IRF8	3394	ENSG00000140968	TRUE	TRUE	0	0	FALSE	FALSE	86
E2F4	1874	ENSG00000205250	TRUE	TRUE	0	0	FALSE	FALSE	86
MYOD1	4654	ENSG00000129152	TRUE	TRUE	0	0	FALSE	FALSE	85
NR3C1	2908	ENSG00000113580	TRUE	TRUE	0	0	FALSE	FALSE	84
FOXM1	2305	ENSG00000111206	TRUE	TRUE	0	0	FALSE	FALSE	83
DNMT1	1786	ENSG00000130816	TRUE	TRUE	0	0	FALSE	FALSE	81
TWIST1	7291	ENSG00000122691	TRUE	TRUE	0	0	FALSE	FALSE	80
ATF4	468	ENSG00000128272	TRUE	TRUE	0	0	FALSE	FALSE	79
JUNB	3726	ENSG00000171223	TRUE	TRUE	0	0	FALSE	FALSE	77
MITF	4286	ENSG00000187098	TRUE	TRUE	0	0	FALSE	FALSE	76
IRF4	3662	ENSG00000137265	TRUE	TRUE	0	0	FALSE	FALSE	73
ETS2	2114	ENSG00000157557	TRUE	TRUE	0	0	FALSE	FALSE	72
EGF	1950	ENSG00000138798	FALSE	TRUE	0	0	FALSE	FALSE	72
MYCN	4613	ENSG00000134323	TRUE	TRUE	0	0	FALSE	FALSE	70
IRF2	3660	ENSG00000168310	TRUE	TRUE	0	0	FALSE	FALSE	69
RB1	5925	ENSG00000139687	FALSE	TRUE	0	0	FALSE	FALSE	69
STAT5B	6777	ENSG00000173757	TRUE	TRUE	0	0	FALSE	FALSE	68
NFYA	4800	ENSG00000001167	TRUE	TRUE	0	0	FALSE	FALSE	67
PARP1	142	ENSG00000143799	FALSE	TRUE	0	0	FALSE	FALSE	64
SREBF2	6721	ENSG00000198911	TRUE	TRUE	0	0	FALSE	FALSE	63
FLI1	2313	ENSG00000151702	TRUE	TRUE	0	0	FALSE	FALSE	62
IRF7	3665	ENSG00000185507	TRUE	TRUE	0	0	FALSE	FALSE	62
E2F3	1871	ENSG00000112242	TRUE	TRUE	0	0	FALSE	FALSE	61
ELK1	2002	ENSG00000126767	TRUE	TRUE	0	0	FALSE	FALSE	59
STAT2	6773	ENSG00000170581	TRUE	TRUE	0	0	FALSE	FALSE	59
IKBKB	3551	ENSG00000104365	FALSE	TRUE	0	0	FALSE	FALSE	59
TBX21	30009	ENSG00000073861	TRUE	TRUE	0	0	FALSE	FALSE	58
MAF	4094	ENSG00000178573	TRUE	TRUE	0	0	FALSE	FALSE	57
NKX2-5	1482	ENSG00000183072	TRUE	TRUE	0	0	FALSE	FALSE	57
ATF3	467	ENSG00000162772	TRUE	TRUE	0	0	FALSE	FALSE	56
RELB	5971	ENSG00000104856	TRUE	TRUE	0	0	FALSE	FALSE	56
BCL6	604	ENSG00000113916	TRUE	TRUE	0	0	FALSE	FALSE	56
TP63	8626	ENSG00000073282	TRUE	TRUE	0	0	FALSE	FALSE	56
HR	55806	ENSG00000168453	FALSE	TRUE	0	0	FALSE	FALSE	56
RUNX3	864	ENSG00000020633	TRUE	TRUE	0	0	FALSE	FALSE	55
NRF1	4899	ENSG00000106459	TRUE	TRUE	0	0	FALSE	FALSE	54
CEBPD	1052	ENSG00000221869	TRUE	TRUE	0	0	FALSE	FALSE	54
CREM	1390	ENSG00000095794	TRUE	TRUE	0	0	FALSE	FALSE	53
STAT4	6775	ENSG00000138378	TRUE	TRUE	0	0	FALSE	FALSE	53
NFIC	4782	ENSG00000141905	TRUE	TRUE	0	0	FALSE	FALSE	52
ARNTL	406	ENSG00000133794	TRUE	TRUE	0	0	FALSE	FALSE	52
CIITA	4261	ENSG00000179583	FALSE	TRUE	0	0	FALSE	FALSE	52
NR5A2	2494	ENSG00000116833	TRUE	TRUE	0	0	FALSE	FALSE	50
SRY	6736	ENSG00000184895	TRUE	TRUE	0	0	FALSE	FALSE	50
VHL	7428	ENSG00000134086	FALSE	TRUE	0	0	FALSE	FALSE	50
APC	324	ENSG00000134982	FALSE	TRUE	0	0	FALSE	FALSE	49
MDM2	4193	ENSG00000135679	FALSE	TRUE	0	0	FALSE	FALSE	49
ATF1	466	ENSG00000123268	TRUE	TRUE	0	0	FALSE	FALSE	48
NR1I2	8856	ENSG00000144852	TRUE	TRUE	0	0	FALSE	FALSE	48
E2F2	1870	ENSG00000007968	TRUE	TRUE	0	0	FALSE	FALSE	48
PML	5371	ENSG00000140464	FALSE	TRUE	0	0	FALSE	FALSE	48
PGR	5241	ENSG00000082175	TRUE	TRUE	0	0	FALSE	FALSE	47
NR1H3	10062	ENSG00000025434	TRUE	TRUE	0	0	FALSE	FALSE	46
GATA6	2627	ENSG00000141448	TRUE	TRUE	0	0	FALSE	FALSE	46
FOXP3	50943	ENSG00000049768	TRUE	TRUE	0	0	FALSE	FALSE	45
ETV4	2118	ENSG00000175832	TRUE	TRUE	0	0	FALSE	FALSE	45
NFKB2	4791	ENSG00000077150	TRUE	TRUE	0	0	FALSE	FALSE	44
SNAI2	6591	ENSG00000019549	TRUE	TRUE	0	0	FALSE	FALSE	44
YBX1	4904	ENSG00000065978	TRUE	TRUE	0	0	FALSE	FALSE	43
NR4A1	3164	ENSG00000123358	TRUE	TRUE	0	0	FALSE	FALSE	43
DDIT3	1649	ENSG00000175197	TRUE	TRUE	0	0	FALSE	FALSE	43
CHUK	1147	ENSG00000213341	FALSE	TRUE	0	0	FALSE	FALSE	43
EPAS1	2034	ENSG00000116016	TRUE	TRUE	0	0	FALSE	FALSE	42
PRDM1	639	ENSG00000057657	TRUE	TRUE	0	0	FALSE	FALSE	42
POU2F2	5452	ENSG00000028277	TRUE	TRUE	0	0	FALSE	FALSE	40
KLF5	688	ENSG00000102554	TRUE	TRUE	0	0	FALSE	FALSE	40
KLF6	1316	ENSG00000067082	TRUE	TRUE	0	0	FALSE	FALSE	40
MSX2	4488	ENSG00000120149	TRUE	TRUE	0	0	FALSE	FALSE	39
FOSL1	8061	ENSG00000175592	TRUE	TRUE	0	0	FALSE	FALSE	39
IRF9	10379	ENSG00000213928	TRUE	TRUE	0	0	FALSE	FALSE	37
MSC	9242	ENSG00000178860	TRUE	TRUE	0	0	FALSE	FALSE	37
EBF1	1879	ENSG00000164330	TRUE	TRUE	0	0	FALSE	FALSE	36
ELF1	1997	ENSG00000120690	TRUE	TRUE	0	0	FALSE	FALSE	35
NFE2	4778	ENSG00000123405	TRUE	TRUE	0	0	FALSE	FALSE	34
TP73	7161	ENSG00000078900	TRUE	TRUE	0	0	FALSE	FALSE	34
HMGA1	3159	ENSG00000137309	TRUE	TRUE	0	0	FALSE	FALSE	34
MBD2	8932	ENSG00000134046	TRUE	TRUE	0	0	FALSE	FALSE	34
MTA1	9112	ENSG00000182979	FALSE	TRUE	0	0	FALSE	FALSE	34
MYOG	4656	ENSG00000122180	TRUE	TRUE	0	0	FALSE	FALSE	33
GABPA	2551	ENSG00000154727	TRUE	TRUE	0	0	FALSE	FALSE	33
SP7	121340	ENSG00000170374	TRUE	TRUE	0	0	FALSE	FALSE	33
SMAD7	4092	ENSG00000101665	FALSE	TRUE	0	0	FALSE	FALSE	33
ATF6	22926	ENSG00000118217	TRUE	TRUE	0	0	FALSE	FALSE	32
FOSL2	2355	ENSG00000075426	TRUE	TRUE	0	0	FALSE	FALSE	32
PRL	5617	ENSG00000172179	FALSE	TRUE	0	0	FALSE	FALSE	32
NFYB	4801	ENSG00000120837	TRUE	TRUE	0	0	FALSE	FALSE	31
CCND1	595	ENSG00000110092	FALSE	TRUE	0	0	FALSE	FALSE	31
BACH1	571	not_applicable	FALSE	TRUE	0	0	FALSE	FALSE	31
XIAP	331	ENSG00000101966	FALSE	TRUE	0	0	FALSE	FALSE	31
CYP3A4	1576	ENSG00000160868	FALSE	TRUE	0	0	FALSE	FALSE	31
XBP1	7494	ENSG00000100219	TRUE	TRUE	0	0	FALSE	FALSE	30
MEF2A	4205	ENSG00000068305	TRUE	TRUE	0	0	FALSE	FALSE	30
SP2	6668	ENSG00000167182	TRUE	TRUE	0	0	FALSE	FALSE	30
NR0B2	8431	ENSG00000131910	FALSE	TRUE	0	0	FALSE	FALSE	30
CD40	958	ENSG00000101017	FALSE	TRUE	0	0	FALSE	FALSE	30
DNMT3B	1789	ENSG00000088305	FALSE	TRUE	0	0	FALSE	FALSE	30
FOXO4	4303	ENSG00000184481	TRUE	TRUE	0	0	FALSE	FALSE	29
MEIS1	4211	ENSG00000143995	TRUE	TRUE	0	0	FALSE	FALSE	29
LMO2	4005	ENSG00000135363	FALSE	TRUE	0	0	FALSE	FALSE	29
NR1H4	9971	ENSG00000012504	TRUE	TRUE	0	0	FALSE	FALSE	28
NCOA3	8202	ENSG00000124151	TRUE	TRUE	0	0	FALSE	FALSE	28
TBX5	6910	ENSG00000089225	TRUE	TRUE	0	0	FALSE	FALSE	28
MMP9	4318	ENSG00000100985	FALSE	TRUE	0	0	FALSE	FALSE	28
CDK9	1025	ENSG00000136807	FALSE	TRUE	0	0	FALSE	FALSE	28
SP4	6671	ENSG00000105866	TRUE	TRUE	0	0	FALSE	FALSE	27
KEAP1	9817	ENSG00000079999	FALSE	TRUE	0	0	FALSE	FALSE	27
EHMT2	10919	ENSG00000204371	FALSE	TRUE	0	0	FALSE	FALSE	27
NFIL3	4783	ENSG00000165030	TRUE	TRUE	0	0	FALSE	FALSE	26
ERF	2077	ENSG00000105722	TRUE	TRUE	0	0	FALSE	FALSE	26
KLF2	10365	ENSG00000127528	TRUE	TRUE	0	0	FALSE	FALSE	26
FOSB	2354	ENSG00000125740	TRUE	TRUE	0	0	FALSE	FALSE	26
NFAT5	10725	ENSG00000102908	TRUE	TRUE	0	0	FALSE	FALSE	26
HOXA10	3206	ENSG00000253293	TRUE	TRUE	0	0	FALSE	FALSE	26
IRF5	3663	ENSG00000128604	TRUE	TRUE	0	0	FALSE	FALSE	26
SATB1	6304	ENSG00000182568	TRUE	TRUE	0	0	FALSE	FALSE	26
CRX	1406	ENSG00000105392	TRUE	TRUE	0	0	FALSE	FALSE	26
SF1	7536	ENSG00000168066	FALSE	TRUE	0	0	FALSE	FALSE	26
MYBL2	4605	ENSG00000101057	TRUE	TRUE	0	0	FALSE	FALSE	25
NFATC3	4775	ENSG00000072736	TRUE	TRUE	0	0	FALSE	FALSE	25
GFI1	2672	ENSG00000162676	TRUE	TRUE	0	0	FALSE	FALSE	25
HOXA9	3205	ENSG00000078399	FALSE	TRUE	0	0	FALSE	FALSE	25
CDKN2A	1029	ENSG00000147889	FALSE	TRUE	0	0	FALSE	FALSE	25
RARG	5916	ENSG00000172819	TRUE	TRUE	0	0	FALSE	FALSE	24
FOXL2	668	ENSG00000183770	TRUE	TRUE	0	0	FALSE	FALSE	24
HGF	3082	ENSG00000019991	FALSE	TRUE	0	0	FALSE	FALSE	24
BCL3	602	ENSG00000069399	FALSE	TRUE	0	0	FALSE	FALSE	24
BMI1	648	ENSG00000168283	FALSE	TRUE	0	0	FALSE	FALSE	24
RFX1	5989	ENSG00000132005	TRUE	TRUE	0	0	FALSE	FALSE	23
HSF2	3298	ENSG00000025156	TRUE	TRUE	0	0	FALSE	FALSE	23
SOX17	64321	ENSG00000164736	TRUE	TRUE	0	0	FALSE	FALSE	23
MAZ	4150	ENSG00000103495	TRUE	TRUE	0	0	FALSE	FALSE	23
APEX1	328	ENSG00000100823	FALSE	TRUE	0	0	FALSE	FALSE	23
MAFA	389692	ENSG00000182759	TRUE	TRUE	0	0	FALSE	FALSE	22
THRB	7068	ENSG00000151090	TRUE	TRUE	0	0	FALSE	FALSE	22
TEAD1	7003	ENSG00000187079	TRUE	TRUE	0	0	FALSE	FALSE	22
CDX1	1044	ENSG00000113722	TRUE	TRUE	0	0	FALSE	FALSE	22
TRIM28	10155	ENSG00000130726	FALSE	TRUE	0	0	FALSE	FALSE	22
RBL2	5934	ENSG00000103479	FALSE	TRUE	0	0	FALSE	FALSE	22
NFYC	4802	ENSG00000066136	TRUE	TRUE	0	0	FALSE	FALSE	21
ELF3	1999	ENSG00000163435	TRUE	TRUE	0	0	FALSE	FALSE	21
NR1I3	9970	ENSG00000143257	TRUE	TRUE	0	0	FALSE	FALSE	21
ARC	23237	ENSG00000198576	FALSE	TRUE	0	0	FALSE	FALSE	21
HMGB1	3146	ENSG00000189403	FALSE	TRUE	0	0	FALSE	FALSE	21
RAD51	5888	ENSG00000285396	FALSE	TRUE	0	0	FALSE	FALSE	21
MYF5	4617	ENSG00000111049	TRUE	TRUE	0	0	FALSE	FALSE	20
NKX3-1	4824	ENSG00000167034	TRUE	TRUE	0	0	FALSE	FALSE	20
SMAD5	4090	ENSG00000113658	TRUE	TRUE	0	0	FALSE	FALSE	20
DBP	1628	ENSG00000105516	TRUE	TRUE	0	0	FALSE	FALSE	20
TRAF6	7189	ENSG00000175104	FALSE	TRUE	0	0	FALSE	FALSE	20
HDAC5	10014	ENSG00000108840	FALSE	TRUE	0	0	FALSE	FALSE	20
YAP1	10413	ENSG00000137693	FALSE	TRUE	0	0	FALSE	FALSE	20
MEF2D	4209	ENSG00000116604	TRUE	TRUE	0	0	FALSE	FALSE	19
FOXD3	27022	ENSG00000187140	TRUE	TRUE	0	0	FALSE	FALSE	19
KLF1	10661	ENSG00000105610	TRUE	TRUE	0	0	FALSE	FALSE	19
ONECUT1	3175	ENSG00000169856	TRUE	TRUE	0	0	FALSE	FALSE	19
KLF15	28999	ENSG00000163884	TRUE	TRUE	0	0	FALSE	FALSE	19
TCF12	6938	ENSG00000140262	TRUE	TRUE	0	0	FALSE	FALSE	19
E2F6	1876	ENSG00000169016	TRUE	TRUE	0	0	FALSE	FALSE	19
TCF7L1	83439	ENSG00000152284	TRUE	FALSE	0	0	FALSE	FALSE	19
NOTCH4	4855	ENSG00000204301	FALSE	TRUE	0	0	FALSE	FALSE	19
HCFC1	3054	ENSG00000172534	FALSE	TRUE	0	0	FALSE	FALSE	19
NRL	4901	ENSG00000129535	TRUE	TRUE	0	0	FALSE	FALSE	18
NCOA2	10499	ENSG00000140396	TRUE	TRUE	0	0	FALSE	FALSE	18
PPARD	5467	ENSG00000112033	TRUE	TRUE	0	0	FALSE	FALSE	18
HIC1	3090	ENSG00000177374	TRUE	TRUE	0	0	FALSE	FALSE	18
